N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
38.40   49.02   58.71   54.48   1.63   
46.65   46.95   62.11   51.00   2.04   
47.83   46.14   50.21   49.68   2.04   
44.57   47.03   61.82   49.30   1.90   
47.03   45.98   59.13   49.80   2.03   
45.66   41.44   60.18   49.25   1.97   
45.54   46.51   58.86   49.64   2.10   
47.27   45.19   59.60   53.10   1.96   
49.44   49.34   66.56   53.32   2.01   
48.56   49.24   52.98   52.77   2.06   
48.65   48.86   67.91   54.21   2.04   
48.30   48.70   67.51   53.24   2.02   
47.61   47.62   67.59   53.70   2.02   
49.73   48.46   66.63   54.52   2.08   
48.78   48.65   67.81   53.91   2.04   
48.69   49.69   67.81   54.55   2.04   
48.96   49.50   68.05   54.78   2.07   
49.72   49.40   67.95   54.63   2.10   
49.95   49.47   68.03   54.52   2.08   
49.80   49.32   68.07   53.70   2.07   
49.57   49.32   68.28   54.26   2.09   
49.78   48.60   67.55   53.11   2.11   
45.62   48.01   64.81   53.54   1.90   
49.72   49.29   66.23   54.94   2.10   
49.75   49.74   66.26   54.45   2.08   
49.81   48.96   67.41   54.78   2.08   
49.95   48.96   68.16   54.85   2.10   
49.75   49.46   68.05   54.41   2.08   
49.69   49.43   68.07   54.64   2.06   
48.84   49.70   68.14   54.46   2.04   
49.02   49.43   67.91   54.46   2.06   
49.98   49.60   67.23   54.93   2.08   
50.04   49.45   67.95   54.75   2.10   
49.78   49.19   68.32   54.61   2.09   
49.94   49.38   68.18   54.23   2.09   
49.98   48.88   67.19   54.68   2.08   
49.75   49.70   66.80   54.88   2.10   
49.88   49.77   67.32   54.55   2.08   
49.74   49.72   67.06   54.55   2.09   
49.92   49.53   67.78   54.67   2.08   
49.05   49.14   67.68   54.47   2.05   
49.80   49.60   67.72   54.13   2.07   
49.64   49.58   67.43   54.58   2.08   
49.72   49.60   67.53   54.60   2.07   
49.84   49.14   67.62   54.56   2.08   
49.85   49.70   67.47   54.53   2.08   
49.81   49.63   68.30   53.84   2.07   
49.49   49.26   67.76   54.62   2.06   
49.84   48.96   68.22   54.91   2.09   
49.86   48.65   68.13   54.89   2.08   
49.98   49.60   67.89   54.55   2.10   
49.54   49.60   66.21   54.83   2.05   
49.26   49.61   67.87   53.88   2.06   
49.83   49.10   67.95   54.48   2.08   
49.66   49.74   66.93   54.72   2.06   
49.61   49.08   68.24   54.51   2.07   
49.49   49.31   67.75   54.68   2.06   
49.98   49.52   68.24   54.18   2.07   
49.56   49.17   67.13   54.35   2.06   
48.99   49.50   67.49   54.76   2.05   
49.84   49.03   68.14   54.46   2.08   
49.87   49.05   68.24   54.42   2.07   
49.43   48.76   68.05   54.46   2.06   
49.95   49.47   67.65   54.68   2.08   
49.19   49.52   68.14   54.72   2.07   
49.49   49.69   65.02   54.64   2.05   
49.44   49.10   67.97   54.63   2.06   
49.95   49.77   67.38   54.27   2.08   
49.41   49.41   67.68   54.56   2.08   
49.91   49.08   67.51   54.66   2.07   
49.64   49.53   68.28   53.84   2.08   
49.86   49.35   67.28   54.87   2.08   
49.70   49.63   67.13   54.93   2.07   
49.09   49.69   67.93   54.67   2.05   
49.64   49.58   67.95   54.15   2.06   
50.00   49.66   68.07   54.36   2.10   
49.89   48.53   67.97   54.92   2.08   
49.37   49.70   67.80   54.79   2.07   
49.32   49.41   68.05   54.81   2.05   
49.86   49.38   68.30   53.91   2.08   
49.72   48.40   66.63   54.48   2.08   
49.08   49.02   66.03   53.75   2.10   
48.56   48.29   64.10   53.77   2.03   
49.91   49.64   67.87   54.74   2.09   
49.60   49.46   68.09   54.18   2.07   
49.91   49.40   67.59   54.92   2.11   
49.52   49.64   68.13   54.24   2.05   
49.80   49.63   68.24   54.26   2.07   
49.92   49.55   67.80   54.72   2.09   
49.75   49.60   67.53   54.90   2.07   
49.40   49.71   67.72   54.61   2.08   
49.74   48.98   68.04   54.50   2.06   
49.21   49.38   68.12   54.26   2.04   
49.95   49.49   67.40   54.48   2.10   
49.29   49.40   68.04   54.56   2.05   
49.75   49.61   67.46   54.53   2.08   
49.57   49.66   67.23   54.65   2.08   
49.91   49.28   67.62   54.67   2.08   
49.91   49.14   67.97   54.83   2.07   
49.84   48.96   67.99   54.60   2.07   
