N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
35.62   49.11   54.96   52.16   1.49   
47.73   48.63   62.75   52.68   1.99   
49.48   49.03   65.54   52.79   2.00   
49.49   49.01   66.17   52.81   2.00   
49.47   47.88   66.03   52.72   2.03   
49.45   48.96   65.27   52.64   2.01   
49.37   48.99   64.64   52.60   2.00   
49.50   49.18   64.85   53.03   2.00   
48.09   49.21   64.45   52.42   2.02   
49.19   48.81   65.11   52.22   2.06   
48.69   48.65   65.00   52.76   2.03   
49.35   48.91   65.84   51.65   2.20   
48.38   46.02   64.34   52.28   1.98   
48.60   48.34   64.36   52.59   1.97   
49.29   49.12   64.55   52.93   2.07   
46.51   47.69   55.61   51.43   1.89   
48.87   48.50   64.71   52.65   1.97   
48.99   48.84   65.83   52.64   1.98   
49.37   48.75   63.76   52.77   2.01   
49.56   48.80   66.01   50.30   2.06   
45.43   47.09   55.84   50.30   1.90   
48.29   46.39   58.44   50.82   1.98   
46.95   48.88   60.83   51.74   1.95   
48.00   48.74   60.79   52.59   2.09   
49.37   48.05   59.60   44.30   2.07   
49.11   48.62   64.50   50.63   2.05   
48.27   49.06   62.47   51.16   1.97   
48.68   48.87   64.79   52.69   2.00   
49.29   48.66   62.66   48.37   2.15   
46.71   47.46   58.84   51.01   2.07   
47.32   47.41   56.63   49.85   2.00   
47.14   47.41   56.63   50.24   1.91   
49.35   48.54   64.81   51.37   2.01   
48.86   48.62   63.37   53.11   2.00   
49.20   49.08   63.66   51.46   1.99   
49.12   49.24   64.59   52.73   1.98   
49.25   49.15   65.20   52.81   1.98   
49.33   49.03   65.04   52.76   1.99   
48.90   48.74   65.63   52.78   2.00   
49.44   48.99   65.91   52.78   2.01   
49.58   48.59   65.79   52.85   2.01   
49.48   49.02   66.19   52.56   2.02   
49.52   48.56   65.31   52.55   2.06   
47.04   48.41   64.95   51.76   1.98   
49.29   48.72   64.80   52.53   2.07   
48.99   48.74   64.54   52.32   2.24   
44.01   45.27   64.00   48.96   1.80   
49.54   48.63   64.57   52.54   2.01   
49.50   48.88   64.86   53.00   2.02   
49.46   48.93   64.81   52.13   2.00   
49.14   49.23   64.78   52.65   1.98   
49.29   48.97   64.88   52.79   1.99   
49.32   49.12   64.74   52.87   1.99   
49.41   49.24   65.01   52.55   2.08   
46.20   45.81   62.10   51.11   1.89   
49.10   48.08   64.50   52.40   2.00   
48.39   47.23   59.39   49.76   2.01   
48.60   46.98   64.78   53.13   1.96   
49.60   49.26   66.08   53.19   2.00   
49.63   49.25   65.90   52.92   2.03   
49.40   49.21   66.12   52.81   1.99   
49.60   48.69   66.21   53.08   2.00   
49.34   49.10   66.19   53.15   1.99   
49.57   49.06   65.56   52.61   2.01   
48.87   48.75   65.61   53.02   2.01   
49.44   49.20   66.21   53.04   2.00   
48.56   49.09   66.12   53.09   1.97   
49.64   48.13   66.20   53.18   2.01   
49.58   48.93   66.00   53.15   2.00   
49.23   49.28   66.15   53.02   1.99   
49.52   49.19   65.79   52.49   2.00   
49.53   48.55   65.94   52.97   2.00   
49.50   49.06   65.84   52.90   2.00   
49.29   49.25   66.06   52.91   1.99   
49.38   48.05   66.23   53.04   1.99   
48.99   49.21   63.83   53.12   1.97   
48.96   48.93   66.19   53.17   1.97   
49.53   49.25   66.08   53.22   2.02   
49.55   49.26   64.53   52.83   2.00   
49.25   49.19   65.01   52.58   2.00   
49.49   49.23   66.28   53.12   1.99   
49.50   48.75   64.65   53.20   2.03   
49.12   49.28   65.93   52.81   1.98   
49.55   48.98   64.74   52.62   2.04   
49.35   48.44   64.93   53.12   1.99   
49.21   48.99   64.20   50.18   2.00   
44.15   44.35   38.02   30.26   2.19   
39.78   38.60   42.52   38.74   1.76   
44.38   47.14   61.73   50.52   1.80   
46.85   48.22   65.10   52.60   1.92   
49.00   45.71   64.67   52.55   2.02   
49.31   48.68   64.62   52.86   2.02   
49.08   47.23   65.32   52.41   2.02   
47.23   38.74   52.21   46.18   2.21   
42.21   44.68   56.94   49.87   1.83   
47.73   46.18   59.01   47.33   1.96   
46.59   47.00   59.07   46.08   2.04   
47.69   45.08   55.71   50.23   1.99   
45.43   48.31   59.45   49.38   1.94   
46.74   45.95   59.68   49.94   1.99   
