N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
29.75   48.03   50.54   52.62   1.22   
48.64   48.63   64.97   52.60   2.00   
48.49   48.56   60.97   53.07   2.01   
48.53   47.61   63.46   50.99   2.00   
47.86   48.11   62.78   52.58   1.98   
48.59   47.72   64.95   52.01   1.99   
48.82   48.05   65.36   52.43   2.01   
48.66   48.22   65.74   49.15   2.05   
47.52   47.90   63.85   49.92   2.03   
49.08   47.90   57.34   51.31   2.16   
46.32   48.53   64.50   50.06   2.19   
47.53   44.89   56.02   50.66   1.97   
46.04   46.38   59.61   48.07   1.92   
49.03   48.03   64.35   51.73   2.15   
46.81   46.15   65.82   52.03   1.92   
48.66   48.83   63.17   49.62   2.14   
46.37   47.93   64.48   51.58   1.99   
48.92   47.61   64.59   52.42   1.99   
49.03   48.91   64.86   52.29   2.00   
48.59   48.85   64.55   52.53   1.97   
48.86   48.69   65.02   52.23   2.00   
49.16   48.41   65.64   52.29   2.04   
49.28   47.52   65.59   52.49   2.02   
49.40   48.43   65.65   49.87   2.15   
48.71   47.66   61.64   47.40   1.99   
48.37   48.80   64.14   52.93   1.99   
48.66   49.10   64.45   51.75   2.09   
48.37   47.79   65.41   51.53   2.13   
48.11   48.22   65.50   52.39   2.05   
48.96   48.71   64.27   52.49   2.10   
47.53   44.89   63.06   49.13   1.96   
44.87   48.14   63.69   52.33   2.00   
47.44   46.45   51.26   46.67   2.09   
48.48   45.45   63.95   48.83   2.10   
45.71   48.36   63.35   52.07   1.95   
47.70   47.69   61.63   51.92   2.03   
48.74   48.22   58.58   47.24   2.19   
46.69   44.83   57.42   51.81   2.02   
45.02   47.49   63.64   42.67   2.17   
47.20   44.68   56.68   50.62   2.02   
46.37   47.85   54.58   50.40   1.95   
48.37   47.28   62.42   50.77   2.04   
48.99   48.65   63.21   52.47   2.04   
48.84   45.08   59.27   49.36   2.01   
44.84   48.13   56.38   52.63   1.83   
48.19   48.28   55.70   48.65   2.10   
46.48   47.89   63.36   52.49   1.94   
48.41   48.18   61.54   51.07   1.98   
48.74   49.19   63.97   52.73   1.98   
45.77   49.21   57.32   51.91   1.86   
49.16   45.87   59.29   52.29   2.11   
47.51   48.74   59.52   52.27   2.02   
49.03   47.89   57.26   53.11   2.00   
49.18   49.02   63.93   52.63   2.01   
49.23   48.31   64.59   52.43   2.00   
49.03   48.44   64.97   52.55   1.99   
48.57   48.98   65.79   52.76   1.99   
48.93   48.69   65.26   52.89   2.02   
49.05   48.66   65.72   52.69   2.03   
49.37   48.56   65.22   53.04   2.04   
49.60   48.25   64.83   52.96   2.03   
49.17   49.08   64.85   52.29   2.08   
48.53   49.15   64.79   52.57   1.97   
49.05   49.28   64.55   52.66   2.02   
48.77   48.22   64.02   51.09   2.04   
49.12   48.50   66.08   52.66   2.02   
49.30   48.27   65.84   52.38   2.02   
49.66   48.26   65.94   52.90   2.05   
48.74   46.98   64.05   51.73   2.01   
48.90   49.17   63.90   53.05   2.02   
48.96   48.99   64.14   52.87   2.01   
49.21   47.87   65.01   52.33   2.01   
49.02   48.81   64.76   52.62   1.99   
48.47   48.90   66.08   52.45   1.98   
49.56   48.93   66.23   47.53   2.04   
49.50   48.62   65.56   52.90   2.04   
49.63   48.62   64.04   53.51   2.06   
49.00   48.68   64.72   49.93   2.09   
48.64   48.63   61.43   47.62   2.00   
48.45   47.38   63.93   52.62   2.02   
49.37   48.68   65.36   52.48   2.05   
49.17   47.93   65.90   52.56   2.03   
49.22   48.21   65.02   52.52   2.01   
49.29   48.55   64.69   52.90   2.02   
48.37   48.65   64.57   52.53   1.97   
48.93   49.21   63.95   52.93   2.02   
48.97   48.98   64.33   52.77   2.00   
49.17   48.81   64.69   52.74   2.02   
48.97   48.17   66.28   52.20   2.08   
49.40   48.15   65.94   52.67   2.11   
49.12   48.97   64.76   53.23   2.10   
49.07   48.96   64.04   53.54   2.12   
49.11   48.81   64.41   52.71   2.09   
49.11   47.92   64.90   52.37   2.07   
48.97   48.47   65.07   52.34   2.07   
48.24   48.37   66.02   52.47   2.05   
49.11   48.94   65.23   53.02   2.11   
49.45   48.32   65.47   52.71   2.12   
49.53   48.23   65.04   53.22   2.12   
49.28   49.16   65.02   52.86   2.09   
