N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
132.13   136.51   135.37   132.73   2.01   
131.79   128.09   133.70   128.35   1.95   
140.60   135.38   135.50   134.24   1.92   
132.03   135.82   134.76   135.35   1.85   
142.85   138.31   139.29   134.45   2.07   
139.00   141.73   138.33   137.07   1.92   
136.87   137.83   120.96   134.54   1.91   
140.25   135.35   134.61   136.44   2.42   
147.07   139.61   136.83   133.12   2.05   
140.48   138.40   136.07   136.51   1.97   
143.76   136.76   139.21   134.07   2.03   
134.89   141.85   137.86   134.90   1.86   
141.22   138.28   137.86   135.21   2.22   
136.18   137.57   135.52   132.89   1.98   
143.24   114.21   140.02   138.18   2.20   
122.80   139.72   134.76   134.99   1.72   
138.88   123.27   140.28   137.29   1.95   
143.49   139.61   134.24   139.29   1.99   
143.89   130.71   137.37   135.52   2.04   
142.33   135.14   135.59   133.12   1.99   
140.72   136.29   118.93   136.90   1.98   
136.73   141.22   137.46   136.90   1.95   
145.57   138.17   135.83   111.27   2.07   
129.43   139.75   136.90   137.63   1.83   
138.88   141.07   120.37   129.94   1.93   
139.99   128.71   135.83   137.69   2.07   
144.13   134.46   138.08   135.52   2.02   
145.70   139.99   136.83   119.95   2.02   
115.37   135.46   138.58   137.29   1.63   
139.61   139.37   137.14   140.36   2.20   
145.32   138.65   127.79   136.44   2.06   
139.99   132.78   134.68   131.29   1.95   
144.13   135.60   133.56   136.29   2.02   
142.33   137.94   137.14   136.12   1.96   
142.09   140.72   136.75   126.72   1.97   
124.23   137.46   139.77   112.41   1.68   
143.00   136.98   136.90   136.53   1.99   
134.78   139.26   135.37   137.22   1.94   
137.24   141.70   135.14   137.78   2.38   
145.73   140.84   135.06   137.61   2.03   
138.88   140.22   132.38   137.61   2.02   
143.21   127.00   140.75   135.14   1.99   
131.05   141.46   137.39   136.29   1.99   
143.12   135.82   136.53   138.41   2.18   
144.01   118.69   138.03   137.37   2.07   
143.49   138.06   135.81   112.62   1.97   
143.76   138.54   135.52   133.84   2.01   
135.93   137.46   140.10   133.93   1.86   
142.72   135.82   134.76   134.38   2.07   
142.97   138.06   137.93   137.46   1.95   
142.72   138.88   137.86   118.46   2.01   
140.22   139.64   120.71   138.50   2.43   
146.91   139.87   136.05   134.99   2.06   
137.46   138.88   138.10   136.05   1.92   
143.49   136.87   134.99   127.66   2.24   
125.51   131.79   141.26   136.98   1.83   
142.72   137.94   138.65   134.45   2.01   
134.00   135.27   138.64   137.39   1.85   
143.36   115.21   122.31   140.69   2.03   
143.21   137.72   137.84   125.73   2.02   
126.38   125.30   136.51   123.41   1.81   
137.32   114.21   140.77   112.15   1.91   
135.60   138.77   136.12   139.38   1.97   
141.85   134.68   137.22   136.92   2.02   
139.87   136.65   136.83   136.29   1.98   
128.83   117.98   139.95   136.51   2.29   
145.98   138.54   133.77   134.99   2.31   
144.26   139.87   118.40   134.54   2.04   
139.87   135.93   135.45   137.93   2.00   
143.00   139.87   135.98   137.29   2.01   
120.66   141.73   138.56   138.25   1.79   
137.21   137.69   138.01   136.22   1.96   
140.72   138.77   122.33   136.27   1.96   
139.49   116.87   138.01   137.54   1.99   
143.89   136.51   119.11   125.58   2.03   
143.76   135.96   136.75   136.36   2.05   
143.49   129.45   139.87   139.29   1.98   
141.10   138.03   136.99   135.83   2.00   
136.62   138.77   135.06   136.99   1.88   
143.86   140.37   134.90   136.07   1.99   
143.86   139.64   136.90   137.22   2.03   
143.24   138.63   135.45   132.02   2.16   
142.85   139.52   135.12   139.06   2.07   
143.09   139.49   136.92   134.38   2.03   
143.12   139.03   135.21   135.74   2.05   
139.87   137.69   136.83   135.76   1.93   
143.24   137.83   138.01   125.91   1.97   
142.24   139.61   138.08   134.54   2.01   
141.07   134.00   139.87   137.54   2.19   
130.38   139.87   138.25   117.93   1.80   
140.60   138.51   136.68   138.88   1.99   
134.57   142.09   134.83   118.93   1.92   
145.86   132.00   135.98   136.99   2.03   
144.54   142.36   136.36   133.93   1.99   
145.86   133.79   138.01   137.93   2.05   
143.40   141.19   135.68   134.29   2.07   
143.49   119.05   140.10   134.38   2.06   
144.13   138.77   138.98   117.93   2.03   
117.65   146.65   137.44   136.22   1.61   
142.97   136.40   135.76   136.59   2.13   
