8.4034 4.3880 0.2487 3.7665
8.7852 4.6176 0.2473 3.9202
8.0647 4.2156 0.2745 3.5744
7.9423 4.0899 0.2781 3.5742
8.7637 4.6956 0.2513 3.8166
