8.5754 4.5743 0.2503 3.7506
7.9114 4.1973 0.2562 3.4578
8.6341 4.6020 0.2489 3.7831
9.0871 4.8629 0.2476 3.9765
8.1634 4.3606 0.2543 3.5483
