8.6343 4.5501 0.2439 3.8401
8.1671 4.3449 0.2434 3.5786
8.4318 4.4857 0.2401 3.7057
8.9959 4.7407 0.2390 4.0161
8.4829 4.5981 0.2395 3.6452
