8.0365 4.2715 0.2582 3.5067
8.5550 4.4754 0.2435 3.8359
8.1617 4.2631 0.2422 3.6562
8.4726 4.5140 0.2426 3.7159
8.5491 4.5660 0.2470 3.7360
