7.9892 4.2275 0.2705 3.4911
7.9963 4.1239 0.2945 3.5778
8.2843 4.3575 0.2722 3.6545
8.4112 4.4388 0.2766 3.6955
8.2691 4.3989 0.2920 3.5781
