13.6651 8.4300 0.2270 5.0078
13.6995 8.4341 0.2292 5.0361
13.6180 8.4139 0.2267 4.9772
13.6612 8.4191 0.2278 5.0141
13.6676 8.4340 0.2251 5.0084
