8.3014 4.4328 0.2658 3.6027
8.1366 4.3989 0.2628 3.4748
8.2627 4.4315 0.2665 3.5647
8.2557 4.4302 0.2675 3.5579
8.8046 4.6406 0.2621 3.9017
