N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
33.71   47.13   52.18   50.11   1.38   
47.62   47.04   57.82   49.25   2.09   
47.69   47.48   59.55   51.11   1.97   
48.39   47.77   61.86   51.80   2.11   
48.34   47.83   60.83   50.12   2.10   
47.42   47.72   62.68   51.15   2.01   
47.31   47.57   63.23   51.01   2.04   
48.62   48.15   63.58   51.13   2.07   
48.48   47.48   62.74   51.93   2.08   
48.31   48.09   61.87   51.17   2.05   
47.90   48.32   62.98   50.91   2.03   
48.46   47.68   64.19   51.10   2.09   
48.69   48.09   63.73   50.90   2.10   
48.66   47.28   62.38   51.56   2.08   
48.02   48.34   62.54   51.36   2.05   
47.96   48.35   63.01   51.55   2.11   
45.86   47.14   60.67   47.92   1.90   
48.38   47.55   61.87   51.31   2.07   
47.61   48.37   62.75   51.14   2.03   
48.22   48.28   62.29   51.04   2.07   
48.51   48.03   63.21   51.15   2.09   
48.72   48.12   61.56   50.94   2.08   
48.38   47.93   62.53   51.50   2.08   
48.01   48.72   62.21   51.39   2.06   
48.57   48.11   62.35   51.26   2.07   
48.29   47.81   64.04   50.78   2.06   
47.93   45.54   63.53   49.50   2.01   
46.82   45.80   59.76   51.34   1.93   
48.60   47.58   62.38   50.82   2.08   
47.59   48.17   62.58   51.49   2.07   
47.69   47.48   55.40   50.91   2.27   
43.66   43.75   61.08   44.80   1.98   
46.32   45.51   55.93   48.16   1.99   
45.64   47.38   57.72   50.23   1.99   
47.18   47.88   55.66   50.14   1.96   
48.13   43.43   57.50   50.31   2.21   
45.64   45.96   59.88   51.32   1.88   
48.49   48.62   62.21   51.69   2.06   
48.65   48.23   62.88   51.09   2.09   
48.62   48.22   63.64   51.71   2.07   
48.74   47.09   64.50   48.40   2.15   
48.28   45.33   61.79   48.56   2.08   
48.17   40.97   53.64   46.60   2.35   
46.63   42.60   56.58   47.07   2.08   
42.25   46.39   56.83   49.56   1.81   
46.55   45.90   63.69   51.45   2.09   
46.44   45.12   61.68   49.05   1.95   
47.69   45.25   62.88   48.83   2.00   
47.99   47.82   55.36   50.75   2.11   
48.27   46.11   59.76   47.78   2.05   
48.49   44.98   56.99   47.78   2.04   
46.85   46.65   56.97   47.30   1.99   
45.16   46.31   56.80   45.82   1.92   
46.64   45.23   55.57   49.67   2.05   
45.76   44.40   62.94   48.71   1.87   
46.03   47.63   59.32   50.07   1.97   
48.29   46.45   62.96   50.38   2.05   
48.19   46.94   60.65   47.14   2.12   
47.96   48.39   56.08   49.39   1.99   
47.76   48.66   64.45   51.46   1.95   
48.81   48.63   63.83   52.08   2.01   
49.02   48.02   61.71   48.01   2.08   
44.87   47.09   56.01   49.04   2.11   
47.14   45.77   56.10   48.17   2.03   
48.54   47.88   63.49   51.06   2.05   
49.08   48.47   64.45   51.59   2.18   
48.41   45.99   61.12   48.99   2.11   
47.34   44.94   63.63   46.63   2.07   
46.51   45.55   59.72   49.40   1.97   
47.49   47.28   64.36   51.46   1.93   
48.21   48.25   64.36   51.68   1.96   
48.53   48.53   63.80   52.20   2.08   
49.11   48.14   63.88   51.42   2.11   
49.06   47.83   58.18   51.49   2.18   
48.29   46.88   64.55   50.56   2.13   
47.53   46.31   62.11   49.51   2.04   
47.52   47.79   63.48   51.71   1.93   
47.59   48.17   57.65   50.91   2.05   
47.58   47.03   60.00   51.55   2.02   
48.62   46.48   58.21   47.90   2.07   
44.94   46.58   58.34   49.74   1.86   
46.42   47.55   59.94   50.53   1.91   
47.90   47.86   64.31   51.66   1.96   
48.50   48.57   63.85   51.93   1.98   
49.11   48.38   64.19   51.67   2.00   
47.86   47.57   60.33   51.13   2.00   
48.22   48.31   63.97   51.38   2.04   
47.89   48.65   62.60   51.75   2.05   
47.17   44.19   60.26   48.37   1.96   
44.08   45.77   57.78   48.14   1.99   
46.47   46.17   55.49   47.31   2.07   
46.18   46.20   59.35   46.12   1.97   
45.65   47.49   53.31   46.66   1.99   
47.52   47.41   58.03   50.29   2.15   
47.90   46.91   60.33   46.42   2.12   
45.78   48.51   48.21   45.75   2.07   
46.94   45.78   59.55   46.17   2.05   
45.39   47.28   54.52   47.68   2.04   
45.17   45.03   54.96   48.48   1.95   
46.67   47.46   61.18   49.09   1.98   
