N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
35.45   46.27   48.42   50.00   1.50   
47.43   46.30   56.31   52.29   1.96   
48.21   46.28   62.81   48.35   2.05   
46.28   47.41   62.88   51.80   1.89   
48.47   47.49   64.85   51.90   1.99   
48.34   48.09   64.78   51.89   2.04   
48.59   48.29   52.79   47.58   2.16   
45.05   48.18   56.94   49.27   1.91   
48.26   45.43   63.18   48.86   2.08   
47.64   44.83   61.46   49.92   1.98   
46.54   48.44   62.86   51.69   1.99   
48.49   48.29   63.44   51.01   2.05   
48.02   48.02   64.50   51.58   2.06   
48.49   48.38   63.90   52.03   2.12   
49.12   48.02   62.74   52.36   2.11   
49.08   46.59   56.48   46.56   2.19   
46.19   46.04   58.29   47.98   2.22   
43.85   48.88   64.07   51.66   1.83   
48.47   48.49   63.71   52.37   2.05   
45.53   48.86   62.47   52.02   1.92   
49.21   48.75   64.17   52.30   2.08   
48.27   47.79   65.22   52.03   2.04   
48.85   48.93   63.66   52.00   2.07   
48.53   48.76   64.83   51.82   2.05   
48.63   48.31   64.55   52.32   2.07   
49.17   48.22   65.11   52.15   2.09   
49.29   48.74   64.90   52.18   2.09   
49.34   48.59   64.72   52.01   2.08   
48.41   48.92   65.07   52.27   2.05   
49.21   48.80   64.02   52.47   2.08   
48.41   47.69   62.53   52.19   2.04   
48.88   48.80   61.40   52.37   2.06   
49.06   48.80   65.27   52.54   2.07   
49.26   48.80   64.72   52.64   2.09   
49.31   48.93   63.83   52.56   2.08   
49.31   48.85   65.15   52.54   2.09   
49.20   48.29   64.69   52.61   2.07   
49.23   48.88   65.40   52.50   2.07   
49.35   48.78   65.40   52.48   2.08   
49.29   48.35   65.22   52.72   2.08   
49.37   48.90   64.95   52.67   2.08   
49.14   48.97   65.27   52.55   2.07   
49.21   48.93   65.31   52.55   2.07   
49.28   48.74   65.25   52.46   2.08   
49.32   48.71   64.94   52.57   2.10   
49.14   48.93   65.20   52.63   2.08   
49.31   48.85   65.17   52.36   2.08   
49.02   48.27   65.32   52.24   2.07   
49.21   48.68   65.06   52.45   2.07   
48.78   48.47   64.53   52.23   2.07   
48.85   48.60   64.50   51.89   2.09   
48.90   48.91   64.97   52.60   2.06   
49.10   48.90   65.20   51.98   2.07   
49.23   48.93   64.94   52.54   2.07   
49.34   48.78   65.40   52.39   2.08   
49.32   48.75   65.01   52.57   2.10   
49.34   48.90   65.10   52.36   2.09   
49.01   48.87   64.78   52.38   2.07   
49.05   48.57   64.48   52.33   2.07   
49.02   48.65   64.99   52.51   2.07   
49.33   48.72   65.27   52.22   2.08   
49.17   48.78   65.24   52.60   2.08   
49.29   48.91   65.10   52.58   2.08   
48.70   48.15   64.38   52.40   2.07   
48.75   48.72   64.38   52.36   2.06   
49.34   48.60   65.15   52.32   2.09   
49.32   48.49   64.73   52.31   2.09   
49.07   48.84   65.18   52.31   2.07   
49.35   48.91   65.11   52.58   2.09   
49.20   48.93   64.66   52.10   2.10   
47.32   47.39   64.10   52.39   1.99   
49.34   48.35   64.21   52.46   2.12   
48.87   48.75   64.47   52.60   2.11   
49.29   47.93   63.85   51.97   2.08   
48.24   48.81   65.13   51.26   2.05   
49.01   48.44   65.01   52.37   2.08   
49.19   48.38   65.15   51.95   2.08   
48.47   48.27   64.60   51.88   2.07   
47.93   47.43   64.16   52.53   2.08   
49.07   47.74   64.85   51.78   2.07   
49.28   47.86   64.40   51.69   2.08   
48.05   48.63   63.78   52.07   2.08   
48.91   48.34   64.55   51.04   2.06   
48.95   47.76   64.45   51.97   2.09   
49.28   48.76   64.27   52.57   2.12   
49.31   48.68   63.54   52.45   2.13   
49.33   47.93   65.02   51.72   2.08   
47.72   48.86   64.24   52.25   2.04   
48.93   48.90   63.76   52.46   2.13   
49.37   47.92   64.99   51.75   2.09   
48.69   48.81   64.74   51.86   2.07   
48.75   48.96   64.29   52.69   2.06   
49.32   47.92   65.10   50.92   2.08   
48.90   48.19   65.34   51.54   2.06   
48.19   48.81   64.05   52.49   2.07   
49.32   47.55   64.69   51.26   2.09   
49.29   47.34   65.15   52.48   2.09   
49.17   48.80   63.78   52.48   2.11   
49.28   48.88   63.93   52.03   2.11   
49.05   48.26   64.89   51.41   2.08   
