N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
42.03   48.75   58.90   51.27   1.71   
48.84   48.72   63.69   51.64   2.01   
48.93   48.37   64.62   51.51   2.01   
49.07   48.41   64.81   51.72   2.00   
49.16   48.19   63.36   51.94   2.01   
48.97   48.18   63.09   52.16   2.00   
48.87   48.68   63.34   51.06   1.99   
48.74   48.70   46.08   51.80   1.99   
49.19   48.09   61.51   51.59   2.03   
49.01   48.03   63.39   52.10   2.00   
48.74   47.42   63.19   51.76   1.98   
48.80   48.63   62.32   51.35   1.99   
48.81   48.62   63.54   51.78   2.03   
48.82   48.43   63.39   49.35   2.11   
48.76   48.49   64.52   52.10   1.98   
49.13   48.15   64.86   52.04   2.08   
49.17   48.80   64.43   52.10   2.08   
49.03   48.74   63.29   51.78   2.07   
48.76   48.28   64.17   51.47   2.10   
48.74   48.21   64.57   51.90   2.07   
48.66   48.27   64.38   51.62   2.07   
48.18   47.95   63.92   52.18   2.04   
49.14   48.51   64.35   52.02   2.08   
49.21   48.81   64.27   52.34   2.07   
48.99   48.76   64.73   52.13   2.06   
49.08   48.74   64.85   52.03   2.07   
48.90   48.62   64.86   52.10   2.11   
49.14   47.72   64.74   51.21   2.08   
49.19   47.24   64.73   51.49   2.15   
48.08   48.69   63.21   52.20   2.07   
48.99   48.11   64.36   51.30   2.08   
48.62   48.16   64.19   51.17   2.06   
48.63   47.48   59.26   47.02   2.09   
47.96   46.42   63.64   51.50   2.03   
47.96   48.24   63.63   51.16   2.06   
48.62   48.44   62.93   51.87   2.11   
47.70   47.83   64.61   51.63   2.02   
48.15   48.63   64.41   51.01   2.03   
47.90   48.68   63.16   51.80   2.07   
49.05   47.66   64.38   51.15   2.07   
47.69   48.27   64.47   51.14   2.01   
48.12   48.13   63.64   51.85   2.07   
48.87   47.37   64.60   50.83   2.08   
48.22   47.76   63.48   52.12   2.05   
48.84   48.68   61.38   51.76   2.10   
49.03   47.79   63.90   51.22   2.07   
48.34   48.32   64.74   51.53   2.05   
48.68   48.63   64.78   52.22   2.06   
49.17   48.72   64.64   52.18   2.08   
49.14   48.72   64.66   52.18   2.08   
49.07   48.68   64.78   52.02   2.07   
48.87   48.72   64.71   52.19   2.06   
49.15   47.71   64.83   51.46   2.07   
48.08   48.56   64.38   51.57   2.05   
48.44   48.74   63.37   52.24   2.08   
49.14   47.68   64.26   51.46   2.07   
48.06   48.09   64.81   51.20   2.03   
47.90   48.74   63.41   52.11   2.05   
49.08   47.39   64.69   51.29   2.09   
48.41   48.41   64.14   51.42   2.06   
47.98   48.22   63.24   51.81   2.03   
49.08   48.38   64.59   51.90   2.08   
48.69   48.62   64.83   51.47   2.05   
48.32   48.35   63.24   52.01   2.09   
48.87   47.98   64.76   50.78   2.07   
47.80   47.30   63.90   51.96   2.03   
48.19   48.21   63.29   51.99   2.10   
49.20   47.65   64.27   51.51   2.08   
49.16   48.34   64.74   52.16   2.07   
49.02   48.80   64.81   52.00   2.07   
48.82   48.69   64.83   52.13   2.06   
49.19   48.65   64.79   51.92   2.08   
49.17   48.77   64.62   52.21   2.08   
49.15   48.77   64.69   52.16   2.07   
49.06   48.43   64.78   52.22   2.09   
49.05   48.51   64.85   51.93   2.08   
49.23   48.55   64.71   52.20   2.08   
49.20   47.69   64.38   51.38   2.08   
49.19   47.58   64.71   52.19   2.09   
48.99   48.74   64.71   52.27   2.07   
49.06   48.71   64.83   52.01   2.07   
49.03   48.71   64.81   51.35   2.07   
48.15   48.65   64.55   52.06   2.03   
48.85   48.52   64.71   52.20   2.07   
48.43   48.69   64.31   51.32   2.05   
48.99   48.75   64.24   51.86   2.06   
48.83   48.51   64.41   52.05   2.07   
49.05   48.69   64.53   52.05   2.09   
49.21   48.50   64.24   52.13   2.09   
48.91   48.59   64.31   52.14   2.08   
49.16   48.80   64.57   52.16   2.08   
49.11   48.63   63.93   51.65   2.10   
46.69   47.49   64.31   52.08   1.97   
49.07   48.38   64.85   52.11   2.07   
49.17   48.63   64.90   51.59   2.07   
49.16   48.56   64.74   52.17   2.08   
49.15   48.71   64.55   51.95   2.08   
49.15   48.71   64.34   52.27   2.08   
49.03   48.70   64.71   52.07   2.07   
49.12   48.72   63.78   51.46   2.07   
