N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
126.17   136.76   132.89   129.17   1.84   
117.38   140.48   128.96   133.72   1.67   
135.82   114.46   138.88   135.14   1.91   
140.48   139.99   136.20   132.75   2.04   
114.29   138.77   134.45   135.98   2.02   
143.00   142.09   139.54   137.05   1.96   
141.61   137.91   133.26   132.38   1.96   
134.35   134.89   137.71   136.75   1.92   
141.85   138.17   138.48   133.12   2.10   
143.89   135.82   136.14   131.93   2.03   
144.91   133.79   138.96   135.06   2.03   
128.51   141.46   138.33   133.93   1.73   
127.68   137.24   131.57   135.83   1.79   
138.40   137.94   138.41   133.40   1.93   
140.99   137.43   133.93   138.88   1.98   
125.11   136.40   135.05   138.50   1.73   
142.88   138.03   134.92   141.16   2.10   
142.60   140.10   135.52   137.29   2.06   
142.21   134.11   132.38   138.08   2.03   
141.97   134.57   136.59   138.73   2.00   
144.01   136.18   134.90   139.69   1.99   
142.36   139.61   133.40   137.22   2.02   
141.85   136.87   138.01   134.76   2.02   
140.72   135.60   140.34   132.24   2.10   
136.15   139.75   135.90   134.15   1.95   
136.54   137.43   138.25   134.68   1.90   
143.52   136.85   133.79   119.88   1.99   
143.52   138.88   138.96   135.68   2.07   
143.76   138.06   138.48   135.37   2.49   
146.65   136.87   137.29   137.61   2.11   
140.25   136.04   136.68   112.05   1.92   
123.93   144.29   134.67   140.51   1.79   
141.22   138.40   137.29   137.31   2.01   
130.08   139.87   136.05   137.29   2.02   
144.66   139.11   137.14   115.72   1.97   
136.98   138.54   138.81   138.48   2.23   
146.40   138.77   135.98   135.74   2.09   
114.54   140.22   136.90   137.71   1.63   
138.65   122.42   125.84   140.43   2.04   
141.22   133.90   137.69   136.14   1.91   
140.84   138.28   137.93   134.15   1.91   
113.98   139.37   136.44   132.59   1.57   
139.99   136.51   133.93   133.26   1.93   
142.12   128.00   137.86   138.48   2.03   
140.60   139.11   139.69   135.06   2.20   
144.13   122.98   137.39   114.12   1.99   
141.10   114.77   135.45   140.02   2.09   
141.46   137.83   135.43   123.77   1.93   
141.85   127.49   136.22   136.83   2.05   
146.27   137.21   136.05   139.38   2.06   
141.22   138.65   137.05   139.21   1.96   
127.68   135.82   127.88   134.90   1.77   
142.24   138.51   134.92   137.29   1.96   
143.24   137.94   135.37   135.43   2.07   
138.54   137.91   135.98   133.49   1.97   
144.91   139.75   139.11   136.75   2.05   
143.61   140.99   137.22   137.54   2.01   
124.02   121.95   137.61   135.14   1.78   
115.70   140.57   139.06   138.56   1.63   
144.38   140.75   136.90   134.59   2.03   
141.34   135.71   134.24   138.64   2.00   
141.22   121.95   142.87   135.90   2.06   
144.79   137.94   140.00   136.22   2.10   
132.03   139.87   135.28   136.05   1.83   
143.76   138.54   138.33   133.40   2.01   
114.21   141.34   136.51   134.00   1.59   
142.09   138.51   134.24   134.24   2.01   
131.12   134.14   138.01   138.64   2.10   
144.66   133.23   139.38   138.96   2.03   
125.18   144.17   119.64   137.29   1.76   
143.12   132.23   137.54   134.07   1.96   
136.73   139.26   127.39   130.71   1.98   
141.97   139.84   133.86   119.88   2.03   
116.71   128.39   134.76   110.61   2.03   
127.08   114.36   134.99   130.58   1.87   
130.08   126.88   120.30   138.50   2.03   
148.97   138.43   132.66   139.21   2.08   
142.09   135.03   136.20   137.86   2.03   
138.65   140.60   136.99   140.02   1.92   
141.34   138.54   136.59   136.99   1.94   
143.76   138.17   134.00   137.37   2.02   
143.89   142.48   127.86   137.54   2.03   
141.46   136.62   135.14   133.49   1.95   
121.66   139.49   136.53   138.88   1.70   
140.22   116.96   142.18   133.86   1.97   
145.73   139.26   127.52   138.96   2.08   
142.12   135.35   138.56   137.71   1.99   
141.46   138.54   134.97   137.46   1.99   
144.66   138.77   136.51   137.69   2.02   
113.71   136.65   137.29   135.06   1.60   
143.09   121.22   139.06   139.77   2.02   
144.13   141.10   136.99   138.48   1.99   
136.76   137.94   137.69   133.26   1.91   
142.85   125.39   138.98   134.00   1.97   
145.73   137.10   139.13   137.39   2.10   
141.10   136.18   132.82   136.59   1.98   
141.46   135.03   137.93   140.10   1.97   
140.99   139.61   132.09   135.83   1.91   
134.00   111.11   143.19   117.60   1.88   
140.72   139.37   138.16   131.23   1.95   
