N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
105.47   113.88   106.01   104.36   1.84   
115.19   114.85   107.77   103.50   2.04   
115.86   116.96   104.89   104.49   2.04   
117.65   116.27   105.03   104.44   2.12   
117.82   114.03   106.15   102.60   2.05   
114.36   116.45   104.95   103.49   2.01   
117.73   113.80   106.43   103.22   2.04   
115.35   116.55   105.16   103.32   2.03   
116.27   116.79   104.90   104.35   2.04   
118.25   113.55   105.49   101.61   2.06   
115.29   112.11   107.29   103.09   2.00   
115.86   117.22   104.12   103.36   2.06   
115.09   116.71   104.99   102.34   2.02   
116.45   114.29   105.26   103.32   2.04   
115.27   116.37   104.03   103.98   2.03   
117.82   109.82   106.67   103.40   2.06   
115.11   115.53   104.90   103.94   2.06   
118.17   111.72   106.20   103.81   2.07   
114.44   116.21   104.99   104.02   2.06   
114.54   113.30   106.11   103.45   2.01   
114.95   116.69   104.99   104.53   2.04   
115.68   113.55   106.43   103.63   2.02   
115.35   117.65   105.12   104.53   2.08   
117.73   117.04   104.30   104.16   2.07   
116.69   113.47   106.39   102.08   2.03   
115.43   116.71   105.03   104.16   2.09   
117.20   113.65   106.71   102.52   2.05   
115.27   117.06   104.57   104.30   2.04   
117.55   112.52   105.35   102.00   2.06   
114.21   116.45   104.66   104.67   2.03   
118.36   114.29   105.36   103.36   2.07   
113.65   116.61   106.10   103.99   2.03   
116.53   112.20   105.59   103.63   2.04   
114.36   115.68   104.03   103.95   2.05   
118.25   112.28   107.13   102.35   2.11   
114.95   115.94   104.89   104.53   2.04   
113.63   113.47   107.15   103.22   1.97   
114.62   116.61   104.76   104.12   2.03   
113.80   112.67   105.73   103.35   1.98   
115.03   116.37   105.08   103.81   2.09   
118.88   114.03   106.86   103.00   2.09   
114.85   112.84   105.67   103.50   2.07   
118.09   113.15   105.77   102.39   2.07   
114.70   115.11   104.99   103.22   2.03   
117.38   114.21   106.43   103.49   2.04   
115.27   116.53   104.86   103.58   2.04   
118.17   113.65   106.33   103.36   2.06   
114.62   116.61   104.03   103.45   2.04   
118.34   114.36   106.34   103.40   2.08   
115.45   116.87   103.98   104.49   2.06   
117.82   114.11   106.43   102.52   2.04   
115.68   117.49   104.16   104.39   2.06   
117.30   113.23   105.77   103.00   2.06   
115.27   113.72   105.26   104.89   2.04   
118.25   113.72   106.62   103.14   2.06   
115.43   114.46   105.12   104.53   2.05   
114.36   116.79   105.31   103.71   2.04   
114.70   113.96   105.83   102.00   2.00   
114.70   117.22   105.44   104.67   2.09   
118.69   113.15   106.71   103.22   2.09   
115.45   113.32   107.33   103.36   2.05   
115.19   116.45   104.08   103.72   2.06   
116.71   113.55   105.96   102.12   2.03   
115.19   117.30   105.45   104.57   2.04   
118.25   113.55   105.49   102.08   2.07   
115.11   116.45   104.99   104.39   2.04   
117.38   113.32   105.16   102.39   2.06   
114.21   115.94   104.70   103.40   2.02   
118.25   114.03   105.36   103.53   2.06   
114.93   116.11   104.72   104.72   2.04   
118.34   113.07   105.36   103.00   2.07   
114.85   116.11   104.53   104.22   2.04   
118.00   112.67   105.49   103.45   2.06   
114.52   116.96   104.95   104.85   2.02   
118.42   111.98   106.43   103.45   2.06   
114.85   116.71   104.85   103.89   2.06   
114.21   113.72   105.96   103.45   1.98   
114.93   117.30   105.18   104.70   2.09   
117.82   113.88   106.80   103.18   2.05   
114.62   115.78   105.49   104.57   2.07   
118.36   112.60   106.24   101.56   2.08   
113.96   115.53   104.72   103.36   1.99   
118.44   112.67   106.48   103.04   2.07   
115.29   115.35   105.08   103.72   2.02   
117.14   113.88   106.24   102.92   2.03   
113.80   113.38   105.68   102.44   1.96   
115.19   117.22   105.44   104.59   2.04   
118.09   113.88   104.66   102.79   2.05   
115.11   116.79   105.40   104.85   2.05   
116.63   114.77   104.98   103.19   2.05   
114.29   115.53   104.08   104.30   2.03   
117.65   113.88   105.08   104.59   2.09   
117.82   114.05   106.48   103.36   2.06   
114.85   114.03   105.26   104.53   2.04   
118.61   113.63   106.20   102.70   2.07   
112.60   116.21   104.21   104.30   2.01   
118.09   114.70   106.20   103.36   2.10   
114.13   116.53   105.16   104.53   2.02   
118.17   114.05   106.57   103.40   2.12   
115.86   116.79   104.43   104.03   2.04   
