N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
30.79   48.38   51.16   52.23   1.28   
49.19   48.57   63.21   52.51   2.09   
48.90   48.90   63.54   52.22   2.08   
48.92   48.56   63.90   51.94   2.10   
48.32   48.87   64.03   51.66   2.06   
48.08   48.16   64.45   52.21   2.09   
49.20   48.47   64.90   51.94   2.11   
49.20   48.18   63.75   52.49   2.11   
48.78   48.60   63.78   52.42   2.07   
45.65   46.69   65.26   50.53   1.94   
45.92   46.87   63.93   51.93   1.90   
49.20   48.47   64.69   51.78   2.12   
48.66   48.13   64.94   52.10   2.00   
49.12   48.08   63.67   52.48   2.03   
48.37   48.80   64.05   52.02   1.99   
48.48   48.66   62.73   51.98   2.00   
48.74   48.96   64.08   52.10   2.01   
48.81   48.05   65.09   52.06   2.09   
49.15   47.61   64.90   52.30   2.11   
48.68   48.25   64.19   52.24   2.08   
48.84   48.34   62.88   52.77   2.12   
48.78   48.93   64.07   52.12   2.09   
48.71   48.43   63.91   52.11   2.07   
48.80   48.40   64.43   52.41   2.10   
48.72   48.50   65.43   51.71   2.08   
49.03   48.38   64.60   52.21   2.14   
49.00   48.53   63.41   52.15   2.08   
48.75   48.31   64.10   52.06   2.08   
48.70   48.86   64.08   52.28   2.08   
48.49   45.17   57.55   49.19   2.08   
49.07   48.09   65.15   52.12   2.04   
49.21   47.89   64.10   52.22   2.04   
49.14   48.27   64.08   52.13   2.02   
48.18   49.14   63.84   40.89   2.04   
48.00   48.51   65.17   52.47   2.09   
49.46   48.53   65.79   52.20   2.12   
49.61   45.94   56.61   52.48   2.13   
46.74   48.32   63.73   51.94   1.90   
48.34   49.12   64.02   52.44   1.98   
48.78   49.19   64.33   52.40   2.08   
49.14   48.85   65.10   52.11   2.10   
49.29   48.25   65.64   51.67   2.02   
49.54   48.16   65.31   52.32   2.04   
48.93   48.84   64.40   52.52   2.00   
48.69   49.10   63.11   52.71   2.01   
49.12   48.90   63.69   52.48   2.10   
49.01   48.18   64.67   52.28   2.07   
48.96   48.15   65.54   51.86   2.09   
48.72   48.71   65.17   52.16   2.09   
49.00   48.78   64.76   52.53   2.11   
49.29   48.56   63.65   52.92   2.12   
49.12   48.62   64.15   52.11   2.08   
49.14   48.59   64.69   51.94   2.08   
48.36   48.88   64.50   52.21   2.05   
48.60   48.74   64.76   52.76   2.10   
49.57   48.65   65.07   52.56   2.13   
49.48   48.60   64.66   52.31   2.10   
49.15   48.18   64.64   52.86   2.09   
48.96   48.37   64.16   52.12   2.09   
48.66   48.88   63.64   52.65   2.08   
48.66   49.12   64.17   52.46   2.06   
48.87   48.65   64.43   52.44   2.11   
49.05   47.95   65.88   52.06   2.08   
49.15   48.68   64.83   48.83   2.15   
49.17   47.32   61.63   50.85   2.04   
47.53   47.89   62.94   52.69   1.93   
49.17   48.69   64.64   52.28   2.08   
49.09   48.51   65.75   51.95   2.09   
48.68   48.57   65.84   52.34   2.08   
48.81   48.84   64.48   52.63   2.11   
49.38   48.47   63.83   52.86   2.13   
49.15   49.11   63.76   51.93   2.09   
49.26   48.60   64.50   51.90   2.10   
48.59   47.03   65.11   52.42   2.07   
49.03   48.70   64.92   52.55   2.10   
49.21   48.55   64.95   52.62   2.12   
49.50   48.57   63.81   53.10   2.12   
49.03   48.40   64.59   52.46   2.08   
48.97   48.31   64.55   52.01   2.09   
48.56   49.22   63.80   52.66   2.06   
47.82   48.81   64.90   52.38   2.07   
49.60   48.51   65.29   52.60   2.13   
49.55   48.23   65.27   51.90   2.11   
49.30   48.17   64.17   52.54   2.10   
48.63   49.17   64.47   50.31   2.07   
49.02   48.80   63.71   52.57   2.10   
49.19   49.00   63.92   52.62   2.11   
49.22   47.45   65.82   52.30   2.09   
49.48   48.43   65.75   52.41   2.11   
49.08   48.72   64.78   52.59   2.10   
48.90   48.76   63.65   53.10   2.11   
45.19   48.47   62.52   50.75   2.01   
49.07   47.89   64.85   52.03   2.07   
49.19   48.26   65.24   51.93   2.10   
49.16   48.84   65.52   52.19   2.01   
49.00   48.77   64.03   52.87   2.00   
48.99   48.51   64.22   53.07   2.03   
49.12   49.10   64.50   52.51   2.00   
48.25   48.51   63.29   52.08   1.97   
48.90   48.65   58.90   48.65   2.14   
