N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
30.18   47.75   49.59   51.65   1.23   
48.71   49.26   66.55   53.98   1.97   
48.91   49.21   65.75   53.85   1.97   
49.23   49.38   65.77   53.88   2.01   
49.28   49.02   65.84   53.67   2.02   
49.14   49.31   66.06   53.61   2.00   
48.85   49.11   66.44   53.76   1.98   
49.02   49.31   66.80   53.68   2.00   
49.60   48.78   66.76   53.67   2.02   
49.61   48.85   66.73   53.97   2.03   
49.78   48.88   67.25   53.52   2.04   
47.45   48.59   65.74   53.57   2.05   
47.56   48.16   63.97   54.37   1.94   
49.03   49.05   65.72   54.10   1.99   
48.52   49.15   66.24   53.85   1.97   
49.03   49.20   65.94   53.93   2.02   
48.99   49.38   66.15   53.28   1.99   
49.25   49.14   66.30   53.83   2.00   
49.07   48.82   67.13   53.68   2.00   
49.35   48.72   67.37   53.55   2.02   
49.47   49.08   67.15   53.83   2.02   
49.46   49.02   67.34   53.62   2.01   
49.60   48.97   66.80   53.84   2.02   
49.77   48.71   66.54   54.08   2.03   
49.66   48.63   66.59   54.37   2.67   
42.52   49.01   61.60   53.76   1.78   
49.02   48.22   64.62   52.36   2.09   
48.55   49.10   66.20   49.74   2.09   
49.63   47.79   61.55   54.00   2.06   
49.66   49.02   67.19   54.19   2.10   
49.63   49.11   66.72   54.10   2.07   
49.02   48.31   66.76   53.79   2.05   
49.34   49.64   66.24   53.82   2.06   
49.16   49.53   65.83   54.26   2.05   
49.11   49.64   65.54   53.87   2.06   
49.55   49.44   66.26   54.08   2.06   
49.48   48.81   66.97   53.86   2.05   
49.34   48.60   68.03   53.88   2.06   
49.61   48.19   67.72   54.19   2.08   
49.40   49.32   67.63   53.97   2.08   
49.32   49.28   67.66   54.21   2.09   
49.77   49.01   67.93   54.14   2.12   
49.92   48.91   66.06   54.50   2.10   
49.91   49.02   66.70   54.68   2.12   
49.34   49.46   66.52   54.23   2.06   
49.05   49.46   66.58   53.72   2.03   
49.14   49.66   66.44   53.75   2.05   
49.01   49.58   65.75   54.35   2.05   
49.37   49.64   66.28   52.03   2.01   
47.59   48.24   64.46   53.08   1.93   
49.80   48.54   67.95   53.70   2.08   
49.55   48.59   68.03   53.89   2.07   
49.49   49.37   67.87   53.77   2.07   
49.43   49.25   67.74   53.97   2.08   
49.41   49.03   66.46   54.68   2.08   
49.71   49.29   58.72   51.43   2.07   
47.86   47.52   63.21   53.30   1.97   
49.52   49.55   66.59   53.31   1.99   
49.23   48.74   66.55   53.85   1.98   
48.60   49.40   66.93   53.95   1.99   
49.34   49.34   67.13   54.15   2.09   
49.69   49.11   67.53   53.95   2.10   
49.72   49.03   67.72   54.05   2.08   
49.94   47.87   68.14   53.62   2.09   
49.80   48.69   67.70   54.07   2.09   
49.72   48.63   66.58   54.56   2.08   
49.57   49.02   66.00   53.46   2.10   
47.95   49.00   65.72   54.05   2.00   
49.28   49.17   66.50   54.12   2.07   
49.57   48.90   66.52   54.04   2.08   
49.55   48.99   66.44   53.80   2.07   
49.00   48.98   67.23   53.66   2.04   
48.38   49.15   67.82   53.90   2.03   
49.08   49.26   67.21   54.29   2.06   
49.91   49.26   66.12   54.35   2.12   
49.64   49.02   67.53   54.04   2.10   
49.83   48.95   67.34   54.33   2.09   
49.88   49.23   66.85   54.74   2.10   
49.75   49.25   66.54   54.10   2.08   
48.60   48.09   65.00   52.33   2.03   
48.27   47.90   66.46   53.56   1.94   
48.19   48.90   65.08   51.94   2.00   
47.65   49.10   63.06   53.25   2.00   
46.74   47.70   60.23   53.41   1.90   
48.91   44.32   65.63   52.41   2.00   
49.43   49.12   65.43   54.65   2.08   
48.99   49.53   65.66   54.78   2.09   
49.46   49.41   66.16   54.03   2.07   
49.44   49.11   66.59   54.05   2.06   
49.52   49.50   66.85   53.68   2.06   
49.48   48.32   66.47   53.64   2.06   
48.72   49.43   67.06   53.78   2.03   
48.80   49.31   67.17   54.18   2.06   
49.52   49.26   67.02   54.18   2.09   
49.91   49.08   67.15   53.74   2.11   
49.88   48.41   67.62   53.72   2.09   
49.43   48.75   66.74   53.97   2.07   
49.67   48.28   66.41   54.24   2.08   
49.02   49.49   66.32   54.08   2.05   
48.94   49.54   65.86   54.32   2.07   
