N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
86.29   86.25   106.45   106.24   
86.29   86.27   106.26   106.43   
86.51   86.50   106.39   106.45   
86.40   86.49   106.49   106.27   
86.32   86.42   106.52   106.15   
86.54   86.52   106.32   106.14   
86.53   86.53   106.42   106.21   
86.52   86.29   106.32   106.27   
86.31   86.49   106.55   106.30   
86.39   86.42   106.58   106.36   
86.54   86.38   106.46   106.34   
86.57   86.41   106.39   106.21   
86.49   86.52   106.40   106.11   
86.49   86.35   106.37   106.20   
86.37   86.50   106.37   106.24   
86.67   86.48   106.35   106.23   
86.14   86.56   106.28   106.05   
86.47   86.55   106.25   106.36   
86.49   86.32   106.71   105.95   
86.57   86.37   106.39   106.13   
86.62   86.49   106.50   106.06   
86.55   86.56   106.36   106.38   
86.57   86.41   106.59   106.30   
86.43   86.38   106.52   106.41   
86.29   86.62   106.54   106.22   
86.48   86.36   106.61   106.11   
86.34   86.59   106.29   106.09   
86.54   86.49   106.45   106.23   
86.51   86.53   106.36   106.40   
86.60   86.42   106.36   106.22   
86.41   86.38   106.29   106.31   
86.50   86.38   106.43   106.10   
86.48   86.45   106.38   106.26   
86.38   86.56   106.28   106.34   
86.39   86.22   106.21   106.13   
86.23   86.48   106.18   106.19   
86.40   86.68   106.28   106.13   
86.53   86.59   106.34   106.19   
86.44   86.39   106.53   106.25   
86.44   86.55   106.58   106.37   
86.34   86.36   106.28   106.01   
86.39   86.35   106.34   106.39   
86.55   86.45   106.63   106.09   
86.52   86.50   106.23   106.21   
86.49   86.41   106.25   106.22   
86.52   86.47   106.60   106.42   
86.53   86.44   106.50   106.22   
86.50   86.38   106.35   106.06   
86.52   86.53   106.38   106.48   
86.41   86.55   106.40   106.44   
86.37   86.45   106.31   106.08   
86.38   86.50   106.64   106.13   
86.62   86.54   106.39   106.05   
86.50   86.35   106.59   106.24   
86.67   86.34   106.41   106.12   
86.57   86.47   106.37   106.12   
86.57   86.52   106.42   106.29   
86.58   86.45   106.22   106.26   
86.35   86.31   106.27   106.29   
86.44   86.24   106.32   106.08   
86.55   86.50   106.34   106.42   
86.49   86.52   106.57   106.31   
86.61   86.38   106.51   106.17   
86.18   86.48   106.21   106.19   
86.30   86.51   106.41   106.27   
86.47   86.51   106.40   106.38   
86.39   86.50   106.49   106.12   
86.40   86.33   106.32   106.29   
86.32   86.40   106.33   106.33   
86.50   86.36   106.50   106.02   
86.31   86.15   106.22   106.18   
86.25   86.34   106.47   106.40   
86.43   86.50   106.46   106.24   
86.55   86.54   106.71   106.20   
86.58   86.50   106.43   106.24   
86.18   86.46   106.42   106.20   
86.43   86.27   106.51   106.34   
86.42   86.33   106.21   106.30   
86.48   86.43   106.39   106.31   
86.52   86.56   106.47   106.18   
86.26   86.46   106.35   106.27   
86.44   86.55   106.30   106.17   
86.22   86.18   106.29   106.24   
86.42   86.34   106.32   106.19   
86.49   86.31   106.56   106.40   
86.50   86.36   106.31   105.98   
86.42   86.34   106.31   106.19   
86.57   86.49   106.46   106.27   
86.44   86.34   106.40   106.22   
86.45   86.52   106.28   106.22   
86.51   86.58   106.50   106.08   
86.42   86.35   106.15   106.45   
86.30   86.37   106.36   106.43   
86.49   86.35   106.51   106.26   
86.41   86.43   106.19   106.28   
86.38   86.45   106.39   106.31   
86.35   86.43   106.25   106.20   
86.35   86.50   106.33   106.09   
86.40   86.40   106.23   106.29   
86.43   86.43   106.41   106.27   
