N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
271.91   273.61   309.80   309.45   
273.64   273.72   310.83   309.52   
274.01   273.75   310.26   309.31   
273.57   273.26   310.05   309.08   
273.92   274.01   310.52   309.72   
273.77   273.96   310.44   309.04   
273.44   273.60   310.02   309.30   
273.34   273.48   310.11   307.49   
273.11   273.64   310.28   309.28   
273.70   273.56   310.22   309.23   
273.85   273.93   310.64   308.76   
272.77   273.28   310.14   309.45   
274.12   273.75   310.23   309.03   
274.19   274.00   310.85   308.80   
273.46   273.14   310.16   308.99   
273.37   273.00   310.19   308.96   
273.18   273.40   310.33   309.26   
274.35   272.97   310.21   309.34   
273.62   273.46   309.08   309.36   
273.89   274.24   310.70   309.52   
273.99   273.62   310.36   309.31   
274.20   273.42   310.38   309.57   
273.01   273.66   310.13   309.31   
273.40   273.52   310.69   309.22   
273.38   272.97   310.41   309.20   
273.38   273.36   309.97   308.98   
273.09   273.64   310.64   308.90   
272.87   273.82   310.37   309.81   
273.83   273.39   310.43   309.39   
273.42   273.84   310.07   309.12   
274.01   273.12   309.98   309.41   
273.99   273.61   310.48   308.86   
273.60   273.82   310.50   309.26   
273.53   274.05   310.19   308.73   
273.77   273.64   310.31   309.32   
273.57   273.15   310.68   309.25   
272.87   273.02   310.40   309.27   
273.02   273.77   308.95   309.26   
272.99   272.61   310.35   309.29   
273.49   273.66   310.25   309.60   
273.17   273.44   309.88   309.20   
273.14   273.32   310.48   309.28   
274.60   274.01   310.21   309.22   
274.40   273.44   310.02   309.23   
273.46   273.35   310.31   309.10   
273.57   273.08   310.38   309.14   
274.26   273.55   310.50   309.30   
273.55   273.25   310.47   309.18   
273.64   273.21   310.62   308.85   
273.41   272.78   310.49   309.45   
273.45   273.68   310.31   309.53   
273.93   273.23   310.46   309.27   
273.82   272.97   310.35   309.39   
273.66   273.62   310.80   309.39   
273.44   273.42   310.36   309.28   
273.28   272.76   310.48   309.07   
272.93   273.59   310.32   309.17   
272.88   273.44   310.25   309.55   
273.36   274.18   310.51   309.42   
273.68   273.80   310.93   309.66   
274.07   274.07   310.29   309.21   
273.54   273.15   310.39   309.58   
273.51   273.73   310.63   309.32   
273.48   273.49   310.44   309.27   
273.49   273.19   310.42   309.29   
273.30   273.96   310.33   309.56   
273.20   273.24   310.29   308.87   
273.97   273.37   310.46   309.31   
273.45   274.05   310.92   309.13   
273.92   273.63   310.32   308.90   
273.02   272.99   310.36   308.95   
273.97   272.90   310.70   309.29   
273.16   273.92   310.12   309.05   
272.93   273.72   310.38   308.99   
273.37   273.15   310.56   309.31   
273.51   273.57   310.78   309.15   
273.49   273.61   310.19   308.70   
273.16   273.17   310.43   309.29   
273.41   273.96   310.28   308.49   
273.48   273.54   310.24   309.21   
273.25   273.88   310.25   308.96   
273.77   273.19   310.42   309.20   
273.88   272.82   309.90   309.26   
273.20   273.38   310.11   308.93   
273.07   273.81   310.48   309.66   
273.41   273.55   310.38   309.23   
273.81   272.92   310.51   309.25   
273.72   273.25   310.29   309.14   
273.23   272.91   310.73   308.94   
273.10   273.39   310.78   308.99   
273.14   274.30   310.15   309.27   
273.08   273.79   310.86   309.38   
273.12   273.84   310.09   308.88   
273.75   272.54   310.54   309.37   
273.92   273.75   310.42   308.94   
273.90   273.83   310.13   309.10   
274.21   273.46   310.60   309.51   
273.65   273.13   310.07   309.36   
273.78   273.59   310.41   309.29   
273.42   272.74   310.21   309.26   
