N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
139.16   139.65   159.59   159.73   
139.59   139.93   160.29   160.10   
139.82   139.96   160.22   159.98   
139.55   139.70   159.56   160.06   
139.86   140.18   160.29   160.03   
139.54   139.48   159.69   159.41   
139.37   140.11   160.16   160.20   
139.56   139.96   160.17   160.23   
140.04   139.58   160.17   160.10   
139.87   139.95   160.34   159.93   
139.89   139.61   159.59   159.82   
139.80   140.15   160.13   160.30   
140.00   139.71   159.91   160.28   
139.46   139.63   160.29   159.89   
139.26   139.72   160.25   159.95   
139.77   140.00   159.51   159.90   
139.45   139.53   160.06   160.08   
139.29   139.58   160.38   159.87   
139.79   139.95   159.45   159.97   
139.58   140.25   160.09   159.58   
139.34   140.07   159.99   160.04   
139.38   139.78   159.93   159.92   
139.96   139.43   160.27   159.94   
139.84   139.62   159.87   160.02   
139.18   139.72   160.07   160.03   
139.72   139.60   159.85   159.79   
139.81   139.33   159.96   159.86   
139.88   139.79   159.81   160.08   
140.12   139.91   160.34   160.02   
140.05   139.65   159.88   160.05   
139.63   139.61   159.72   160.04   
139.34   139.45   159.74   159.99   
139.59   140.00   160.22   160.20   
140.13   139.53   159.96   160.01   
139.90   139.63   160.10   159.97   
139.94   139.65   159.79   160.20   
139.49   140.24   159.72   159.85   
139.61   139.68   160.22   160.06   
139.73   140.02   159.46   160.15   
140.02   139.79   160.00   160.11   
139.40   139.61   160.29   160.29   
140.01   139.47   159.29   160.19   
139.31   139.51   160.41   160.03   
139.73   139.50   159.74   159.95   
139.63   139.69   160.27   160.07   
140.23   139.47   159.94   160.25   
139.20   139.49   159.77   160.12   
139.97   139.42   160.47   160.08   
139.93   139.64   159.59   160.08   
139.42   140.03   159.85   159.61   
140.04   139.92   160.15   160.03   
139.83   139.73   159.58   160.03   
139.93   139.48   159.86   160.01   
139.78   139.52   159.49   159.88   
139.67   139.79   159.50   159.93   
139.49   139.59   160.35   159.79   
140.34   139.71   160.17   159.97   
139.47   139.95   159.74   159.60   
139.76   139.45   159.89   160.03   
139.95   139.54   159.68   160.05   
139.57   139.49   159.68   159.94   
139.81   140.02   159.60   160.06   
139.74   140.09   160.03   160.08   
139.98   139.59   159.53   160.09   
139.38   139.54   160.36   159.95   
139.60   140.11   160.04   159.80   
139.55   139.97   159.97   158.75   
139.72   139.60   159.94   159.82   
139.87   139.85   160.26   160.09   
139.67   140.03   160.45   159.73   
139.67   139.39   160.43   159.86   
139.82   139.70   160.28   160.26   
139.71   139.36   160.50   160.06   
139.91   139.51   160.47   159.96   
139.58   139.98   159.47   160.06   
139.36   139.44   159.65   160.05   
139.94   139.96   159.93   159.89   
139.22   139.77   159.36   159.80   
139.69   139.57   160.15   160.10   
139.69   140.10   160.09   160.22   
139.53   139.68   160.33   159.69   
139.53   139.35   159.71   159.98   
139.87   139.51   159.88   160.01   
139.12   139.75   160.32   160.30   
139.96   139.38   160.15   159.85   
139.92   139.71   160.35   159.89   
139.81   139.63   159.31   160.20   
139.92   140.30   160.00   160.02   
139.91   140.15   160.39   159.98   
139.20   139.63   160.27   159.91   
139.82   139.88   159.62   159.91   
140.09   139.68   160.31   160.17   
139.93   139.94   160.48   160.03   
139.28   139.40   159.88   159.92   
139.39   139.91   160.54   159.62   
140.05   139.83   159.80   160.31   
139.41   139.57   159.76   160.10   
140.17   139.76   160.57   160.12   
139.33   139.28   159.77   160.00   
140.17   140.19   159.73   159.99   
