N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
258.79   260.25   295.31   294.66   
259.87   259.70   295.57   294.46   
257.43   259.96   295.62   294.52   
260.25   259.46   295.33   294.28   
259.30   259.01   295.28   294.36   
259.77   260.10   294.55   295.27   
259.17   259.38   295.22   294.56   
259.04   259.42   295.19   293.29   
260.27   260.40   294.66   294.58   
260.33   259.73   295.44   294.91   
259.49   260.48   295.77   294.13   
259.18   260.10   295.57   294.41   
259.63   259.12   295.43   294.11   
258.91   259.95   295.34   294.44   
260.00   259.60   294.99   294.54   
260.28   260.12   295.24   294.88   
259.80   259.34   294.63   294.48   
259.57   259.65   295.85   294.80   
259.97   259.76   295.40   294.81   
259.42   259.31   295.39   294.44   
259.40   259.87   295.36   294.69   
260.04   260.29   295.37   294.47   
260.01   260.15   295.56   294.26   
259.32   260.10   295.63   294.36   
259.84   259.69   295.35   294.79   
259.90   259.06   295.43   294.17   
260.30   259.64   295.60   294.49   
259.61   260.04   295.48   294.29   
259.73   259.86   295.54   294.72   
259.54   260.00   295.29   294.81   
260.39   260.16   295.33   295.03   
259.29   259.96   295.34   294.97   
260.15   259.74   295.55   294.41   
259.43   260.55   295.57   294.48   
259.89   259.66   295.31   294.67   
259.71   259.89   295.15   294.59   
259.79   259.05   294.99   294.48   
259.28   260.19   295.40   294.66   
259.54   259.55   295.04   294.79   
258.98   259.94   295.52   294.62   
259.75   259.54   295.58   294.37   
259.25   260.13   294.99   294.46   
260.73   259.81   295.44   294.97   
259.62   260.01   295.25   294.91   
259.01   260.00   295.52   295.04   
259.84   259.78   295.28   294.26   
259.45   260.17   295.72   294.88   
259.89   259.86   295.20   293.36   
259.89   259.99   295.78   294.69   
259.60   259.71   295.33   294.88   
260.11   259.35   295.44   294.58   
260.28   259.97   295.91   294.55   
260.15   259.22   295.74   295.04   
259.69   259.85   295.60   294.52   
259.96   260.44   295.87   294.63   
259.89   260.02   295.18   294.39   
259.33   260.21   295.12   294.38   
259.73   260.29   295.38   294.22   
259.25   260.35   295.01   294.33   
260.20   260.12   295.28   294.91   
259.85   260.16   295.68   294.06   
259.67   260.07   295.85   294.85   
260.27   259.73   295.32   294.73   
259.82   258.82   295.43   294.38   
260.02   259.82   295.61   294.58   
260.07   259.61   295.75   294.77   
260.26   259.75   295.51   294.51   
259.69   259.87   295.58   295.02   
260.27   260.17   295.38   294.73   
259.36   260.40   295.59   294.86   
260.10   259.78   295.32   294.64   
259.08   259.47   294.59   294.54   
259.86   259.41   295.44   294.61   
260.06   259.70   295.12   294.78   
259.71   260.02   295.49   294.20   
258.94   259.57   295.24   294.55   
259.71   259.92   295.82   294.28   
259.49   260.20   295.48   294.63   
260.08   260.28   295.40   294.64   
259.64   259.74   295.20   294.94   
259.94   259.77   295.94   294.34   
259.85   259.45   295.15   294.77   
260.55   259.61   295.66   294.39   
259.75   259.35   295.16   294.86   
259.99   260.31   295.30   294.73   
259.63   259.34   295.34   294.29   
260.33   259.70   295.33   294.75   
260.00   260.33   295.32   294.07   
259.49   260.54   295.75   294.79   
260.23   259.98   295.10   294.92   
259.81   259.41   295.46   294.49   
259.82   259.11   295.30   294.65   
259.75   259.90   295.50   294.35   
259.20   259.68   295.45   294.01   
260.15   259.67   295.47   294.98   
259.35   259.31   295.72   294.61   
260.28   259.90   295.62   294.15   
259.78   260.28   295.85   294.08   
259.89   259.83   295.12   294.01   
259.22   260.43   295.57   294.60   
