N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
57.51   57.75   67.16   67.14   
57.79   57.67   67.13   67.04   
57.66   57.76   67.06   67.00   
57.70   57.56   67.10   67.10   
57.75   57.64   67.11   67.12   
57.75   57.60   67.10   67.09   
57.75   57.67   67.13   67.11   
57.69   57.74   67.10   67.08   
57.80   57.64   67.11   67.05   
57.71   57.74   67.09   67.09   
57.68   57.72   67.09   67.09   
57.69   57.68   67.08   67.03   
57.77   57.71   67.13   67.02   
57.73   57.82   67.09   67.08   
57.69   57.66   67.15   67.03   
57.80   57.64   67.12   67.06   
57.75   57.74   67.13   67.08   
57.77   57.58   67.10   67.13   
57.75   57.75   67.09   67.11   
57.67   57.63   67.10   67.05   
57.61   57.78   67.09   67.08   
57.61   57.68   67.10   67.07   
57.62   57.76   67.12   67.06   
57.73   57.72   67.08   67.00   
57.69   57.66   67.10   67.08   
57.72   57.71   67.05   67.01   
57.66   57.71   67.11   67.06   
57.80   57.71   67.06   67.15   
57.65   57.59   67.08   67.09   
57.66   57.74   67.07   67.05   
57.75   57.73   67.02   67.03   
57.65   57.78   67.07   67.11   
57.68   57.75   67.09   67.10   
57.73   57.77   67.07   67.07   
57.76   57.77   67.07   67.05   
57.74   57.77   67.12   67.05   
57.64   57.76   67.07   67.10   
57.66   57.64   67.03   67.02   
57.68   57.71   67.07   67.09   
57.72   57.69   67.04   67.05   
57.65   57.75   67.13   67.06   
57.72   57.66   67.06   67.04   
57.67   57.72   67.08   67.01   
57.77   57.65   67.11   67.10   
57.65   57.63   67.13   67.06   
57.75   57.68   67.02   67.07   
57.84   57.74   67.06   67.05   
57.70   57.75   67.14   67.05   
57.68   57.60   67.11   67.12   
57.70   57.66   67.15   67.08   
57.66   57.65   67.08   67.06   
57.74   57.67   67.11   67.08   
57.73   57.64   67.07   67.08   
57.59   57.61   67.02   67.07   
57.71   57.66   67.11   67.11   
57.62   57.67   67.02   67.07   
57.72   57.72   67.09   67.03   
57.74   57.75   67.09   67.06   
57.72   57.68   67.17   67.10   
57.66   57.74   67.10   67.10   
57.81   57.76   67.03   67.09   
57.68   57.65   67.09   67.02   
57.69   57.76   67.10   67.11   
57.79   57.73   67.10   67.03   
57.71   57.82   67.03   67.05   
57.72   57.71   67.07   67.05   
57.62   57.65   67.06   67.08   
57.69   57.43   67.02   67.02   
57.73   57.69   67.11   67.05   
57.64   57.61   67.12   67.00   
57.73   57.65   66.96   67.12   
57.67   57.61   67.00   67.00   
57.73   57.71   67.14   67.03   
57.34   57.64   67.09   67.04   
57.73   57.72   67.09   67.10   
57.66   57.75   67.10   67.08   
57.50   57.45   67.09   67.08   
57.61   57.70   67.06   67.05   
57.69   57.72   67.06   67.05   
57.57   57.66   67.10   67.10   
57.70   57.76   67.03   67.04   
57.60   57.61   67.03   67.04   
57.69   57.76   67.05   67.04   
57.76   57.72   67.04   67.08   
57.69   57.62   67.06   67.02   
57.56   57.70   67.08   67.07   
57.71   57.69   67.08   67.07   
57.66   57.72   67.06   67.07   
57.69   57.59   67.09   67.06   
57.69   57.76   67.06   67.05   
57.69   57.73   67.07   67.07   
57.74   57.73   67.04   67.04   
57.65   57.77   67.09   67.01   
57.71   57.67   67.07   67.06   
57.70   57.68   67.13   67.03   
57.73   57.82   67.09   67.07   
57.74   57.74   67.01   67.05   
57.67   57.73   67.09   67.01   
57.67   57.67   67.02   67.07   
57.67   57.69   67.16   67.00   
