N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
97.90   98.29   120.72   120.10   
97.91   97.85   120.70   120.22   
97.87   98.07   120.78   120.25   
98.14   98.12   120.60   120.27   
98.12   97.85   120.66   120.37   
98.13   97.92   120.58   120.16   
97.97   97.90   120.76   120.01   
98.18   98.27   120.55   120.36   
98.11   97.60   120.58   120.08   
97.86   98.11   120.70   120.55   
97.74   98.25   120.60   119.93   
98.17   98.09   120.39   120.23   
98.00   98.17   120.76   120.15   
97.88   97.96   120.67   120.38   
97.71   98.06   120.72   120.34   
97.91   97.88   120.60   120.23   
98.11   98.25   120.59   120.00   
97.99   97.95   120.73   120.30   
97.98   97.86   120.58   120.23   
98.26   98.00   120.58   120.21   
97.83   97.99   120.56   120.37   
98.06   97.80   120.53   120.33   
97.83   98.03   120.57   120.22   
98.07   97.87   120.60   120.24   
97.99   98.14   120.69   120.38   
97.96   97.89   120.60   120.40   
98.17   97.87   120.74   120.26   
98.27   97.98   120.58   120.31   
98.08   98.07   120.54   120.28   
97.77   98.04   120.77   120.28   
98.10   97.82   120.65   120.46   
98.17   97.89   120.70   119.95   
98.24   97.98   120.42   120.23   
98.05   98.03   120.74   120.36   
97.90   98.20   120.53   120.43   
97.89   97.92   120.59   120.40   
97.92   98.03   120.73   120.42   
98.30   98.04   120.52   120.27   
98.14   98.02   120.80   120.20   
98.10   98.05   120.25   120.31   
97.98   98.19   120.77   120.14   
98.07   98.07   120.56   120.11   
98.27   97.75   120.67   119.83   
98.06   97.87   120.47   120.40   
98.19   98.06   120.62   120.08   
98.02   97.97   120.59   120.23   
98.16   98.11   120.42   120.23   
98.14   98.15   120.73   120.27   
98.09   97.84   120.53   120.16   
98.01   98.22   120.55   120.30   
97.76   98.10   120.68   120.29   
98.22   97.96   120.60   120.32   
98.07   98.05   120.56   120.35   
97.80   97.80   120.64   120.15   
97.98   98.13   120.89   120.36   
97.75   97.96   120.60   120.38   
98.22   97.99   120.35   119.93   
98.12   98.13   120.67   120.11   
98.40   98.03   120.41   120.28   
97.88   97.94   120.79   120.11   
97.95   97.92   120.70   120.23   
97.95   98.08   120.47   120.29   
98.21   98.27   120.52   120.34   
97.99   98.22   120.68   120.15   
97.93   97.54   120.57   120.29   
98.16   97.93   120.56   120.41   
98.12   97.84   120.88   120.45   
98.13   98.10   120.71   120.38   
98.13   97.86   120.59   120.28   
98.16   98.07   120.55   120.25   
98.05   98.10   120.65   120.06   
98.11   98.07   120.30   120.35   
98.00   97.90   120.71   120.27   
98.07   98.17   120.56   120.37   
98.04   97.92   120.31   120.40   
97.81   97.85   120.60   120.17   
98.07   97.93   120.59   120.18   
98.10   97.65   120.50   120.47   
98.23   98.27   120.54   120.18   
97.94   97.92   120.66   120.11   
98.11   98.06   120.28   120.38   
98.08   98.05   120.74   120.41   
98.10   98.31   120.79   120.35   
98.26   97.89   120.55   120.28   
98.07   97.98   120.50   120.34   
98.02   98.17   120.46   120.30   
98.06   98.14   120.61   120.19   
97.84   97.95   120.65   120.29   
97.58   98.12   120.72   120.38   
98.21   98.11   120.52   120.32   
98.08   98.19   120.53   120.29   
98.26   97.69   120.50   120.47   
97.99   97.98   120.63   120.31   
98.05   97.99   120.74   120.35   
98.00   98.14   120.54   120.40   
98.17   97.77   120.66   120.07   
98.01   97.65   120.41   120.41   
97.95   98.03   120.47   120.24   
98.18   98.16   120.61   120.48   
98.04   97.98   120.77   120.24   
