N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
149.38   150.01   172.86   172.62   
149.85   149.54   172.69   171.88   
149.95   149.86   172.51   172.66   
149.87   149.86   172.64   172.14   
149.57   149.97   172.32   172.29   
150.03   149.86   172.58   172.10   
150.15   149.62   172.47   172.27   
149.73   149.90   172.67   172.57   
149.81   150.16   172.70   172.67   
149.49   149.98   172.49   172.17   
149.51   149.74   172.24   171.99   
149.39   149.21   172.61   172.37   
149.80   149.39   172.70   172.27   
149.34   149.77   172.43   172.51   
149.74   149.77   172.27   172.41   
149.93   149.60   172.74   172.14   
149.52   149.69   172.51   172.35   
149.94   149.94   172.97   172.49   
149.82   149.46   172.83   172.15   
149.89   149.72   172.64   172.14   
149.84   149.67   172.62   172.28   
149.87   149.78   172.51   172.15   
149.80   149.91   172.40   172.21   
149.86   149.87   172.72   172.38   
149.42   149.00   172.63   172.24   
149.38   149.74   172.66   172.14   
149.94   149.01   172.29   172.22   
150.11   149.66   172.95   172.07   
149.83   149.46   172.37   172.03   
149.65   150.19   172.59   172.17   
149.33   149.92   172.48   172.15   
149.41   149.60   172.89   172.32   
149.39   149.47   172.38   172.41   
149.57   149.84   172.59   172.41   
149.82   149.36   172.45   172.23   
149.94   149.64   172.76   171.84   
149.50   149.86   172.44   172.35   
149.82   149.50   172.76   172.00   
149.86   150.08   172.67   172.15   
149.97   149.75   172.69   172.26   
149.57   149.70   172.62   172.44   
149.67   149.76   172.86   172.59   
149.91   149.64   172.70   172.17   
150.02   149.75   172.79   172.11   
149.73   149.78   172.50   172.25   
149.80   149.86   172.57   172.26   
149.83   150.01   172.72   172.08   
149.71   149.99   172.94   172.42   
149.92   150.06   172.51   172.10   
149.62   149.60   172.43   172.06   
149.46   149.97   172.40   172.32   
149.46   149.89   172.74   172.34   
149.91   149.65   172.78   172.50   
149.79   150.17   172.68   172.38   
149.74   149.57   172.69   172.55   
149.78   149.80   172.32   172.73   
149.73   149.82   172.64   171.96   
149.70   149.63   172.69   172.09   
149.79   149.51   172.66   172.68   
149.83   149.78   172.75   172.29   
149.79   149.86   172.41   172.26   
149.80   149.74   172.61   172.34   
150.18   149.50   172.36   171.98   
149.81   149.62   172.47   171.99   
150.00   149.86   172.59   172.14   
149.57   149.85   172.82   172.01   
149.98   149.65   172.68   172.29   
149.69   150.03   172.37   172.51   
149.52   149.55   172.63   172.15   
149.57   149.70   172.30   172.03   
149.69   149.80   172.63   172.20   
149.87   149.97   172.51   172.20   
149.65   149.67   172.88   172.30   
149.61   149.56   172.65   172.36   
150.14   150.12   172.45   172.27   
149.70   149.97   172.39   172.66   
149.63   150.06   172.49   172.19   
149.75   149.56   172.75   172.14   
149.43   149.47   172.77   172.11   
149.41   149.76   172.41   172.43   
149.95   149.95   172.54   172.32   
149.42   149.89   172.66   172.18   
149.74   149.54   172.81   172.07   
149.61   149.52   172.70   172.16   
149.77   149.70   172.63   172.31   
150.01   149.87   172.59   172.35   
149.75   150.06   172.49   172.39   
149.69   149.82   172.79   172.30   
149.63   149.79   172.68   172.11   
150.10   149.42   172.65   172.21   
149.88   150.14   172.59   172.42   
149.63   150.04   172.49   172.44   
149.96   149.69   172.21   172.29   
149.90   149.75   172.37   172.38   
150.22   149.93   172.50   172.20   
149.90   149.78   172.52   172.23   
149.79   149.96   172.49   172.37   
149.56   149.87   172.71   172.13   
150.09   149.73   172.64   172.50   
149.53   149.78   172.27   172.22   
