N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
110.76   110.92   136.02   135.31   
110.81   110.88   136.15   135.38   
110.92   110.71   136.04   135.41   
110.99   110.73   136.19   135.29   
110.88   110.89   136.03   135.30   
111.05   110.76   136.10   135.57   
111.01   110.84   136.18   135.31   
110.98   110.97   136.02   135.35   
111.17   110.95   136.10   135.44   
111.09   111.02   136.03   135.44   
111.09   110.78   135.95   135.34   
111.01   110.77   136.20   135.41   
111.08   110.99   136.14   135.49   
110.86   110.83   136.12   135.39   
110.78   111.01   136.11   135.39   
110.90   110.85   136.18   135.41   
111.02   110.83   135.98   135.30   
111.17   110.81   136.15   135.32   
110.94   111.00   136.07   135.27   
111.17   110.94   136.00   135.51   
110.97   110.79   136.10   135.38   
110.99   110.70   136.07   135.34   
111.05   110.83   135.99   135.25   
110.95   110.82   136.11   135.38   
111.05   110.85   136.10   135.25   
111.02   110.93   136.12   135.39   
111.12   110.89   136.10   135.37   
110.82   110.84   136.15   135.38   
111.03   110.74   136.04   135.41   
111.24   110.81   136.18   135.39   
111.02   110.79   136.13   135.23   
110.81   110.85   136.09   135.20   
111.02   110.90   136.16   135.44   
110.98   110.93   136.17   135.23   
110.85   110.68   136.09   135.32   
110.97   110.88   136.22   135.37   
110.98   111.05   136.17   135.34   
110.90   110.93   136.03   135.39   
110.84   110.91   136.01   135.38   
110.95   110.85   136.08   135.27   
110.98   110.91   136.21   135.33   
110.95   110.83   136.05   135.41   
110.95   110.87   136.20   135.23   
111.16   110.69   136.03   135.02   
111.01   110.88   136.20   135.35   
110.97   110.89   136.12   135.36   
111.03   110.85   136.09   135.47   
111.06   110.88   136.12   135.40   
111.07   110.88   136.08   135.38   
111.10   110.97   136.07   135.31   
110.98   110.82   136.17   135.35   
111.03   111.01   136.11   135.38   
111.02   110.78   136.32   135.23   
111.05   110.85   136.06   135.24   
110.85   110.97   136.19   135.26   
110.91   110.89   136.10   135.34   
110.95   110.91   136.09   135.37   
111.07   111.06   136.05   135.32   
111.07   110.75   136.13   135.34   
111.06   110.86   136.04   135.38   
110.87   111.01   136.03   135.38   
111.15   111.00   136.29   135.34   
111.08   110.81   136.16   135.52   
111.10   110.86   136.10   135.49   
110.98   110.81   136.23   135.46   
111.00   110.92   136.15   135.50   
111.03   111.01   136.38   135.33   
110.85   110.83   136.14   135.15   
110.90   110.87   136.00   135.40   
111.12   110.84   136.07   135.22   
110.92   110.82   136.08   135.33   
111.06   110.95   136.10   135.23   
111.08   110.91   136.21   135.41   
111.06   110.72   136.08   135.29   
111.06   110.86   136.21   135.40   
111.09   110.82   136.32   135.24   
110.96   110.89   135.91   135.46   
110.95   110.87   136.21   135.42   
111.00   110.83   136.23   135.51   
110.90   110.88   136.04   135.22   
110.97   110.80   136.07   135.31   
110.92   110.84   136.20   135.41   
110.91   110.90   136.04   135.46   
111.07   110.80   136.18   135.36   
111.00   110.82   136.04   135.34   
111.10   110.75   136.10   135.24   
110.91   110.92   135.99   135.31   
110.99   110.97   135.82   135.22   
111.06   110.95   136.13   135.18   
111.17   110.91   136.07   135.37   
110.98   110.99   136.11   135.40   
111.03   110.78   136.15   135.25   
111.03   110.82   136.24   135.31   
111.10   110.96   136.14   135.45   
110.97   110.84   136.05   135.28   
111.05   110.75   136.25   135.37   
111.04   110.81   135.98   135.43   
111.16   110.91   136.28   135.35   
110.96   110.81   136.16   135.30   
111.04   110.94   136.06   135.19   
