N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
118.55   118.51   144.05   142.95   
118.65   118.36   144.39   143.05   
118.48   118.58   144.45   143.14   
118.80   118.42   144.32   143.22   
118.88   118.30   143.98   143.21   
118.43   118.63   144.04   143.09   
118.35   118.45   144.18   143.29   
118.58   118.61   144.33   142.92   
118.79   118.42   144.34   143.11   
118.72   118.62   144.12   143.21   
118.56   118.64   144.31   143.34   
118.34   118.33   144.41   143.13   
118.60   118.62   144.49   143.23   
118.60   118.68   144.26   143.22   
118.45   118.53   144.21   142.98   
118.04   118.40   143.96   143.09   
118.71   118.59   144.37   143.14   
118.36   118.53   144.44   143.31   
118.26   118.75   144.29   143.33   
118.45   118.27   144.30   143.29   
118.54   118.44   144.15   143.00   
118.43   118.64   144.41   143.04   
118.60   118.54   144.37   143.42   
118.41   118.69   144.11   143.23   
118.64   118.28   144.10   143.16   
118.64   118.72   144.09   143.29   
118.69   118.56   144.13   143.35   
118.67   118.45   144.14   143.17   
118.52   118.52   144.08   143.19   
118.53   118.50   144.24   143.22   
118.56   118.42   144.29   143.15   
118.82   118.60   144.38   143.07   
118.74   118.40   144.11   143.24   
118.74   118.23   144.22   143.13   
118.71   118.40   144.57   143.44   
118.62   118.21   144.27   143.38   
118.67   118.31   144.19   142.91   
118.59   118.16   144.14   143.22   
118.47   118.55   144.24   143.12   
118.44   118.43   144.28   142.83   
118.47   118.58   144.06   143.07   
118.49   118.58   144.31   143.18   
118.69   118.57   144.09   143.08   
118.50   118.72   144.46   143.19   
118.64   118.64   144.13   143.18   
118.60   118.36   144.47   143.46   
118.69   118.67   143.97   143.25   
118.52   118.52   144.13   143.26   
118.67   118.72   144.18   143.03   
118.70   118.47   144.38   142.96   
118.76   118.49   144.39   143.23   
118.70   118.36   144.28   143.02   
118.79   118.52   144.22   142.98   
118.47   118.69   144.26   143.11   
118.47   118.63   144.06   143.38   
118.85   118.53   144.45   143.01   
118.55   118.89   144.29   143.36   
118.66   118.72   144.37   143.14   
118.79   118.34   144.27   143.26   
118.84   118.70   144.46   143.12   
118.48   118.54   144.36   143.34   
118.38   118.62   144.54   143.22   
118.56   118.49   144.35   143.12   
118.58   118.28   144.37   143.08   
118.62   118.78   144.30   142.80   
118.49   118.53   144.22   142.79   
118.83   118.49   144.35   143.07   
118.57   118.50   144.27   143.17   
118.52   118.38   144.50   143.27   
118.33   118.53   144.39   143.10   
118.63   118.52   144.45   143.20   
118.65   118.62   144.51   142.96   
118.57   118.52   144.10   143.28   
118.57   118.36   144.38   143.00   
118.69   118.43   144.32   143.23   
118.42   118.50   144.09   143.11   
118.73   118.54   144.21   143.02   
118.50   118.47   144.14   143.27   
118.55   118.52   144.41   143.23   
118.65   118.47   144.31   143.06   
118.43   118.52   144.26   143.06   
118.66   118.27   144.32   143.22   
118.57   118.36   144.08   143.03   
118.84   118.61   144.29   143.39   
118.51   118.59   144.54   143.15   
118.74   118.25   144.23   142.98   
118.73   118.58   144.39   143.11   
118.62   118.25   144.43   143.05   
118.70   118.46   144.35   143.04   
118.60   118.45   144.48   142.98   
118.72   118.58   144.30   143.22   
118.57   118.63   144.28   143.11   
118.77   118.72   144.32   143.13   
118.78   118.58   144.19   143.35   
118.84   118.33   144.41   143.06   
118.72   118.60   143.95   143.21   
118.83   118.40   144.02   143.17   
118.54   118.22   144.44   143.22   
118.63   118.53   144.22   143.09   
118.45   118.22   144.40   143.24   
