N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
236.76   237.25   273.14   272.34   
237.87   238.02   273.13   272.01   
236.94   237.66   273.18   272.37   
237.73   237.36   273.79   271.86   
236.49   237.08   273.18   272.46   
238.09   237.97   273.29   272.32   
237.33   237.31   273.07   272.76   
237.68   236.59   273.11   272.09   
237.60   237.42   273.29   272.34   
237.81   238.34   272.94   271.92   
237.81   237.17   272.79   271.89   
237.80   237.12   273.22   272.39   
237.60   237.76   272.88   272.27   
237.67   237.22   273.14   271.98   
237.62   237.32   273.62   272.35   
237.36   237.67   272.82   272.36   
237.54   237.18   272.96   272.38   
237.82   236.80   273.32   271.81   
237.32   237.69   273.09   272.13   
237.55   237.22   273.23   272.17   
237.78   236.84   273.04   272.28   
237.17   237.74   273.07   272.48   
237.06   237.03   273.28   272.12   
237.40   238.16   272.56   272.61   
237.74   237.58   272.86   272.41   
237.43   237.82   272.85   271.82   
237.83   237.97   273.16   272.70   
237.61   237.75   273.24   271.95   
237.69   237.70   273.28   272.31   
237.70   237.78   273.02   272.13   
237.30   237.43   273.05   272.41   
237.84   236.83   273.01   272.76   
237.81   237.60   272.89   272.32   
237.69   237.26   273.42   272.47   
237.40   237.49   273.43   272.36   
237.63   237.66   273.43   272.32   
237.16   237.51   273.16   272.76   
237.55   237.55   273.11   272.65   
238.60   237.29   273.15   272.47   
238.02   237.61   272.82   272.28   
237.20   237.40   273.10   272.36   
237.43   237.67   273.07   272.19   
237.29   238.36   273.31   272.39   
238.24   237.71   272.89   272.18   
237.34   237.97   272.96   272.57   
237.78   237.62   273.14   272.34   
237.40   237.70   272.84   272.20   
237.88   237.79   272.77   272.56   
236.99   237.93   273.19   272.42   
236.95   237.89   272.83   271.99   
238.07   237.27   273.35   272.35   
237.79   237.40   273.37   272.66   
237.33   237.74   273.00   272.44   
237.60   236.97   273.17   272.82   
237.52   237.47   273.11   272.35   
237.27   237.72   273.02   272.63   
237.47   238.43   273.14   272.74   
237.96   237.74   272.78   272.45   
237.55   237.79   273.33   272.55   
237.82   237.46   272.97   272.84   
238.12   237.32   273.41   272.55   
237.82   237.43   272.86   272.10   
237.49   238.25   272.92   272.26   
237.74   237.96   273.04   272.45   
237.76   237.09   273.22   272.51   
237.73   237.83   273.10   272.48   
237.68   237.22   273.16   271.28   
238.05   237.79   273.56   272.51   
237.75   237.92   273.13   272.44   
237.73   237.32   273.23   272.13   
238.17   237.28   272.74   272.37   
237.54   237.73   273.21   272.36   
237.41   237.41   273.13   272.38   
237.63   237.40   273.09   272.66   
237.52   237.32   273.10   272.17   
237.71   237.73   273.19   272.08   
237.71   237.39   273.25   272.13   
237.48   237.67   273.06   272.50   
237.91   237.92   272.89   272.24   
237.55   237.76   273.11   272.21   
237.82   237.17   272.88   272.31   
237.39   238.02   273.20   272.11   
237.92   237.04   273.07   272.41   
237.68   237.33   273.11   272.39   
237.06   237.82   272.95   272.34   
237.80   237.24   273.32   272.45   
237.78   237.59   273.23   272.42   
238.03   237.60   273.46   272.02   
237.21   238.10   273.12   271.90   
237.86   237.77   272.91   272.16   
238.33   237.89   273.54   272.34   
237.65   237.28   273.12   272.29   
237.88   237.95   273.30   272.59   
237.90   237.30   272.65   272.49   
238.19   237.32   273.10   272.08   
237.44   237.57   273.06   272.51   
237.81   237.60   273.32   272.35   
237.35   237.16   273.47   272.05   
237.87   237.69   273.27   272.27   
238.06   237.88   273.13   272.34   
