N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
76.64   76.52   92.90   92.80   
76.40   76.51   92.80   92.91   
76.33   76.47   92.95   92.79   
76.55   76.60   92.80   92.82   
76.55   76.72   92.89   92.85   
76.40   76.65   92.91   92.72   
76.51   76.56   92.97   92.95   
76.51   76.69   92.97   92.83   
76.54   76.59   92.87   92.85   
76.47   76.55   92.85   92.82   
76.53   76.58   92.78   92.80   
76.55   76.59   92.84   92.80   
76.55   76.70   92.98   92.81   
76.51   76.52   92.82   92.81   
76.47   76.46   92.87   92.84   
76.76   76.48   92.88   92.88   
76.55   76.69   92.84   92.70   
76.74   76.60   92.77   92.81   
76.63   76.64   92.94   92.75   
76.74   76.67   92.83   92.79   
76.59   76.55   92.92   92.90   
76.59   76.54   92.82   92.77   
76.63   76.61   92.89   92.84   
76.55   76.48   92.84   92.77   
76.64   76.41   93.00   92.78   
76.63   76.38   92.74   92.69   
76.65   76.67   93.01   92.81   
76.57   76.48   92.84   92.78   
76.63   76.58   92.97   92.97   
76.52   76.50   93.02   92.69   
76.53   76.58   92.79   92.78   
76.49   76.55   92.87   92.78   
76.50   76.63   92.85   92.86   
76.66   76.51   92.92   92.71   
76.51   76.46   92.90   92.87   
76.74   76.58   92.95   92.72   
76.55   76.56   92.95   92.68   
76.59   76.61   92.94   92.67   
76.58   76.39   92.77   92.72   
76.57   76.67   92.98   92.78   
76.57   76.50   92.84   92.74   
76.59   76.72   92.90   92.68   
76.55   76.41   92.91   92.74   
76.58   76.78   92.91   92.77   
76.63   76.62   92.96   92.75   
76.53   76.55   92.92   92.96   
76.53   76.74   92.90   92.92   
76.71   76.48   92.95   92.90   
76.61   76.50   92.81   92.93   
76.49   76.57   93.08   92.80   
76.52   76.43   92.77   92.75   
76.44   76.57   92.79   92.92   
76.63   76.48   92.77   92.71   
76.56   76.60   93.02   92.75   
76.70   76.48   92.71   92.86   
76.53   76.64   92.85   92.78   
76.74   76.51   92.80   92.86   
76.60   76.36   92.94   92.68   
76.55   76.63   93.08   92.95   
76.48   76.44   92.78   92.73   
76.61   76.80   92.87   92.74   
76.51   76.51   92.80   92.97   
76.56   76.48   92.72   92.81   
76.46   76.61   92.86   92.75   
76.47   76.66   92.86   92.68   
76.63   76.54   92.77   92.82   
76.53   76.57   92.87   92.88   
76.68   76.64   92.81   92.92   
76.53   76.49   92.91   92.81   
76.63   76.46   92.76   92.81   
76.49   76.60   93.01   92.66   
76.67   76.57   92.88   92.92   
76.62   76.61   92.82   92.77   
76.48   76.72   92.95   92.82   
76.52   76.60   92.81   92.82   
76.48   76.42   92.93   92.81   
76.52   76.60   92.89   92.78   
76.45   76.68   92.72   92.78   
76.48   76.54   93.01   92.77   
76.45   76.55   92.91   92.78   
76.64   76.57   92.73   92.80   
76.60   76.48   92.98   92.72   
76.61   76.46   92.91   92.64   
76.50   76.54   92.77   92.69   
76.57   76.59   92.73   92.85   
76.57   76.74   92.99   92.81   
76.55   76.60   92.79   92.74   
76.53   76.63   92.95   92.69   
76.59   76.38   92.82   92.86   
76.49   76.51   92.88   92.93   
76.61   76.63   92.61   92.73   
76.45   76.52   92.99   92.78   
76.64   76.63   92.95   92.68   
76.39   76.62   92.91   92.64   
76.47   76.58   92.54   92.77   
76.63   76.35   92.76   92.68   
76.59   76.67   92.87   92.77   
76.60   76.35   92.96   92.99   
76.51   76.54   92.90   92.69   
76.58   76.42   92.77   92.84   
