N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
64.76   64.82   76.31   76.30   
64.76   64.82   76.29   76.26   
64.82   64.78   76.36   76.26   
64.82   64.87   76.34   76.31   
64.89   64.82   76.39   76.28   
64.96   64.81   76.34   76.24   
65.00   64.88   76.31   76.35   
64.91   64.91   76.31   76.27   
64.86   64.78   76.25   76.36   
64.78   64.74   76.30   76.29   
64.85   64.94   76.35   76.32   
64.96   64.82   76.37   76.34   
64.93   64.89   76.25   76.24   
64.76   64.96   76.28   76.37   
64.91   64.90   76.32   76.20   
64.74   64.97   76.39   76.20   
64.82   64.77   76.31   76.26   
64.92   64.93   76.27   76.26   
64.84   64.90   76.30   76.30   
64.60   64.99   76.31   76.26   
64.81   64.88   76.30   76.26   
64.96   64.92   76.32   76.27   
64.83   64.92   76.31   76.23   
64.78   64.91   76.30   76.29   
64.74   64.91   76.33   76.25   
64.79   64.88   76.16   76.23   
64.77   64.91   76.17   76.27   
64.79   64.94   76.20   76.26   
64.96   64.89   76.36   76.29   
64.88   64.99   76.29   76.34   
64.98   65.00   76.26   76.27   
64.89   64.84   76.19   76.29   
64.90   64.85   76.27   76.30   
64.95   64.91   76.25   76.20   
64.78   64.84   76.34   76.27   
65.02   64.80   76.29   76.21   
64.89   64.91   76.41   76.26   
64.94   64.92   76.30   76.26   
64.81   64.82   76.32   76.26   
64.80   64.88   76.27   76.30   
64.98   64.91   76.34   76.22   
64.92   64.82   76.28   76.20   
64.78   64.90   76.31   76.17   
64.75   64.88   76.34   76.28   
64.89   64.91   76.32   76.24   
64.75   64.86   76.26   76.25   
64.74   64.95   76.30   76.29   
64.84   64.91   76.32   76.25   
64.93   64.95   76.37   76.30   
64.88   64.88   76.24   76.06   
64.81   64.94   76.22   76.26   
64.84   64.89   76.20   76.29   
64.72   64.98   76.23   76.22   
64.80   64.90   76.32   76.27   
64.81   64.83   76.30   76.30   
64.77   64.88   76.29   76.19   
64.90   64.97   76.30   76.21   
64.86   64.71   76.28   76.29   
64.82   64.95   76.36   76.28   
65.04   64.75   76.28   76.27   
64.92   64.94   76.34   76.26   
65.04   64.93   76.41   76.25   
64.97   64.90   76.29   76.25   
64.85   64.90   76.33   76.24   
64.91   65.00   76.34   76.18   
64.75   64.85   76.30   76.28   
64.86   64.97   76.33   76.29   
64.87   64.76   76.32   76.19   
64.74   64.97   76.33   76.26   
64.93   64.92   76.31   76.15   
64.76   64.93   76.30   76.26   
64.93   64.90   76.35   76.15   
64.84   64.96   76.32   76.34   
64.97   64.91   76.34   76.24   
64.84   64.94   76.30   76.31   
64.75   64.66   76.28   76.22   
64.80   64.62   76.24   76.29   
64.94   64.94   76.21   76.26   
64.94   64.85   76.31   76.18   
65.02   64.83   76.31   76.19   
64.83   64.95   76.30   76.33   
64.73   64.78   76.28   76.21   
65.01   64.97   76.25   76.29   
64.90   64.85   76.20   76.20   
64.76   64.94   76.19   76.28   
64.79   64.84   76.40   76.23   
64.89   64.88   76.34   76.20   
64.89   64.90   76.31   76.19   
64.89   64.93   76.15   76.21   
64.94   65.04   76.24   76.23   
64.80   64.95   76.23   76.28   
64.96   64.86   76.25   76.29   
64.79   64.90   76.29   76.30   
64.96   64.91   76.29   76.25   
64.81   65.00   76.32   76.28   
64.77   64.98   76.35   76.29   
64.75   64.93   76.25   76.33   
64.76   64.85   76.22   76.31   
64.81   64.92   76.29   76.20   
64.83   64.93   76.31   76.30   
