N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
143.95   144.18   166.24   165.73   
144.00   143.99   166.15   165.80   
144.33   144.03   166.25   165.71   
143.94   143.96   166.47   165.88   
144.09   144.27   166.22   165.54   
143.67   143.81   166.23   165.85   
143.98   144.11   166.18   165.71   
144.19   144.03   166.27   165.74   
144.20   143.99   165.88   165.82   
144.09   143.95   166.21   165.90   
144.12   144.05   166.24   165.68   
144.24   144.13   166.13   165.89   
144.27   144.02   166.36   165.71   
144.08   144.13   166.14   165.74   
144.12   144.15   166.18   165.88   
144.07   144.01   166.22   165.88   
144.23   144.01   166.30   165.96   
144.13   143.88   166.03   165.91   
144.13   144.36   166.08   165.98   
144.02   144.18   166.23   165.84   
144.13   144.02   166.33   165.81   
144.10   144.18   166.14   166.06   
143.97   144.13   166.53   165.85   
144.15   143.98   166.11   165.91   
144.15   144.32   166.30   165.79   
143.95   144.16   166.48   165.78   
144.02   144.08   166.24   165.78   
144.14   143.82   166.15   165.87   
143.90   144.19   166.39   165.71   
144.17   144.08   166.32   165.84   
144.37   144.08   166.36   165.73   
143.96   144.13   166.35   165.96   
144.11   144.14   166.17   166.08   
143.94   144.19   166.14   165.84   
143.93   144.09   166.13   165.80   
144.24   143.98   166.25   165.71   
143.89   144.30   166.22   165.81   
144.21   144.00   166.35   165.44   
144.13   144.05   166.16   165.82   
144.39   144.19   166.05   165.77   
144.16   143.83   166.36   165.86   
143.94   144.27   166.24   165.95   
144.36   144.25   165.97   165.57   
143.74   144.06   166.25   165.86   
144.03   144.25   166.19   165.77   
144.00   144.09   166.35   165.84   
144.44   143.86   166.28   165.75   
144.26   144.28   166.25   165.80   
144.23   143.95   166.08   165.83   
144.12   143.89   166.43   165.81   
144.18   144.10   166.19   165.89   
144.29   144.12   166.47   165.82   
144.19   144.15   166.16   165.97   
144.10   144.26   166.26   165.81   
144.06   143.97   166.40   165.85   
144.24   144.24   166.40   165.87   
144.15   144.11   165.99   166.01   
144.35   144.07   166.25   165.70   
143.96   143.92   166.27   165.82   
143.97   144.02   166.25   165.68   
144.15   144.14   165.99   165.79   
144.03   144.41   166.15   165.73   
144.27   144.29   166.29   165.77   
144.19   144.15   166.22   165.76   
144.17   144.02   166.22   165.92   
144.23   144.00   166.30   165.63   
144.13   144.27   166.29   165.93   
144.36   144.07   166.18   165.93   
144.14   143.80   166.30   165.97   
144.10   143.88   166.23   165.55   
144.26   143.98   166.37   165.86   
144.04   144.29   166.41   165.79   
144.07   144.23   166.41   165.78   
144.37   144.33   166.24   165.91   
143.82   144.21   166.35   165.80   
144.10   144.11   166.42   165.93   
144.19   144.37   166.15   165.79   
143.95   143.99   166.15   165.89   
144.18   144.13   166.40   165.71   
144.03   144.21   166.18   165.88   
143.98   144.29   166.29   165.83   
143.81   143.99   166.07   165.88   
144.33   144.22   166.33   165.80   
144.06   144.30   166.24   165.76   
144.08   144.04   166.18   165.80   
144.29   144.45   166.05   166.16   
143.99   143.86   166.19   165.93   
144.19   144.09   166.18   165.98   
144.24   143.93   166.25   165.96   
144.24   144.29   166.42   165.69   
144.13   144.16   166.44   165.96   
143.86   143.99   166.35   165.79   
144.33   144.05   166.12   165.77   
144.19   143.95   166.32   165.67   
144.17   144.33   166.33   165.78   
143.85   144.02   166.34   165.67   
144.08   144.27   166.16   165.78   
143.77   144.15   166.37   165.80   
144.06   144.04   166.28   165.80   
144.06   144.09   166.35   165.94   
