N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
129.64   130.08   156.21   155.14   
130.16   130.07   156.62   154.82   
130.10   130.07   156.04   154.68   
130.20   130.06   156.20   154.67   
130.12   130.11   156.37   154.66   
130.23   129.80   156.44   154.76   
129.81   130.24   156.45   154.74   
130.13   130.19   156.15   154.47   
130.34   130.02   156.17   155.07   
130.19   130.26   156.23   154.78   
130.06   130.13   156.39   154.62   
130.32   130.02   156.26   155.03   
130.31   129.92   156.30   154.41   
129.97   129.96   156.39   154.54   
130.32   130.04   156.12   154.60   
129.83   130.07   156.29   154.71   
130.03   130.06   156.25   154.71   
130.16   130.08   156.47   154.57   
130.23   130.01   156.13   154.75   
130.12   129.89   156.32   154.66   
130.36   130.19   156.19   154.68   
130.19   129.74   156.40   154.62   
130.34   129.76   156.42   155.08   
130.32   130.22   156.41   154.43   
130.27   130.19   156.11   154.50   
129.79   130.00   156.30   154.96   
130.35   130.14   156.20   154.97   
130.26   130.23   156.10   154.68   
130.07   130.16   156.30   154.79   
130.10   130.23   156.31   155.03   
129.95   130.23   156.41   154.98   
130.22   130.13   156.45   154.39   
130.01   130.09   156.23   155.21   
130.15   129.88   156.35   154.70   
129.53   130.04   156.57   154.63   
130.42   129.90   156.13   154.65   
130.09   130.16   156.16   154.88   
129.90   130.09   156.42   154.96   
130.27   130.07   156.31   154.87   
130.22   130.09   156.07   154.82   
130.15   129.83   156.30   154.62   
130.14   129.76   156.19   154.86   
130.13   129.88   156.33   154.52   
130.35   129.85   156.19   155.03   
130.07   129.91   156.43   154.67   
130.26   130.29   156.24   154.43   
130.17   129.69   156.04   154.75   
129.60   130.00   156.35   154.60   
130.07   129.55   156.30   154.96   
130.36   129.94   156.30   154.40   
130.03   130.35   156.23   154.78   
130.26   130.30   156.06   154.95   
130.23   129.99   156.00   155.00   
129.79   130.24   156.30   154.61   
130.12   130.14   156.17   154.83   
130.31   129.95   156.01   154.87   
130.22   130.19   156.28   154.86   
130.26   130.00   156.16   154.52   
130.09   129.97   156.10   154.95   
130.05   130.10   156.28   154.69   
130.05   130.16   156.56   155.14   
130.16   130.01   156.30   155.08   
129.85   130.27   156.22   154.85   
130.19   129.98   156.23   155.00   
130.33   130.16   156.43   155.04   
130.27   130.24   156.27   154.50   
130.27   130.18   156.26   154.91   
130.27   130.02   156.33   154.79   
130.28   130.08   156.29   154.93   
130.19   129.98   156.49   154.86   
130.41   130.31   156.23   154.64   
129.94   130.24   156.17   154.83   
130.23   129.87   156.24   154.95   
129.83   130.10   156.36   154.56   
130.12   129.96   156.04   154.87   
130.15   130.15   156.40   154.65   
130.30   129.96   156.21   155.23   
130.17   130.17   156.52   154.38   
130.17   129.87   156.53   155.07   
130.25   129.98   156.39   154.88   
130.25   130.19   156.10   154.82   
129.79   130.15   156.07   154.88   
130.22   129.70   156.41   154.53   
130.12   130.34   156.38   154.78   
130.15   130.06   156.22   154.56   
130.21   129.84   156.62   155.08   
130.16   130.15   156.22   154.70   
130.27   129.96   156.46   154.90   
130.22   130.09   156.32   154.66   
130.06   130.07   155.93   154.68   
130.10   130.19   156.22   154.64   
129.83   129.86   156.22   154.72   
130.21   130.25   156.42   155.20   
129.98   130.00   156.13   154.70   
130.35   130.24   155.91   154.73   
130.10   129.97   156.20   155.15   
130.29   129.97   156.48   155.02   
129.99   129.96   156.09   154.83   
130.14   129.95   156.04   154.76   
130.21   130.20   156.12   154.99   
