N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
113.04   113.41   138.39   137.80   
113.58   113.33   138.74   137.64   
113.15   113.31   138.57   137.67   
113.54   113.57   138.16   137.68   
113.51   113.46   138.49   137.78   
113.27   113.41   138.36   137.75   
113.61   113.23   138.83   137.72   
113.22   113.36   138.57   137.68   
113.25   113.25   138.41   137.69   
113.42   113.42   138.46   137.83   
113.47   113.35   138.42   137.73   
113.36   113.44   138.70   137.49   
113.55   113.20   138.24   137.66   
113.54   113.24   138.37   137.84   
113.41   113.65   138.63   137.64   
113.43   113.33   138.60   137.64   
113.26   113.39   138.52   137.50   
113.66   113.35   138.65   137.63   
113.62   113.51   138.62   137.91   
113.47   113.54   138.65   137.83   
113.47   113.35   138.67   137.69   
113.34   113.28   138.27   137.96   
113.38   113.18   138.61   137.67   
113.35   113.35   138.68   137.78   
113.35   113.48   138.48   137.79   
113.50   113.55   138.37   137.73   
113.79   113.48   138.67   137.71   
113.48   113.67   138.33   137.71   
113.53   113.32   138.56   137.66   
113.54   113.49   138.65   137.82   
113.54   113.37   138.86   137.94   
113.48   113.26   138.37   137.74   
113.45   113.43   138.37   137.81   
113.41   113.40   138.81   137.78   
113.58   113.39   138.51   137.70   
113.24   113.38   138.52   137.47   
113.75   113.25   138.22   137.89   
113.55   113.33   138.35   137.66   
113.50   113.50   138.56   137.65   
113.55   113.29   138.87   137.60   
113.57   113.30   138.53   137.63   
113.40   113.45   138.49   137.57   
113.40   113.35   138.68   137.78   
113.53   113.27   138.53   137.97   
113.34   113.38   138.45   137.70   
113.65   113.37   138.47   138.00   
113.45   113.15   138.50   137.91   
113.47   113.22   138.59   137.70   
113.55   113.27   138.43   137.81   
113.61   113.22   138.58   137.78   
113.55   113.29   138.56   137.90   
113.52   113.44   138.80   137.61   
113.33   113.33   138.49   137.72   
113.89   113.34   138.54   137.69   
113.45   113.49   138.57   137.91   
113.78   113.19   138.35   137.67   
113.44   113.29   138.45   137.79   
113.32   113.05   138.50   137.74   
113.52   113.28   138.31   137.74   
113.61   113.29   138.50   137.82   
113.46   113.25   138.41   137.88   
113.57   113.37   138.57   137.76   
113.57   113.09   138.42   137.73   
113.57   113.23   138.58   137.86   
113.48   113.44   138.60   137.86   
113.54   113.52   138.41   137.96   
113.18   113.40   138.70   137.81   
113.56   113.37   138.71   137.83   
113.45   113.44   138.59   137.92   
113.54   113.33   138.87   137.90   
113.54   113.41   138.49   137.82   
113.60   113.26   138.58   137.97   
113.51   113.39   138.55   137.61   
113.38   113.51   138.62   137.87   
113.44   113.46   138.92   137.94   
113.56   113.54   138.47   137.65   
113.52   113.31   138.76   137.61   
113.45   113.31   138.48   137.87   
113.64   113.29   138.56   137.73   
113.54   113.30   138.57   137.62   
113.74   113.52   138.40   137.71   
113.47   113.34   138.46   137.91   
113.50   113.23   138.39   137.64   
113.46   113.29   138.30   137.48   
113.83   113.31   138.66   137.61   
113.22   113.41   138.85   137.85   
113.65   113.40   138.45   137.59   
113.69   113.29   138.39   137.56   
113.38   113.58   138.66   137.64   
113.64   113.40   138.58   137.72   
113.48   113.33   138.53   137.76   
113.33   113.37   138.34   137.83   
113.41   113.37   138.68   137.98   
113.62   113.41   138.38   137.70   
113.46   113.34   138.47   137.91   
113.46   113.25   138.79   137.94   
113.56   113.10   138.67   137.71   
113.32   113.24   138.75   137.67   
113.48   113.15   138.91   137.52   
113.46   113.24   138.79   137.68   
