N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
132.97   133.46   158.64   157.86   
133.08   133.10   158.54   157.55   
133.20   133.24   158.42   157.95   
133.26   133.44   158.71   158.07   
133.19   133.07   158.88   158.40   
133.14   133.06   158.66   157.78   
133.26   133.16   158.65   157.91   
133.11   133.14   158.65   157.99   
133.30   133.14   158.85   157.60   
133.15   133.20   158.75   158.29   
133.22   133.30   158.50   157.78   
132.99   133.45   158.71   157.75   
133.35   133.27   158.31   157.79   
133.34   133.16   158.62   157.71   
133.14   133.15   158.44   157.81   
133.29   133.13   158.91   157.69   
133.19   133.42   158.83   157.97   
133.37   133.29   158.53   157.62   
133.44   133.31   158.68   157.71   
133.21   133.15   158.66   157.96   
133.20   133.16   158.53   158.03   
133.10   133.22   158.64   158.30   
133.47   133.40   158.55   158.17   
133.23   132.96   158.67   157.99   
132.99   133.28   158.66   157.78   
133.17   133.45   158.47   158.04   
133.31   133.26   158.18   157.99   
133.41   133.13   158.58   158.00   
133.53   133.10   158.30   157.90   
133.29   133.27   158.51   157.96   
133.37   133.16   158.64   157.90   
133.04   133.15   158.51   157.51   
133.21   133.17   158.58   157.92   
133.39   133.19   158.76   157.99   
133.27   133.20   158.84   157.71   
133.10   133.17   158.61   158.01   
133.10   133.48   158.78   157.66   
133.31   133.33   158.45   157.36   
133.16   133.28   158.70   157.92   
133.43   133.35   158.76   157.94   
133.34   133.00   158.60   157.76   
133.38   133.25   158.86   157.86   
133.29   133.27   158.76   157.65   
133.19   133.11   158.61   157.77   
133.42   133.13   158.43   157.78   
133.26   133.41   158.62   157.50   
133.33   133.27   158.72   157.71   
133.17   133.20   158.64   157.67   
133.38   132.92   158.47   157.94   
133.40   133.23   158.60   158.14   
133.22   133.16   158.42   157.78   
133.05   133.20   158.44   157.89   
133.09   133.10   158.74   157.81   
133.19   133.12   158.71   158.02   
133.45   133.07   158.78   157.89   
133.27   133.26   158.62   157.62   
133.01   133.03   158.59   157.92   
133.34   133.31   158.39   157.84   
133.14   133.34   158.58   157.97   
133.20   133.17   158.58   157.93   
133.51   132.95   158.87   157.86   
133.32   133.20   158.65   158.06   
133.22   133.24   158.50   157.84   
133.16   133.07   158.74   157.80   
133.22   133.18   158.52   158.21   
133.15   133.01   158.56   157.80   
133.42   133.27   158.69   158.02   
132.97   133.25   158.52   157.83   
132.58   133.17   158.62   157.98   
133.33   133.21   158.50   158.33   
133.11   133.22   158.60   158.00   
133.31   133.29   158.60   157.95   
133.50   133.21   158.44   157.90   
133.08   133.17   158.48   158.12   
133.24   133.11   158.59   157.83   
133.29   132.90   158.68   158.16   
133.26   133.22   158.49   158.01   
133.22   133.28   158.68   157.90   
133.24   133.20   158.81   157.96   
133.49   133.13   158.54   157.83   
133.31   133.03   158.72   157.69   
133.31   133.11   158.59   157.59   
132.99   133.30   158.47   158.08   
133.25   133.17   158.43   157.91   
133.29   133.34   158.47   157.78   
133.29   133.47   158.60   157.83   
133.24   133.19   158.61   158.01   
133.40   133.21   158.74   157.91   
133.13   133.21   158.56   157.85   
133.38   133.29   158.70   158.26   
133.34   133.31   158.60   157.88   
133.03   133.44   158.63   157.56   
133.25   133.31   158.65   157.98   
133.39   133.02   158.43   158.01   
132.96   133.03   158.71   157.74   
133.27   133.31   158.70   157.96   
133.08   133.40   158.79   157.89   
133.32   133.44   158.63   158.02   
133.14   133.09   158.59   157.95   
133.19   133.13   158.57   157.79   
