N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
228.77   229.90   263.50   262.71   
229.43   229.73   262.28   263.03   
229.35   229.90   263.19   262.73   
228.75   228.63   263.19   262.65   
229.33   229.47   262.91   263.10   
229.34   229.95   263.45   263.48   
229.78   229.46   263.30   263.22   
230.01   229.91   263.37   262.88   
229.56   229.72   263.01   262.57   
229.38   229.22   262.90   262.54   
229.35   229.56   262.93   263.13   
229.11   229.22   262.71   262.57   
229.34   229.26   263.56   262.67   
229.36   229.89   263.06   262.05   
229.77   230.03   262.62   263.11   
229.47   229.63   262.86   262.43   
229.34   229.06   262.13   262.64   
229.24   228.70   262.78   262.53   
229.73   229.82   262.63   262.38   
228.97   229.14   262.95   262.21   
229.79   229.68   262.98   262.13   
229.60   229.72   262.98   263.02   
229.79   229.65   263.50   262.96   
229.56   229.56   262.60   262.58   
229.21   229.20   262.96   263.13   
229.75   229.32   262.80   263.04   
229.08   229.47   262.82   262.60   
229.68   229.68   263.15   262.70   
229.60   229.76   263.21   262.57   
229.83   229.48   263.87   263.07   
229.09   229.84   262.96   262.59   
229.22   229.83   262.75   262.45   
229.78   229.98   262.79   262.70   
229.34   229.45   262.74   262.82   
229.75   229.40   263.08   262.02   
229.31   229.56   263.26   263.15   
229.73   229.42   262.78   262.83   
229.82   229.60   262.85   263.03   
229.50   229.75   262.62   263.01   
229.27   229.56   263.10   262.32   
229.48   229.84   263.23   262.80   
229.44   229.54   262.92   262.57   
229.23   229.37   263.32   262.97   
229.04   229.81   263.63   262.85   
229.62   229.69   263.48   262.20   
228.68   229.55   262.71   262.73   
228.98   229.70   263.12   262.08   
229.88   229.47   263.21   261.38   
229.69   229.61   263.32   262.87   
230.01   229.41   263.40   262.77   
229.72   229.34   263.31   262.39   
229.90   229.65   263.03   262.63   
229.08   229.90   262.99   262.78   
229.22   229.37   262.82   262.91   
229.28   229.54   262.55   262.57   
229.66   229.24   262.97   262.89   
229.09   229.55   263.04   262.58   
229.72   229.07   262.91   262.52   
229.38   229.62   262.94   263.13   
228.84   229.34   262.52   262.58   
229.27   229.89   263.40   262.47   
229.32   229.79   263.72   262.74   
229.98   229.70   263.15   262.77   
229.25   229.42   262.32   262.64   
229.53   230.05   263.02   262.89   
229.37   229.77   263.16   262.54   
229.51   229.87   262.71   262.71   
229.79   229.64   262.49   262.83   
229.05   229.71   262.21   262.53   
229.39   230.00   263.01   263.03   
228.75   229.24   263.35   262.50   
229.55   229.32   263.31   262.43   
229.75   230.24   263.46   262.09   
228.86   229.46   263.39   261.93   
229.60   229.78   263.17   262.45   
229.92   229.87   262.71   263.06   
229.58   229.92   262.31   262.73   
229.69   229.91   263.35   262.89   
229.43   229.61   263.03   262.54   
229.50   229.40   263.30   262.52   
229.80   229.82   262.39   263.03   
229.41   229.42   262.56   262.88   
229.90   229.88   262.92   263.08   
229.37   229.82   262.51   262.89   
229.48   229.58   262.42   262.49   
229.41   229.52   262.53   262.79   
229.43   229.88   262.36   262.58   
229.57   229.42   262.49   262.56   
229.72   229.32   262.80   262.57   
229.25   229.83   262.88   262.92   
229.56   229.60   263.04   262.78   
229.36   229.06   263.18   262.63   
229.01   229.51   262.99   263.09   
229.39   229.74   263.07   262.67   
228.67   230.00   262.73   262.91   
229.35   229.66   262.99   262.64   
229.16   229.68   262.82   263.26   
229.48   229.93   263.34   263.13   
229.48   229.36   263.50   262.72   
229.42   229.08   263.43   262.58   
