N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
167.73   168.09   195.27   194.93   
167.96   168.10   195.32   194.43   
168.11   168.02   195.14   194.84   
168.73   168.07   195.33   194.91   
168.29   167.94   195.20   194.71   
168.23   168.36   195.08   194.76   
167.64   168.43   195.08   194.67   
168.06   168.08   195.16   194.88   
168.35   168.13   195.43   194.86   
168.29   168.33   195.30   194.56   
168.23   168.35   195.28   194.64   
167.72   168.10   195.40   194.86   
168.12   168.26   195.22   194.73   
167.71   168.35   195.39   194.74   
167.94   167.79   195.46   194.82   
168.42   167.82   195.26   195.03   
168.17   168.42   195.27   194.48   
168.30   167.81   195.31   194.65   
168.08   167.96   195.33   194.89   
168.21   167.94   195.12   194.51   
168.17   168.09   195.34   194.68   
168.12   167.86   195.13   194.92   
168.19   168.33   195.24   194.67   
168.14   168.09   195.18   194.62   
168.09   168.15   195.47   194.58   
168.38   167.99   195.09   194.86   
168.32   168.25   195.27   194.73   
167.90   168.07   194.85   194.79   
168.28   167.90   195.37   194.63   
167.98   167.74   194.93   194.42   
168.00   168.28   195.18   194.68   
168.19   168.15   195.23   194.87   
167.94   168.30   195.14   194.62   
168.25   168.09   194.88   194.95   
168.23   168.00   195.37   194.86   
168.11   168.18   195.08   194.73   
167.80   168.23   195.28   194.89   
168.15   167.93   195.22   194.73   
168.13   168.12   195.25   194.82   
168.25   168.12   195.22   194.86   
168.41   168.10   195.11   194.69   
168.26   168.06   194.95   194.71   
168.05   168.35   195.30   194.79   
167.74   168.03   195.10   194.41   
168.08   168.18   195.14   195.14   
168.06   168.33   195.30   194.98   
168.37   168.18   195.19   194.81   
168.41   168.33   195.65   194.75   
168.13   168.24   195.26   194.85   
167.93   168.14   195.23   194.52   
168.27   167.86   195.06   194.72   
168.03   168.19   195.46   194.98   
168.26   168.25   195.03   195.14   
168.25   168.00   195.26   194.44   
168.24   168.24   195.19   194.71   
168.00   168.39   195.35   194.71   
168.20   168.27   195.42   194.88   
168.14   167.95   195.23   194.70   
167.86   168.31   195.35   194.49   
168.34   167.77   195.12   194.88   
167.91   167.95   195.47   194.66   
167.95   168.29   195.21   194.93   
168.14   168.20   195.15   194.52   
168.24   168.13   195.10   194.99   
168.31   168.68   195.51   194.66   
168.18   168.18   195.41   194.69   
168.00   168.39   195.12   194.75   
168.19   168.35   195.16   194.63   
168.34   168.35   195.39   194.63   
168.45   168.15   195.38   194.86   
168.21   168.58   195.31   194.63   
168.00   168.11   195.49   194.76   
168.12   168.14   195.21   194.74   
167.78   168.01   195.04   194.62   
168.05   167.80   195.47   194.62   
168.63   168.28   195.31   195.00   
167.97   168.29   195.24   194.75   
167.65   168.25   195.16   194.49   
167.91   168.71   195.05   194.77   
168.13   168.06   195.16   194.88   
167.91   167.93   195.58   194.82   
168.42   167.82   195.33   194.94   
168.31   168.27   195.33   194.74   
168.10   167.96   195.24   194.65   
168.32   168.33   195.10   194.92   
168.09   168.53   195.14   194.89   
168.12   167.94   194.89   194.77   
167.85   168.19   195.49   194.77   
168.40   168.11   195.21   194.79   
167.62   167.88   195.37   195.03   
167.85   168.02   194.85   194.55   
168.41   168.05   195.28   194.88   
168.09   168.89   195.15   194.90   
168.04   168.19   195.37   194.74   
168.23   167.85   194.79   194.65   
167.91   168.18   195.21   194.63   
168.32   168.25   195.30   194.91   
167.96   168.58   195.46   194.82   
168.05   168.44   195.23   194.64   
168.05   167.72   195.23   194.85   
