N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
49.11   49.15   57.46   57.50   
49.14   49.18   57.49   57.52   
49.10   49.18   57.57   57.42   
49.13   49.17   57.56   57.49   
49.14   49.14   57.53   57.36   
49.13   49.20   57.52   57.41   
49.20   49.14   57.47   57.54   
49.12   49.14   57.48   57.45   
49.15   49.20   57.51   57.54   
49.12   49.13   57.53   57.52   
49.12   49.13   57.54   57.47   
49.19   49.18   57.48   57.46   
49.17   49.19   57.51   57.49   
49.14   49.17   57.52   57.42   
49.18   49.12   57.55   57.46   
49.12   49.14   57.49   57.44   
49.19   49.15   57.46   57.46   
49.15   49.13   57.55   57.41   
49.14   49.10   57.58   57.39   
49.15   49.18   57.52   57.42   
49.13   49.10   57.45   57.48   
49.16   49.13   57.55   57.51   
49.14   49.19   57.43   57.39   
49.16   49.11   57.49   57.41   
49.16   49.26   57.47   57.47   
49.16   49.14   57.56   57.42   
49.13   49.13   57.50   57.40   
49.14   49.12   57.53   57.46   
49.15   49.16   57.53   57.47   
49.13   49.12   57.56   57.52   
49.13   49.12   57.57   57.51   
49.16   49.16   57.55   57.51   
49.18   49.20   57.53   57.50   
49.12   49.15   57.51   57.46   
49.17   49.12   57.54   57.48   
49.09   49.15   57.53   57.37   
49.14   49.11   57.54   57.42   
49.14   49.14   57.51   57.41   
49.11   49.14   57.52   57.50   
49.18   49.19   57.51   57.37   
49.14   49.12   57.54   57.37   
49.16   49.11   57.54   57.36   
49.17   49.16   57.49   57.49   
49.12   49.25   57.54   57.44   
49.15   49.14   57.54   57.50   
49.16   49.15   57.47   57.42   
49.16   49.11   57.52   57.41   
49.16   49.10   57.57   57.40   
49.12   49.17   57.52   57.53   
49.15   49.12   57.55   57.50   
49.17   49.13   57.52   57.47   
49.15   49.18   57.51   57.51   
49.18   49.16   57.50   57.50   
49.11   49.16   57.55   57.45   
49.15   49.14   57.54   57.52   
49.17   49.16   57.53   57.48   
49.18   49.22   57.52   57.39   
49.04   49.19   57.51   57.41   
49.08   49.12   57.49   57.45   
49.15   49.11   57.32   57.40   
49.11   49.14   57.45   57.48   
49.15   49.11   57.51   57.33   
49.04   49.19   57.46   57.40   
49.10   49.16   57.53   57.52   
49.16   49.13   57.50   57.48   
49.14   49.15   57.53   57.52   
49.09   49.12   57.41   57.45   
49.15   49.14   57.51   57.50   
49.12   49.06   57.45   57.46   
49.19   49.16   57.46   57.42   
49.17   49.16   57.49   57.47   
49.09   49.16   57.51   57.34   
49.16   49.15   57.43   57.48   
49.09   49.17   57.45   57.35   
49.09   49.13   57.48   57.33   
49.05   49.15   57.48   57.48   
49.14   49.13   57.52   57.48   
49.09   49.11   57.55   57.46   
49.18   49.06   57.39   57.36   
49.10   49.17   57.48   57.52   
49.11   49.13   57.46   57.43   
49.15   49.16   57.51   57.49   
49.15   49.16   57.42   57.36   
49.18   49.12   57.40   57.48   
49.11   49.16   57.49   57.47   
49.08   49.15   57.54   57.48   
49.17   49.16   57.48   57.35   
49.04   49.10   57.50   57.48   
49.10   49.11   57.46   57.53   
49.07   49.13   57.53   57.38   
49.12   49.16   57.54   57.50   
49.18   49.15   57.55   57.41   
49.14   49.25   57.53   57.49   
49.17   49.14   57.50   57.43   
49.17   49.15   57.49   57.38   
49.14   49.17   57.45   57.37   
49.03   49.04   57.49   57.48   
49.21   49.18   57.54   57.51   
49.14   49.13   57.53   57.42   
49.13   49.18   57.51   57.47   
