N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
29.53   29.54   32.45   32.37   
29.53   29.55   32.44   32.37   
29.55   29.54   32.44   32.38   
29.56   29.57   32.45   32.37   
29.56   29.57   32.45   32.38   
29.58   29.55   32.44   32.40   
29.57   29.58   32.44   32.39   
29.58   29.59   32.45   32.39   
29.58   29.57   32.45   32.39   
29.56   29.58   32.44   32.40   
29.58   29.57   32.44   32.37   
29.56   29.58   32.44   32.38   
29.57   29.57   32.44   32.38   
29.55   29.58   32.44   32.37   
29.57   29.59   32.45   32.35   
29.54   29.58   32.43   32.28   
29.58   29.54   32.43   32.34   
29.45   29.54   32.42   32.37   
29.57   29.58   32.33   32.37   
29.57   29.58   32.45   32.40   
29.55   29.57   32.44   32.39   
29.56   29.57   32.45   32.37   
29.55   29.53   32.44   32.37   
29.53   29.54   32.44   32.37   
29.54   29.56   32.44   32.36   
29.55   29.57   32.42   32.39   
29.58   29.58   32.43   32.39   
29.59   29.57   32.43   32.40   
29.57   29.57   32.44   32.38   
29.54   29.54   32.44   32.37   
29.53   29.55   32.44   32.37   
29.53   29.55   32.44   32.37   
29.55   29.57   32.43   32.40   
29.58   29.58   32.43   32.39   
29.58   29.58   32.43   32.39   
29.58   29.59   32.44   32.37   
29.58   29.58   32.42   32.37   
29.58   29.57   32.42   32.37   
29.57   29.59   32.42   32.37   
29.57   29.59   32.43   32.40   
29.58   29.58   32.44   32.40   
29.56   29.58   32.46   32.38   
29.54   29.59   32.44   32.38   
29.53   29.55   32.44   32.37   
29.55   29.54   32.44   32.35   
29.54   29.56   32.44   32.38   
29.55   29.56   32.44   32.39   
29.57   29.58   32.43   32.39   
29.57   29.57   32.44   32.38   
29.57   29.57   32.44   32.37   
29.52   29.53   32.44   32.36   
29.54   29.54   32.44   32.36   
29.56   29.56   32.45   32.39   
29.57   29.57   32.42   32.40   
29.58   29.58   32.44   32.39   
29.56   29.57   32.44   32.37   
29.58   29.58   32.44   32.37   
29.57   29.57   32.43   32.37   
29.55   29.58   32.40   32.38   
29.56   29.56   32.42   32.37   
29.53   29.51   32.41   32.36   
29.54   29.58   32.43   32.38   
29.56   29.58   32.45   32.34   
29.49   29.55   32.42   32.36   
29.56   29.56   32.42   32.39   
29.56   29.56   32.44   32.37   
29.58   29.58   32.38   32.35   
29.58   29.59   32.42   32.39   
29.57   29.57   32.44   32.38   
29.50   29.54   32.44   32.35   
29.53   29.57   32.43   32.39   
29.56   29.56   32.45   32.37   
29.54   29.53   32.43   32.36   
29.53   29.53   32.42   32.36   
29.58   29.55   32.43   32.40   
29.56   29.55   32.43   32.38   
29.57   29.57   32.44   32.36   
29.56   29.58   32.42   32.37   
29.58   29.56   32.43   32.39   
29.57   29.56   32.44   32.39   
29.56   29.58   32.44   32.38   
29.59   29.54   32.43   32.37   
29.55   29.53   32.45   32.38   
29.55   29.54   32.44   32.37   
29.54   29.59   32.43   32.39   
29.56   29.56   32.43   32.38   
29.55   29.57   32.45   32.38   
29.55   29.56   32.44   32.38   
29.53   29.54   32.44   32.38   
29.52   29.56   32.44   32.37   
29.53   29.55   32.44   32.36   
29.55   29.57   32.43   32.40   
29.55   29.56   32.44   32.40   
29.57   29.57   32.45   32.39   
29.57   29.58   32.44   32.38   
29.57   29.56   32.42   32.37   
29.57   29.57   32.44   32.37   
29.58   29.58   32.43   32.37   
29.57   29.57   32.43   32.39   
29.57   29.58   32.43   32.39   
