N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
126.97   127.26   155.17   154.07   
127.68   127.27   155.43   153.89   
127.84   127.50   155.55   154.10   
127.37   127.20   155.52   154.36   
127.58   127.23   155.28   154.05   
127.64   127.66   155.42   154.28   
127.61   127.36   155.72   154.05   
127.57   127.57   155.47   154.35   
127.61   127.43   155.16   154.04   
127.28   127.39   155.56   153.94   
127.67   127.24   155.55   153.95   
127.54   127.27   155.33   153.79   
127.24   127.34   155.59   154.00   
127.57   127.73   155.68   154.01   
127.42   127.51   155.29   153.92   
127.59   127.10   155.42   154.17   
127.68   127.53   155.36   153.57   
127.67   127.39   155.24   154.03   
127.55   127.46   155.36   154.07   
127.41   127.67   155.47   154.14   
127.35   127.50   155.40   154.09   
127.25   127.47   155.67   153.82   
127.46   126.99   155.37   153.78   
127.61   127.59   155.50   154.06   
127.75   127.29   155.23   153.96   
127.60   127.41   155.48   154.10   
127.68   127.20   155.38   154.02   
127.65   126.99   155.46   153.94   
127.61   127.38   155.65   153.89   
127.85   127.29   155.84   154.20   
127.48   127.32   155.35   154.13   
127.57   127.33   155.69   153.91   
127.81   127.45   155.39   153.98   
127.46   127.55   155.48   153.94   
127.45   127.42   155.55   154.15   
127.66   127.63   155.53   154.30   
127.31   127.43   155.19   154.08   
127.55   127.41   155.50   154.17   
127.95   127.62   155.80   154.09   
127.38   127.28   155.37   153.95   
127.55   127.37   155.42   154.16   
127.77   127.16   155.75   154.08   
127.76   127.33   155.45   154.00   
127.45   127.23   155.58   153.88   
127.69   127.45   155.53   154.14   
127.39   127.59   155.55   154.03   
127.41   127.31   155.40   153.82   
127.58   127.30   155.63   154.18   
127.64   127.44   155.20   154.24   
127.46   127.43   155.63   153.79   
127.71   127.53   155.47   153.96   
127.44   127.56   155.52   154.11   
127.47   127.45   155.67   154.08   
127.64   127.66   155.43   153.95   
127.33   127.48   155.39   154.04   
127.75   127.41   155.56   154.32   
127.57   127.24   155.57   154.21   
127.31   127.30   155.29   153.84   
127.64   127.53   155.49   154.02   
127.48   127.58   155.46   153.92   
127.57   127.58   155.19   154.10   
127.45   127.34   155.48   154.01   
127.59   127.29   155.72   153.59   
127.84   127.34   155.40   153.96   
127.66   127.57   155.55   154.06   
127.78   127.23   155.55   154.02   
127.46   127.31   155.65   154.10   
127.68   127.41   155.30   154.27   
127.68   127.47   155.71   154.15   
127.75   127.44   155.40   153.86   
127.86   127.31   155.50   154.06   
127.57   127.50   155.48   154.07   
127.65   127.51   155.31   154.25   
127.53   127.40   155.32   153.92   
127.51   127.41   155.51   154.00   
127.53   127.48   155.67   153.87   
127.58   127.45   155.51   154.02   
127.89   127.42   155.41   154.02   
127.76   127.29   155.55   154.01   
127.73   127.25   155.63   154.07   
127.87   127.51   155.59   153.97   
127.70   127.24   155.56   154.11   
127.55   127.25   155.26   154.08   
127.44   127.63   155.49   154.25   
127.59   127.73   155.32   154.20   
127.58   127.43   155.29   153.62   
127.37   127.46   155.44   154.01   
127.37   127.34   155.77   154.04   
127.55   127.34   155.31   153.83   
127.59   127.53   155.73   154.08   
127.23   127.54   155.33   154.04   
127.61   127.63   155.33   154.14   
127.86   127.51   155.44   153.76   
127.67   127.38   155.97   153.99   
127.52   127.55   155.36   154.00   
127.60   127.45   155.65   154.19   
127.75   127.40   155.24   153.98   
127.66   127.26   155.51   154.04   
127.38   127.40   155.42   154.00   
127.79   127.55   155.72   154.18   
