N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
34.50   47.83   52.00   49.08   1.45   
45.06   48.59   58.57   51.91   1.92   
47.39   46.98   62.89   48.07   2.15   
46.02   45.54   56.87   49.42   2.06   
46.42   47.37   56.76   49.29   2.00   
48.03   45.19   59.27   48.76   2.08   
47.53   45.33   58.24   49.75   2.04   
46.42   47.83   60.95   50.58   2.00   
47.68   48.91   58.55   51.32   2.12   
48.65   46.06   63.71   49.73   2.10   
44.26   45.39   58.58   47.96   1.89   
48.40   49.19   60.74   52.18   1.98   
49.02   48.21   65.66   52.24   2.07   
48.22   47.73   64.36   53.01   2.03   
48.99   49.12   64.87   52.84   2.08   
48.96   47.69   64.79   52.20   2.11   
49.41   48.46   65.20   52.67   2.10   
49.50   47.86   65.48   52.89   2.09   
49.50   49.25   65.63   51.94   2.12   
48.65   48.37   65.17   51.16   2.06   
49.03   48.82   63.69   53.00   2.08   
48.97   47.66   65.82   52.27   2.09   
49.32   48.53   65.66   52.85   2.13   
48.53   48.65   64.67   52.69   2.09   
48.74   48.74   63.99   52.21   2.08   
48.95   48.90   65.02   52.20   2.08   
48.84   48.34   65.66   52.15   2.07   
49.34   48.41   64.90   52.56   2.12   
48.78   47.51   65.54   52.13   2.07   
48.03   48.21   65.11   53.26   2.05   
49.34   48.97   65.01   53.05   2.13   
49.32   49.06   64.83   52.96   2.07   
49.63   48.22   66.28   52.61   2.09   
47.99   48.13   64.95   53.24   2.03   
49.21   49.11   63.01   51.05   2.08   
49.41   49.14   64.57   52.45   2.10   
48.30   48.75   61.12   52.23   2.09   
48.03   43.48   65.31   52.91   2.04   
49.29   48.65   64.43   51.67   2.13   
48.65   47.66   62.02   50.40   2.05   
49.23   48.95   65.75   53.12   2.07   
49.60   48.86   66.13   53.36   2.08   
49.54   47.93   66.19   53.26   2.08   
48.28   49.30   66.28   53.29   2.03   
49.63   48.83   66.33   53.36   2.09   
49.38   49.10   65.86   53.04   2.08   
49.64   49.26   66.13   53.43   2.09   
49.50   49.23   66.10   53.27   2.08   
49.63   48.86   65.32   53.30   2.09   
49.66   48.64   66.27   53.46   2.09   
49.43   49.32   66.15   53.36   2.11   
49.61   49.32   65.77   53.39   2.09   
49.44   49.34   66.35   53.26   2.08   
49.63   48.81   66.35   53.35   2.10   
49.64   49.25   66.28   53.15   2.09   
49.25   49.28   66.04   53.50   2.07   
49.58   48.96   65.99   53.18   2.08   
49.53   49.25   66.26   53.28   2.08   
49.60   49.17   66.37   53.33   2.08   
49.63   49.16   66.15   53.49   2.09   
49.64   49.29   66.19   53.23   2.09   
49.61   49.23   66.17   53.33   2.09   
48.93   49.28   65.75   53.29   2.06   
49.64   49.23   66.23   53.32   2.09   
49.66   49.23   66.21   53.45   2.09   
49.64   49.25   66.12   53.44   2.09   
49.34   49.29   66.08   53.45   2.07   
49.50   49.28   66.00   53.05   2.08   
49.63   48.51   66.30   53.21   2.09   
49.63   49.17   66.28   52.75   2.09   
49.66   49.32   66.08   53.39   2.09   
49.63   49.21   66.12   53.15   2.09   
49.54   48.34   65.97   53.33   2.08   
49.64   49.05   66.06   52.91   2.08   
49.64   48.75   66.35   53.33   2.10   
49.43   49.28   66.15   53.36   2.08   
49.29   48.69   65.66   53.17   2.08   
49.50   49.30   66.28   53.27   2.08   
49.61   49.20   65.63   53.19   2.09   
49.52   49.03   66.30   53.44   2.09   
49.21   48.95   64.81   51.95   2.11   
48.87   49.12   66.17   53.36   2.05   
49.53   49.34   66.32   53.29   2.08   
49.61   49.22   66.33   53.31   2.10   
49.32   49.15   65.59   53.43   2.08   
49.64   49.28   66.21   53.43   2.09   
49.63   49.32   66.13   53.44   2.08   
49.52   48.99   66.12   53.11   2.09   
49.63   49.20   66.33   53.25   2.09   
49.57   49.24   66.24   53.18   2.10   
49.43   49.29   66.12   53.00   2.08   
49.60   48.97   66.21   53.42   2.08   
49.52   49.10   66.43   53.26   2.09   
49.58   49.15   66.06   53.25   2.08   
49.08   49.15   66.21   53.50   2.07   
49.61   49.31   66.03   53.12   2.09   
49.48   48.99   66.12   53.28   2.08   
49.52   49.32   66.37   53.34   2.08   
49.19   49.19   65.94   53.32   2.07   
49.60   49.15   66.33   53.36   2.09   
