N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
38.68   48.54   58.80   51.05   1.58   
48.59   48.15   65.11   51.64   1.98   
48.44   48.55   63.07   52.81   2.01   
48.93   48.90   63.19   51.87   2.08   
48.94   47.68   64.02   51.60   2.05   
47.77   48.84   63.36   52.34   2.03   
48.99   48.37   64.53   52.37   2.11   
49.10   47.65   65.59   51.50   2.07   
48.29   48.55   63.88   52.40   2.05   
48.37   48.87   63.27   52.32   2.05   
48.96   48.95   64.64   51.98   2.05   
48.27   48.66   64.53   51.56   2.02   
48.06   48.53   63.93   52.43   1.99   
49.37   47.86   65.22   51.55   2.01   
49.37   47.38   65.59   51.39   2.00   
48.16   48.56   63.71   52.77   2.07   
48.94   48.93   63.14   52.01   2.06   
48.96   48.07   64.52   51.51   2.05   
48.66   48.86   63.33   51.94   2.04   
49.03   48.62   64.97   52.55   2.10   
49.18   47.68   65.63   51.51   2.07   
48.25   48.19   64.81   51.90   2.03   
48.37   48.62   63.31   52.76   2.07   
48.26   48.86   62.84   51.53   2.02   
48.09   48.62   64.05   52.42   2.03   
49.03   48.57   64.05   52.21   2.10   
48.93   47.83   65.31   51.69   2.06   
49.28   47.34   65.46   51.68   2.08   
48.78   48.56   63.71   52.30   2.10   
49.02   48.78   63.66   51.57   2.50   
32.11   48.50   55.50   52.45   1.36   
49.38   48.54   63.18   52.98   2.08   
49.08   47.81   64.22   51.75   2.06   
48.51   48.76   63.16   52.24   2.09   
48.95   48.88   62.89   52.24   2.09   
48.93   47.48   65.61   51.67   2.06   
48.19   48.31   65.43   51.91   2.04   
49.06   48.51   63.24   52.85   2.11   
49.12   47.86   64.27   51.72   2.06   
48.38   48.72   64.40   51.76   2.02   
47.85   48.90   63.24   52.34   2.06   
48.31   48.45   63.48   50.06   1.98   
45.82   45.48   62.00   51.74   1.88   
48.44   48.81   62.68   52.69   1.98   
49.34   48.50   63.26   52.12   2.13   
47.70   48.84   61.26   52.41   2.01   
48.56   48.05   63.49   51.70   2.09   
49.35   48.84   61.97   51.96   2.07   
49.11   48.91   65.68   52.61   2.06   
49.29   48.99   65.26   52.65   2.07   
49.26   47.56   65.65   52.76   2.07   
49.37   48.65   65.65   52.97   2.07   
49.40   48.93   65.56   52.43   2.07   
49.37   48.88   65.54   52.91   2.06   
49.22   48.93   65.79   52.81   2.07   
49.38   48.88   65.79   52.75   2.09   
49.37   48.84   65.68   52.61   2.07   
49.38   48.86   65.63   52.84   2.07   
49.26   48.98   65.37   52.85   2.07   
49.28   48.99   65.77   52.81   2.06   
49.32   48.23   65.74   52.84   2.06   
49.40   48.75   65.65   52.76   2.07   
49.38   48.95   65.63   52.86   2.07   
49.46   48.95   65.48   52.69   2.09   
49.00   48.72   65.20   52.27   2.07   
48.62   46.51   61.32   50.02   2.14   
48.57   48.47   65.06   52.45   2.05   
48.50   48.53   64.99   52.33   2.04   
47.27   48.37   64.90   52.56   1.99   
49.29   48.90   64.91   52.59   2.07   
48.87   48.59   64.89   52.61   2.05   
48.92   48.90   65.43   51.86   2.06   
49.21   48.74   65.50   52.76   2.06   
49.21   48.62   65.16   52.71   2.09   
49.37   48.62   64.62   52.61   2.07   
49.33   48.89   65.39   52.83   2.07   
49.17   47.39   59.01   46.16   2.16   
47.35   47.38   60.99   49.41   1.95   
48.91   48.37   64.54   52.85   1.99   
49.02   48.86   63.98   52.04   2.00   
49.03   48.80   63.93   51.96   1.98   
49.02   46.82   53.63   49.90   2.08   
49.32   48.43   65.45   52.24   2.08   
49.28   48.03   61.75   52.72   2.02   
48.84   47.98   64.10   52.78   2.07   
48.15   47.55   55.31   48.81   2.08   
45.31   46.39   64.54   52.01   1.88   
48.48   48.27   65.11   51.33   2.06   
48.43   48.28   63.08   52.72   2.10   
47.11   47.27   63.93   52.16   1.98   
48.90   48.81   64.24   51.64   2.05   
48.05   48.53   63.66   52.10   2.02   
46.42   47.66   64.40   52.30   1.93   
49.29   47.79   65.64   51.46   2.08   
48.43   48.46   64.45   51.81   2.04   
47.31   48.72   63.24   52.20   2.03   
48.96   47.99   64.46   52.38   2.08   
47.79   47.83   63.69   51.30   1.93   
48.02   48.38   64.38   52.39   2.07   
49.28   47.24   64.66   48.33   2.09   
