N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
23.95   20.33   15.43   19.45   2.37   
21.23   29.91   21.52   25.23   1.37   
21.29   20.78   18.56   15.92   1.79   
16.26   22.70   14.72   21.82   1.37   
30.34   16.28   35.53   17.14   3.71   
16.97   25.65   25.37   16.93   1.29   
20.88   16.29   44.58   14.51   2.53   
14.87   12.58   23.36   15.15   1.22   
45.03   12.40   29.24   24.46   3.99   
15.45   18.24   20.30   48.89   2.11   
21.48   27.29   21.45   19.46   2.07   
22.24   19.62   22.28   26.43   1.48   
36.54   34.05   40.41   27.14   3.63   
23.94   16.21   22.98   23.78   2.59   
22.68   44.98   39.80   16.23   2.04   
26.27   28.09   18.10   27.39   1.17   
36.27   45.47   46.19   49.24   2.49   
25.57   28.13   47.43   35.07   2.39   
27.80   22.84   18.18   16.79   1.89   
18.33   26.53   31.67   26.41   1.73   
25.09   24.61   18.32   24.48   2.44   
25.87   20.67   25.53   17.87   2.87   
24.73   18.68   26.30   26.64   1.84   
31.63   32.35   25.68   23.56   2.00   
23.44   32.71   41.49   26.82   2.27   
19.15   44.97   29.16   29.33   1.13   
24.88   28.88   28.98   11.20   1.90   
19.23   17.54   28.42   23.06   1.30   
18.83   17.15   25.06   22.49   1.52   
24.25   21.55   26.95   24.24   1.90   
17.08   24.82   26.34   20.26   0.75   
45.15   47.79   60.93   49.35   1.96   
44.89   45.52   60.17   45.89   1.85   
45.82   45.94   60.19   47.72   2.14   
47.83   44.47   58.34   48.54   2.09   
47.98   44.42   63.08   49.20   2.01   
47.18   45.70   60.64   51.04   2.20   
47.86   46.88   54.68   49.89   2.15   
48.49   46.87   61.30   51.19   2.03   
47.00   46.85   56.80   47.58   2.12   
44.83   47.49   58.41   50.90   2.01   
47.02   47.25   59.82   51.39   1.96   
47.21   45.26   63.84   48.10   1.96   
46.88   45.81   62.45   50.69   1.96   
45.56   47.81   60.00   48.05   2.16   
48.24   43.64   62.76   46.23   2.06   
47.31   44.88   53.06   43.79   2.14   
42.52   45.22   49.91   48.03   1.93   
45.49   40.71   50.04   46.12   2.15   
43.29   44.69   47.72   47.24   1.84   
47.59   47.53   62.53   51.76   2.06   
47.89   47.25   63.03   50.70   1.99   
47.85   47.20   59.49   51.25   2.03   
48.51   47.28   63.41   51.15   1.98   
47.90   48.17   64.81   51.09   2.04   
47.42   47.88   63.54   51.48   2.03   
48.51   48.02   60.47   50.89   2.05   
48.37   48.40   61.59   51.82   2.09   
48.82   46.46   64.45   51.46   2.06   
47.25   46.80   62.54   50.89   1.92   
46.57   47.75   61.43   51.70   1.97   
46.32   46.96   58.71   51.79   2.02   
47.87   46.29   63.86   50.43   1.99   
46.18   48.32   64.35   45.44   2.05   
40.93   43.27   47.37   45.99   1.89   
45.03   44.84   52.33   48.21   1.99   
44.76   46.20   59.43   48.67   1.89   
48.69   46.39   55.50   50.20   2.15   
45.54   45.67   62.65   48.72   1.95   
45.87   48.40   59.76   48.70   2.10   
45.43   40.84   51.98   43.21   2.05   
40.65   44.58   47.67   46.08   1.82   
47.22   39.76   58.10   42.40   2.13   
43.27   45.27   50.52   46.87   2.17   
43.91   43.68   56.70   45.01   1.95   
42.12   45.96   51.79   47.10   1.95   
46.71   42.67   57.02   45.14   1.96   
44.16   46.40   51.17   48.99   2.00   
46.99   45.01   54.11   46.22   2.03   
44.61   43.36   53.92   47.96   2.12   
47.02   45.05   58.20   46.00   2.00   
45.33   44.75   56.89   46.32   2.13   
45.67   45.01   52.55   46.24   2.03   
45.49   46.04   59.58   47.64   2.06   
46.38   38.60   60.24   44.72   2.04   
41.85   39.88   46.35   42.74   1.90   
41.64   46.74   48.37   46.71   2.43   
37.84   44.72   54.62   46.61   1.66   
45.02   45.33   55.63   48.58   2.06   
46.71   45.27   57.75   45.48   2.03   
44.02   46.78   52.05   47.40   2.05   
46.37   44.04   53.63   46.50   2.04   
45.97   44.05   55.43   46.88   1.97   
43.46   45.54   50.31   46.00   1.92   
44.62   39.99   55.20   43.27   2.10   
43.34   45.69   49.54   45.14   1.88   
45.76   42.52   52.31   45.25   2.09   
43.23   44.58   51.34   46.58   1.93   
45.37   44.62   53.30   47.87   1.97   
40.94   43.39   54.34   44.43   1.87   
