N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
35.79   47.72   54.83   50.62   1.45   
48.69   48.12   63.98   51.72   2.02   
49.11   47.56   64.66   50.48   2.07   
48.43   47.65   63.61   48.92   2.05   
44.83   45.76   57.20   49.66   1.88   
46.23   47.00   59.73   50.63   1.97   
45.87   47.31   60.97   51.94   1.94   
48.56   48.44   62.95   51.91   1.99   
47.24   47.99   63.73   51.30   1.94   
45.99   46.63   54.93   45.08   1.99   
47.76   47.99   58.92   51.23   2.11   
47.61   48.56   63.41   51.17   1.95   
45.99   47.76   62.19   51.77   1.90   
48.86   47.76   63.93   51.07   2.03   
48.03   48.28   64.50   51.53   2.05   
48.03   47.36   61.10   51.13   2.10   
48.88   46.96   62.10   50.12   1.99   
47.95   47.96   62.48   51.98   2.05   
48.60   48.65   63.61   51.71   2.05   
48.78   48.37   63.44   49.88   1.99   
48.09   47.16   64.74   50.43   2.06   
48.54   48.11   62.31   50.77   2.11   
46.95   47.25   59.61   50.57   1.96   
47.85   48.72   62.22   51.89   2.07   
48.97   47.73   64.05   51.46   2.05   
48.68   48.29   62.13   50.46   2.06   
47.37   47.63   60.87   50.98   1.94   
48.80   48.56   62.71   51.45   2.01   
48.87   47.95   63.85   51.20   2.06   
47.95   48.31   63.93   51.72   2.07   
49.14   48.32   64.69   51.73   2.08   
49.14   48.31   63.73   51.67   2.12   
46.65   47.28   61.81   49.50   2.02   
47.72   47.86   61.08   51.32   2.06   
48.87   47.20   64.07   51.16   2.08   
48.22   48.28   63.41   51.52   2.08   
49.14   48.19   62.79   51.77   2.09   
48.81   48.22   62.86   43.68   2.17   
47.86   46.48   55.22   50.16   2.05   
47.33   46.09   56.71   50.09   2.04   
47.81   46.39   61.47   51.57   2.05   
48.78   48.47   63.24   51.57   2.05   
48.68   48.30   64.60   51.61   2.06   
48.11   48.11   64.00   51.55   2.05   
49.13   48.37   62.43   51.99   2.11   
48.95   47.85   63.91   51.07   2.05   
48.06   48.65   62.50   51.85   2.06   
48.55   48.78   63.66   51.28   2.13   
49.12   47.52   64.58   51.23   2.07   
48.12   48.50   65.22   51.77   2.04   
49.17   48.44   63.83   52.30   2.09   
48.83   48.70   63.49   52.00   2.05   
48.84   48.19   64.00   51.97   2.05   
48.95   48.31   63.71   52.00   2.06   
48.93   48.23   64.99   51.85   2.07   
49.08   48.10   65.20   51.94   2.07   
49.05   48.41   63.95   52.08   2.08   
48.15   48.52   63.83   51.48   2.02   
48.50   48.54   63.46   52.08   2.04   
47.24   48.65   61.46   50.21   2.03   
48.69   47.63   62.08   50.43   2.10   
47.13   46.79   61.68   50.48   2.02   
46.89   48.37   58.59   51.51   2.06   
47.77   46.58   62.07   49.77   2.04   
47.93   46.91   64.36   49.61   2.10   
47.70   47.66   54.44   42.64   2.05   
43.98   40.58   58.22   49.90   1.88   
46.11   44.84   56.42   49.50   1.92   
46.00   47.81   62.37   51.83   1.89   
48.66   48.28   63.64   51.68   1.97   
46.99   48.54   64.26   52.08   1.98   
48.92   48.47   65.30   51.80   2.08   
47.66   46.77   60.15   51.14   2.11   
46.58   48.02   59.67   49.30   1.95   
47.79   47.77   61.98   49.65   1.97   
47.79   47.75   60.48   50.48   2.09   
48.29   46.36   63.04   47.64   2.12   
47.62   47.04   57.31   50.50   2.08   
47.75   48.08   59.36   51.69   2.10   
48.10   46.29   51.47   47.25   1.96   
47.21   45.45   54.40   49.06   1.96   
45.99   46.16   61.89   49.91   1.97   
47.96   47.21   63.56   51.37   2.06   
49.21   47.30   64.03   50.08   2.13   
48.16   48.59   63.54   49.25   1.95   
46.45   48.34   56.91   51.43   1.99   
48.49   47.46   57.79   42.05   2.08   
45.99   47.45   60.02   49.61   1.97   
46.40   47.27   60.14   51.36   1.88   
47.35   48.35   65.11   51.37   1.94   
48.08   47.90   63.02   51.44   2.07   
49.23   47.27   63.74   51.40   2.09   
48.53   48.59   63.73   51.10   2.04   
48.56   47.42   62.50   50.69   2.15   
48.59   47.38   64.79   51.29   2.06   
47.85   47.37   65.16   51.07   2.02   
47.99   48.44   62.79   52.22   2.06   
47.45   47.73   63.81   50.90   2.00   
48.15   48.09   64.08   52.06   2.02   
48.72   48.53   47.24   46.01   4.03   
