N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
24.67   46.19   42.61   52.23   1.01   
47.32   47.53   46.02   42.28   2.05   
44.15   47.85   54.23   50.52   1.85   
48.02   43.55   59.41   50.44   2.01   
20.35   13.85   36.86   26.08   1.91   
21.88   20.76   24.87   22.87   1.64   
31.04   23.89   25.40   26.70   2.38   
26.50   28.02   23.72   31.01   2.19   
31.84   35.49   38.94   33.16   2.17   
29.05   28.88   29.40   19.68   2.69   
22.12   22.04   26.25   28.65   2.07   
26.62   29.70   27.19   22.25   1.56   
26.05   25.31   29.31   33.23   1.93   
24.82   22.44   39.76   18.58   1.13   
29.47   25.12   26.66   27.89   2.93   
19.23   45.41   29.19   24.45   1.71   
26.30   17.89   28.47   27.35   1.43   
33.75   17.77   34.30   32.91   2.44   
24.57   22.14   32.00   24.64   2.37   
18.40   34.49   32.88   23.81   1.41   
21.49   25.83   35.75   23.12   1.53   
24.15   29.87   52.67   32.94   1.04   
28.57   28.07   37.76   20.59   2.36   
17.46   27.35   14.67   31.89   2.00   
27.64   23.24   30.91   16.10   3.80   
16.65   24.83   28.72   24.60   1.09   
19.16   28.46   43.64   15.34   0.83   
19.76   29.29   25.66   18.20   1.47   
36.19   28.10   41.74   33.11   2.46   
23.34   23.75   20.39   20.43   2.43   
22.46   25.53   24.69   23.17   1.52   
25.76   27.55   31.22   19.92   1.87   
34.84   18.11   33.18   20.31   3.34   
25.78   23.15   20.72   19.24   2.08   
22.13   19.77   32.15   17.19   2.70   
25.68   33.64   40.44   26.01   1.66   
45.77   29.80   33.47   25.65   4.49   
24.15   46.39   29.07   26.40   2.57   
27.18   17.70   23.46   20.22   2.10   
31.32   14.21   21.79   14.52   3.43   
35.94   30.08   28.85   33.64   1.55   
25.37   44.87   39.99   27.61   1.84   
33.07   21.93   28.59   22.92   2.34   
24.45   22.88   17.35   21.84   1.69   
21.23   18.49   29.59   18.49   1.63   
46.61   24.80   19.63   17.35   4.95   
17.93   21.47   26.63   16.68   1.00   
30.22   46.02   26.66   20.02   2.65   
46.91   31.81   31.07   24.25   1.99   
21.63   24.60   56.88   35.61   1.47   
24.18   24.54   36.42   15.25   2.76   
24.47   19.25   30.44   37.35   1.04   
33.02   23.10   20.48   21.83   2.44   
26.15   32.34   30.34   48.47   1.55   
24.83   27.98   21.76   18.30   1.57   
15.00   21.44   26.36   30.98   1.20   
24.97   26.08   28.64   17.71   1.98   
30.05   28.40   39.13   19.89   2.44   
24.02   26.24   29.71   48.39   1.00   
44.21   47.53   57.59   48.92   1.91   
44.59   42.12   47.10   45.98   1.87   
46.27   47.12   61.25   51.12   1.99   
47.68   47.87   61.70   51.39   2.07   
47.82   46.95   60.47   51.45   2.06   
47.23   48.13   63.39   50.97   2.04   
48.45   47.58   62.73   51.16   2.11   
48.56   47.89   62.47   51.27   2.07   
46.58   46.98   61.15   51.24   2.04   
47.90   46.96   63.37   49.78   2.05   
48.51   41.48   53.23   43.17   2.23   
45.12   44.15   45.15   42.17   1.95   
43.12   44.06   48.20   45.70   2.11   
46.49   41.15   54.48   43.92   2.00   
42.02   45.49   50.64   46.49   2.07   
44.52   42.71   54.13   43.69   1.98   
43.93   45.49   46.96   45.90   2.07   
43.55   42.52   53.11   43.01   1.91   
42.34   45.34   56.47   50.60   1.80   
48.50   46.92   58.18   47.73   2.36   
42.98   42.85   52.89   42.66   2.09   
45.26   42.78   53.01   43.94   2.06   
42.71   45.23   50.59   46.48   2.05   
45.82   43.48   51.35   42.40   2.03   
41.31   44.70   46.49   46.42   2.04   
43.57   40.59   51.80   42.43   1.89   
43.70   43.52   45.65   47.69   2.12   
45.79   41.41   52.31   44.08   2.02   
41.87   44.18   46.55   42.91   1.98   
40.75   46.62   61.40   50.13   1.73   
45.83   46.71   58.77   50.37   1.92   
47.81   46.09   60.08   49.45   2.01   
47.55   45.38   61.52   49.65   1.98   
45.86   45.33   48.51   48.94   2.01   
46.85   43.75   53.26   43.75   2.15   
43.18   44.82   48.73   44.86   2.04   
46.34   46.66   59.21   46.75   1.93   
47.49   44.91   55.64   43.28   2.24   
48.86   47.72   62.91   51.28   1.98   
48.46   46.84   59.91   52.45   1.98   
49.07   48.66   63.49   51.40   2.04   
