N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
32.18   48.19   51.74   48.73   1.39   
45.98   47.72   63.42   51.56   1.86   
48.52   48.57   63.80   50.86   2.12   
47.62   45.44   60.55   48.92   2.00   
47.72   45.73   60.90   48.44   2.05   
45.02   47.04   62.89   50.65   1.92   
46.96   48.44   59.64   50.79   2.00   
47.34   48.23   58.91   51.24   1.97   
48.30   48.38   62.96   52.03   2.09   
48.90   48.38   62.45   52.65   2.09   
48.71   48.08   63.85   51.83   2.06   
48.56   48.47   63.63   51.87   2.04   
48.71   49.01   63.22   52.64   2.07   
48.72   48.44   64.78   52.39   2.07   
49.32   48.22   64.71   52.43   2.09   
49.16   48.02   64.88   52.36   2.07   
49.26   48.12   63.83   52.55   2.08   
48.63   47.09   63.83   52.36   2.04   
49.12   49.20   63.92   52.55   2.09   
49.05   48.62   63.74   52.48   2.08   
49.37   47.78   65.84   47.58   2.13   
48.86   47.01   60.99   51.07   2.01   
48.23   48.80   63.54   52.45   1.99   
48.75   48.78   63.78   52.38   1.99   
49.10   48.78   64.43   52.10   2.01   
48.95   48.56   62.89   51.13   2.10   
48.56   48.32   65.63   51.03   2.02   
48.62   48.68   65.48   52.48   2.00   
48.82   48.31   63.71   50.83   2.01   
47.24   46.72   59.41   51.97   1.91   
49.02   48.41   64.61   52.18   1.98   
48.60   48.31   64.21   51.97   1.98   
48.50   48.74   65.61   52.01   1.98   
48.82   48.76   65.11   52.56   2.02   
49.41   48.60   65.34   52.28   2.04   
49.50   47.92   64.66   52.05   2.02   
49.10   48.27   64.67   52.25   1.99   
48.50   48.93   64.19   52.32   1.96   
48.91   49.08   64.39   52.57   1.98   
49.03   48.68   62.10   50.04   2.01   
47.14   47.87   65.18   50.74   1.99   
48.83   48.76   64.83   50.81   2.14   
48.14   47.79   61.22   52.37   2.02   
48.21   47.25   63.26   52.11   2.08   
45.56   48.44   61.81   48.80   1.92   
48.09   47.46   63.56   51.07   2.00   
48.93   48.41   59.16   51.47   2.07   
49.16   46.59   63.86   50.86   2.13   
45.43   47.04   60.82   48.54   2.01   
46.88   45.20   57.83   48.56   2.03   
46.78   45.33   55.36   49.93   2.03   
48.52   47.18   57.11   50.23   2.00   
45.82   47.68   56.52   51.55   1.99   
48.56   45.48   63.09   50.99   2.09   
48.21   48.00   61.35   50.46   2.02   
48.06   48.35   56.29   52.20   1.99   
48.12   46.55   63.06   49.08   2.01   
48.19   48.57   60.38   49.46   2.02   
46.99   46.89   55.83   46.58   2.02   
46.64   47.13   64.94   51.95   1.92   
49.11   48.32   65.86   51.94   2.00   
49.26   48.56   63.78   52.27   2.01   
48.93   48.74   63.69   52.90   2.00   
49.50   48.76   64.35   52.68   2.04   
48.91   48.55   64.19   52.33   1.99   
48.96   48.66   64.46   51.97   1.97   
48.88   47.93   64.69   50.82   2.23   
44.22   44.91   63.93   46.73   1.88   
46.62   46.94   60.53   49.20   2.02   
47.89   49.03   58.91   51.05   2.05   
47.99   46.14   65.13   49.16   1.96   
48.37   47.00   65.90   50.25   2.04   
47.07   47.30   60.13   51.94   2.04   
47.56   48.32   64.05   51.89   1.92   
48.29   48.81   62.65   51.78   2.07   
48.57   49.02   63.54   52.57   1.98   
49.06   48.53   65.75   52.44   2.03   
49.38   48.78   65.26   51.47   2.11   
48.69   48.06   58.25   52.51   2.07   
48.12   46.80   63.47   51.94   1.94   
48.99   49.02   63.53   52.17   1.98   
49.16   48.84   63.58   52.41   2.01   
49.23   48.72   64.76   52.28   2.02   
49.37   47.05   58.28   52.27   2.02   
47.68   46.19   57.37   52.37   1.98   
48.74   48.32   63.98   51.81   1.98   
49.05   48.96   64.01   51.89   1.98   
48.57   48.87   63.65   52.31   1.99   
48.51   48.88   64.52   52.47   2.00   
49.23   48.49   65.27   52.29   2.04   
49.36   47.83   65.77   51.69   2.02   
49.18   48.09   64.59   51.83   2.00   
48.65   48.59   64.26   52.22   1.99   
48.37   49.11   62.88   50.53   2.05   
48.44   48.44   63.47   52.12   1.98   
49.07   48.28   64.67   52.07   2.00   
49.32   48.19   65.32   51.97   2.02   
48.65   48.63   65.57   52.16   1.99   
48.90   48.82   64.81   52.38   2.00   
49.08   48.69   63.81   52.92   2.03   
