N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
92.69   116.87   93.79   113.37   1.56   
123.27   116.03   110.85   108.11   2.03   
117.38   117.82   112.57   112.72   1.93   
120.74   120.76   114.17   113.74   2.02   
123.75   118.34   115.72   112.74   1.99   
121.66   124.41   112.79   113.26   2.06   
123.48   119.58   116.11   112.52   2.03   
121.57   120.12   112.94   114.13   2.01   
122.13   121.31   114.77   112.74   2.01   
121.75   122.71   114.56   114.39   2.04   
124.32   120.85   115.11   112.89   2.02   
122.24   120.57   114.34   113.91   2.02   
121.14   120.12   113.69   112.03   1.99   
119.84   94.45   95.42   113.42   2.02   
125.30   121.60   114.77   112.47   2.06   
122.53   120.94   114.72   114.29   2.06   
122.42   120.85   114.78   112.05   1.99   
120.94   120.66   113.31   111.84   2.03   
123.84   121.95   114.72   112.36   2.01   
121.66   124.81   114.12   114.83   2.03   
125.48   118.86   115.61   112.25   2.05   
121.14   120.20   116.33   112.99   2.00   
118.69   123.66   113.58   114.61   1.99   
125.30   118.61   116.17   111.84   2.05   
121.51   120.66   122.96   116.28   1.97   
120.40   122.42   114.34   114.13   1.95   
120.03   122.89   115.82   114.89   2.01   
120.29   119.77   113.74   113.85   1.96   
120.57   120.94   114.72   113.81   1.97   
124.81   119.75   114.83   115.00   2.06   
121.31   118.95   114.78   113.91   1.96   
123.09   125.09   113.32   113.95   2.06   
122.33   121.03   115.06   113.09   2.04   
121.68   120.03   114.56   113.36   2.04   
120.66   121.03   115.16   113.26   2.02   
121.22   120.94   114.77   114.01   2.01   
122.22   124.23   116.45   118.27   2.01   
120.31   123.36   113.85   112.57   1.98   
119.03   120.40   115.89   113.36   1.94   
122.15   121.86   114.17   113.21   2.01   
122.80   120.48   115.33   114.22   2.04   
119.86   122.42   114.77   112.26   2.00   
121.60   118.95   112.62   112.42   2.03   
119.86   118.15   113.81   112.89   2.00   
112.37   114.29   117.58   107.96   1.90   
117.57   116.61   115.94   110.50   1.98   
121.22   119.75   114.29   115.39   2.05   
123.84   119.84   115.06   112.94   2.05   
123.63   121.49   115.16   114.34   2.06   
123.75   120.12   116.56   112.99   2.04   
122.42   121.11   114.29   114.61   2.07   
121.31   120.20   115.39   116.05   1.97   
122.42   124.53   114.99   113.64   2.07   
122.80   118.86   115.49   113.00   2.02   
123.09   121.57   115.06   113.09   2.07   
127.90   121.29   114.51   115.89   2.10   
124.90   118.09   115.67   114.18   2.08   
124.71   118.09   116.00   114.01   2.05   
122.22   119.24   114.44   113.69   2.00   
122.13   119.30   115.56   113.64   2.01   
119.58   122.80   114.94   112.31   1.93   
120.94   121.31   115.49   114.07   1.99   
123.27   119.03   116.40   113.53   2.04   
121.03   119.67   113.47   113.64   2.03   
123.00   120.12   113.96   114.07   2.05   
122.13   120.14   113.95   114.13   2.01   
122.60   120.40   114.23   113.47   2.01   
120.48   120.74   114.56   113.32   1.95   
119.41   119.94   114.23   112.78   1.95   
120.12   119.86   114.44   114.23   1.96   
118.61   120.66   114.99   114.56   1.95   
119.77   125.09   112.31   114.01   1.94   
121.95   119.75   114.40   112.89   1.97   
119.58   120.40   114.39   114.56   1.94   
120.29   120.59   115.32   114.23   1.99   
124.51   120.22   117.53   115.39   2.07   
122.13   119.77   114.29   114.17   2.02   
122.51   119.22   114.56   114.13   2.03   
121.40   117.65   112.99   113.16   1.99   
125.77   121.77   112.46   113.64   2.09   
123.36   121.49   114.01   114.18   2.05   
122.33   120.66   114.95   114.12   2.04   
123.18   120.37   114.73   114.39   2.05   
121.84   119.14   113.96   113.00   2.00   
119.75   120.94   114.51   113.58   2.00   
119.77   119.86   115.67   114.07   1.99   
123.16   119.86   113.85   113.96   2.05   
123.27   119.58   114.66   118.87   2.02   
123.48   121.38   115.00   113.37   2.01   
120.29   119.94   115.84   115.16   2.05   
120.85   120.57   114.99   114.23   2.03   
122.89   119.69   114.89   114.56   2.07   
122.62   121.49   116.85   113.16   2.04   
122.98   119.67   114.01   111.62   2.08   
123.82   118.71   114.34   112.72   2.07   
122.33   118.95   114.29   112.72   1.89   
120.40   121.49   114.83   114.94   1.97   
122.80   120.66   115.72   114.78   2.03   
124.71   122.51   113.81   112.83   2.06   
119.58   119.39   115.06   113.80   1.97   
