N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
132.57   132.68   140.18   137.46   1.86   
139.72   134.92   139.85   135.83   1.97   
139.87   137.32   133.79   137.84   2.06   
142.24   135.93   137.61   139.46   1.99   
123.63   143.52   138.24   137.78   1.96   
146.11   136.98   136.90   136.05   2.04   
120.57   140.37   134.52   136.83   1.65   
141.07   137.57   137.71   137.76   1.97   
144.29   115.61   138.16   132.09   2.03   
134.35   143.24   136.98   136.85   2.02   
131.79   121.60   141.08   129.17   1.88   
133.44   140.60   136.83   138.98   1.90   
132.78   135.14   136.90   124.35   1.86   
143.73   137.35   136.68   135.35   2.03   
141.46   133.68   134.52   137.22   1.94   
139.99   141.73   136.22   138.31   2.38   
145.73   137.94   136.75   137.37   2.05   
140.22   112.75   139.87   136.90   1.94   
140.10   126.57   139.06   138.16   2.11   
119.58   125.88   137.61   136.05   1.68   
142.12   137.91   134.68   136.99   1.96   
138.65   136.98   139.62   137.37   1.96   
128.93   140.99   134.45   138.96   1.87   
144.26   137.72   138.33   138.41   2.01   
145.07   127.39   139.04   113.47   2.50   
132.78   139.00   135.76   130.49   1.90   
135.82   138.65   134.83   135.98   1.98   
143.76   133.79   136.59   121.46   1.98   
141.07   137.72   136.83   138.56   1.98   
140.60   139.99   135.76   137.84   1.94   
137.21   140.10   139.06   133.63   2.43   
146.24   135.82   137.46   136.05   2.08   
143.36   136.51   136.75   137.86   2.09   
142.85   137.94   136.29   136.75   2.01   
142.60   138.51   139.95   134.38   1.97   
143.24   141.19   138.50   132.96   2.03   
142.88   139.84   136.68   140.28   2.05   
143.36   129.35   138.18   135.05   1.98   
133.44   131.05   137.39   135.50   1.98   
144.54   136.76   138.56   136.22   1.99   
115.43   136.07   136.90   120.48   1.58   
141.61   131.02   137.63   136.98   2.01   
141.46   136.29   137.07   137.46   1.99   
141.70   140.10   135.21   136.68   1.97   
136.98   134.33   137.31   138.64   1.93   
142.24   136.62   135.28   138.65   1.96   
145.57   133.90   136.75   134.45   2.09   
139.72   112.84   140.67   133.93   1.99   
140.60   140.96   137.93   137.39   1.93   
133.21   140.84   137.39   135.21   1.85   
115.11   140.72   136.98   134.31   1.61   
140.72   137.10   132.52   137.71   1.99   
115.86   144.66   136.83   138.01   1.63   
146.11   139.03   138.16   130.44   2.07   
140.72   135.25   137.29   136.99   1.95   
143.12   127.17   138.18   136.59   2.24   
140.10   123.93   138.88   139.29   1.99   
115.92   143.12   135.45   137.07   1.59   
128.00   143.12   136.36   135.21   1.80   
144.54   137.69   136.60   123.59   2.12   
140.72   142.09   140.93   134.99   2.36   
143.49   136.76   135.05   137.78   2.30   
141.07   138.17   136.60   136.60   2.29   
143.89   130.08   130.58   137.86   2.03   
138.88   133.66   138.73   134.61   2.01   
144.13   135.46   139.38   122.96   2.20   
141.97   135.82   137.31   124.94   2.15   
136.18   134.78   136.99   137.22   1.93   
142.09   139.49   136.53   137.52   2.18   
136.87   138.28   126.19   132.30   1.89   
141.22   128.83   138.01   137.86   2.19   
145.19   141.22   138.08   133.63   1.98   
138.03   139.03   137.54   127.79   1.97   
139.64   136.73   136.29   135.59   2.02   
143.36   139.87   135.81   112.05   1.96   
114.29   131.48   139.29   135.90   1.58   
143.76   139.84   138.25   139.46   2.04   
141.73   139.49   127.33   134.90   2.02   
127.20   139.72   135.52   137.37   1.93   
134.11   138.51   134.61   132.09   1.88   
144.79   139.87   136.68   135.21   2.16   
129.25   116.61   142.02   135.14   2.22   
140.84   138.28   136.14   137.05   1.97   
132.13   131.15   134.07   135.21   1.86   
142.88   138.28   139.29   136.90   2.07   
140.37   135.57   135.68   136.12   1.97   
141.97   136.76   136.05   139.79   2.37   
145.86   133.34   140.85   138.56   2.05   
139.11   136.76   137.69   135.06   2.00   
138.88   128.22   138.88   137.54   1.94   
140.10   137.80   138.73   135.90   2.05   
139.99   134.70   137.76   136.44   1.96   
142.09   140.34   138.50   125.52   1.91   
137.46   136.15   137.07   138.33   2.01   
117.14   142.21   118.29   137.14   1.72   
141.34   122.62   139.93   138.81   1.99   
123.25   143.00   138.73   133.56   1.74   
142.60   134.35   138.65   137.69   1.96   
143.36   133.13   136.75   133.77   2.00   
144.66   137.35   140.85   135.35   2.05   
