N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
31.54   47.86   51.23   50.58   1.30   
48.37   47.62   61.86   50.61   1.97   
48.12   48.44   62.39   50.77   1.96   
48.28   46.08   62.75   47.86   2.15   
48.15   45.58   58.67   47.78   2.09   
46.07   47.45   61.35   50.14   1.88   
48.31   47.07   63.56   50.57   1.98   
47.85   48.05   63.29   51.37   1.98   
48.46   47.80   62.89   51.42   2.07   
48.81   47.31   62.88   50.34   2.07   
48.35   48.25   62.78   50.89   2.04   
48.59   48.52   62.74   51.01   2.06   
48.43   48.14   63.07   51.12   2.06   
47.88   47.83   61.49   51.66   2.05   
48.92   46.81   61.79   50.74   2.06   
47.59   47.68   62.79   50.75   2.02   
47.42   47.98   63.26   51.01   2.06   
48.99   47.86   63.83   51.02   2.12   
48.99   47.89   58.04   50.51   2.01   
48.43   48.52   62.61   51.06   1.97   
48.47   45.90   61.81   51.25   1.98   
48.47   48.21   63.73   51.46   2.07   
48.16   47.24   62.75   51.22   2.09   
48.66   47.53   62.66   50.73   2.06   
48.00   48.24   62.60   50.71   2.03   
47.70   48.38   61.62   48.66   1.95   
48.51   47.82   45.35   50.12   2.00   
48.97   47.85   62.18   51.73   2.00   
48.71   48.56   63.08   48.71   2.01   
47.35   47.07   62.55   51.03   1.94   
47.63   47.00   57.18   48.30   2.14   
48.31   47.10   58.01   47.86   1.97   
46.82   48.53   59.36   51.61   1.99   
48.74   48.08   61.60   51.40   2.02   
48.47   47.73   64.53   51.04   1.99   
48.72   47.87   64.33   51.19   2.00   
48.59   44.83   62.68   48.69   2.02   
44.57   45.73   54.61   50.26   1.93   
46.43   47.57   59.14   50.58   2.05   
48.97   47.65   63.12   52.06   2.00   
47.73   48.28   62.06   50.76   1.97   
47.65   48.38   61.54   51.32   1.98   
48.43   47.04   64.21   50.37   1.98   
48.88   47.86   64.21   50.15   2.00   
48.34   47.71   62.50   51.97   2.01   
48.87   47.28   62.61   51.26   2.00   
48.65   47.52   62.89   51.04   1.97   
48.38   47.64   63.39   50.97   1.98   
47.86   47.88   64.43   50.81   1.97   
48.62   48.06   63.76   50.82   2.00   
48.51   48.06   61.86   51.77   1.99   
48.78   47.36   63.36   51.35   1.99   
48.62   46.67   58.74   51.15   2.03   
48.41   48.24   63.61   49.77   1.98   
47.34   47.07   64.05   51.48   1.98   
48.51   47.96   62.55   51.31   1.98   
48.74   47.55   62.98   51.35   1.98   
48.15   47.95   63.24   45.83   2.00   
48.47   45.52   57.36   50.85   2.00   
48.65   48.11   62.79   51.41   2.03   
48.78   47.37   63.01   50.87   2.00   
47.28   48.50   62.47   51.34   1.92   
47.92   48.53   62.15   51.59   1.98   
48.49   47.29   62.88   51.29   2.00   
48.84   47.51   64.34   51.15   1.99   
49.05   47.25   63.48   50.98   2.01   
48.40   47.65   62.48   51.38   1.99   
47.52   48.48   62.18   50.77   1.96   
47.92   48.59   61.73   51.50   1.99   
48.59   47.38   64.53   50.81   1.98   
48.21   47.51   64.45   51.22   1.97   
48.34   48.00   62.68   51.68   1.97   
48.80   47.55   62.10   51.39   2.01   
48.68   48.40   62.60   50.94   1.98   
48.50   47.13   63.02   51.25   1.97   
48.45   47.61   64.43   50.61   1.99   
48.56   47.27   64.50   50.88   2.01   
47.68   47.09   61.26   51.82   1.99   
48.63   48.06   62.97   51.13   1.97   
48.69   48.10   63.09   51.11   1.98   
48.38   48.21   63.11   51.40   2.01   
48.45   48.13   62.89   51.57   2.00   
48.74   47.99   64.05   50.62   2.01   
48.90   47.66   62.98   51.45   2.00   
48.71   47.86   63.31   48.46   2.09   
47.69   46.47   57.68   48.35   1.97   
47.14   48.08   62.61   51.43   2.04   
49.02   47.46   63.04   51.31   2.08   
48.80   47.70   63.34   50.96   2.06   
48.03   48.37   62.75   51.00   2.02   
48.22   47.48   63.02   51.21   2.06   
48.97   47.93   57.95   50.09   2.01   
48.08   47.56   61.15   51.52   1.99   
47.82   48.25   60.51   50.55   1.94   
48.27   48.21   61.40   47.89   2.09   
46.10   48.11   63.31   51.28   1.88   
48.92   47.15   64.48   51.11   2.00   
48.75   47.16   63.16   51.90   2.00   
48.13   48.25   62.00   51.43   1.99   
48.41   48.10   62.58   51.56   1.98   
