N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
32.59   47.09   49.79   50.53   1.41   
47.79   48.47   62.56   51.92   1.95   
47.78   45.96   56.75   50.07   2.00   
46.69   47.38   61.25   49.96   2.03   
47.88   47.52   60.62   51.60   2.05   
48.38   46.82   56.40   48.02   2.18   
46.17   47.41   55.81   51.15   1.97   
48.21   47.92   64.33   52.11   2.00   
48.55   48.63   64.26   52.31   2.04   
49.23   47.63   64.47   52.07   2.06   
46.31   43.75   56.90   50.00   1.94   
48.05   47.02   60.81   49.29   2.13   
44.19   46.95   56.94   49.99   1.86   
47.00   44.95   55.62   46.01   2.06   
44.44   44.27   56.79   45.44   1.92   
45.69   45.19   59.54   49.50   1.99   
44.19   46.91   53.35   50.68   2.03   
44.67   44.20   54.74   47.29   2.01   
45.52   36.13   55.45   52.07   1.86   
47.93   48.68   64.52   51.75   1.99   
48.53   48.15   63.91   51.39   2.00   
47.98   47.38   63.46   52.23   2.01   
49.02   47.72   64.65   52.45   2.03   
49.06   47.69   65.23   52.06   1.99   
48.98   48.84   65.36   47.69   1.99   
48.71   48.93   64.40   46.57   2.05   
49.37   47.59   64.76   51.88   2.03   
48.94   47.71   65.27   51.86   1.99   
49.08   48.17   65.27   52.41   1.99   
49.15   48.21   64.79   51.83   2.00   
48.37   48.05   65.23   51.77   1.97   
47.82   48.90   64.43   52.70   1.98   
49.24   48.59   64.61   52.55   2.04   
49.34   48.19   65.50   52.37   2.00   
49.14   48.30   64.86   51.05   2.00   
42.28   45.75   58.55   52.66   1.74   
49.05   48.81   64.29   52.05   2.01   
48.80   48.43   64.81   52.57   2.00   
49.35   47.85   64.62   52.11   2.05   
49.11   48.18   65.20   51.65   2.00   
48.70   48.75   65.04   51.31   1.99   
48.76   48.75   64.00   52.89   2.04   
49.19   48.70   64.66   52.77   2.03   
49.23   48.68   64.55   52.19   2.00   
48.81   47.46   65.50   51.25   2.00   
48.92   48.63   63.59   52.24   1.99   
49.22   48.65   65.06   52.79   2.03   
49.23   48.88   64.38   52.86   2.03   
48.25   48.93   64.26   52.66   2.03   
49.34   47.87   64.40   52.07   2.05   
48.77   48.32   65.37   51.94   1.98   
49.14   48.93   65.04   52.64   2.01   
49.02   48.90   64.28   52.87   2.01   
48.92   48.08   64.66   52.32   2.01   
49.34   48.60   65.66   52.78   2.03   
48.22   48.11   65.59   52.46   1.96   
49.15   47.86   65.45   52.27   2.01   
48.63   48.28   64.94   51.97   1.98   
48.80   48.93   65.50   52.56   2.01   
48.31   48.75   64.48   52.51   2.00   
49.37   47.90   65.04   52.07   2.01   
48.74   48.72   65.20   52.69   1.98   
49.14   48.08   64.69   52.02   2.03   
48.75   48.80   64.50   52.75   2.02   
48.22   48.83   64.65   52.77   1.99   
49.15   48.53   64.29   52.44   2.02   
48.56   48.24   64.19   52.32   2.01   
49.03   47.48   65.46   51.85   2.00   
48.69   47.63   65.11   52.28   1.98   
48.06   48.90   63.88   52.60   1.97   
49.34   48.95   64.94   52.76   2.01   
48.93   48.19   64.79   51.75   2.00   
47.90   48.55   65.48   52.15   1.95   
48.68   48.16   64.57   52.51   1.97   
48.60   48.95   65.20   52.41   1.99   
48.87   48.43   65.00   52.07   2.01   
48.51   48.66   63.68   52.69   1.99   
49.35   48.27   65.13   52.03   2.00   
49.01   48.63   65.36   52.61   2.00   
49.03   48.97   65.34   52.85   1.99   
48.69   48.96   65.11   52.47   2.00   
47.88   48.35   62.96   51.76   1.98   
49.35   47.51   65.11   52.89   2.02   
49.17   48.19   65.31   52.25   2.00   
48.97   48.09   64.85   52.12   2.02   
48.62   47.92   65.16   52.27   1.98   
48.53   48.80   64.01   52.30   2.01   
49.38   48.60   64.33   52.65   2.04   
49.29   48.50   65.11   52.83   2.01   
49.25   48.81   65.22   52.79   2.01   
48.99   48.75   65.48   52.55   1.99   
49.23   48.59   62.75   52.63   2.00   
48.90   47.31   58.85   50.99   1.99   
47.67   48.01   63.80   51.86   1.95   
49.38   47.77   65.45   52.33   2.02   
49.20   48.45   65.34   52.54   2.02   
49.10   48.87   65.09   52.21   2.00   
48.84   48.98   64.27   52.82   1.99   
49.12   48.57   65.06   52.43   2.02   
49.32   48.43   65.18   52.60   2.02   
