N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
121.11   126.29   122.82   120.43   1.87   
125.60   127.29   121.46   120.43   1.96   
124.90   126.19   119.28   122.76   1.95   
126.60   125.67   123.21   124.03   1.97   
124.60   128.73   120.48   118.51   1.95   
127.29   125.79   120.54   122.08   2.02   
125.98   126.98   122.13   122.08   1.97   
126.17   126.88   119.52   119.58   2.04   
131.90   126.98   118.69   121.34   2.12   
123.57   130.51   120.48   122.51   1.95   
128.19   127.10   119.58   120.66   2.04   
127.29   123.84   122.19   119.58   1.97   
127.68   128.41   120.43   119.10   2.06   
124.71   122.89   119.77   118.40   1.93   
129.23   126.19   125.78   121.90   2.07   
128.00   126.29   119.41   121.69   2.00   
125.70   125.88   121.38   123.47   1.95   
125.79   126.38   121.09   118.58   2.02   
127.39   125.18   118.23   124.61   2.02   
129.03   125.48   122.76   119.47   2.06   
127.70   126.38   121.15   119.17   1.88   
125.18   124.71   121.34   122.25   1.96   
125.70   126.48   120.35   118.93   2.02   
138.77   127.20   120.05   117.08   2.20   
125.48   127.17   119.88   121.09   1.98   
123.18   124.41   121.65   117.93   1.96   
128.41   127.39   121.82   119.34   2.01   
125.67   126.88   111.38   119.52   2.02   
126.48   123.18   118.64   112.00   2.01   
125.88   124.51   128.01   119.47   1.99   
129.13   126.69   119.28   119.64   2.03   
125.88   125.60   121.32   121.84   1.95   
129.13   128.32   120.12   121.63   2.05   
127.80   128.61   122.45   123.79   2.03   
128.32   123.25   120.25   118.11   2.02   
127.29   127.88   121.59   119.69   1.91   
128.19   128.12   120.90   121.77   2.03   
126.38   125.88   120.92   118.51   1.99   
135.71   127.39   121.88   119.82   2.18   
127.49   127.08   118.47   117.19   2.01   
127.61   127.58   122.19   119.23   2.02   
127.29   123.63   120.24   120.97   2.02   
129.03   125.39   120.90   120.01   2.04   
125.88   128.41   121.27   118.40   2.00   
127.17   124.99   126.05   119.28   2.02   
126.98   126.10   120.18   118.51   2.01   
126.10   123.73   121.59   119.47   1.96   
125.18   123.84   122.08   118.76   1.93   
128.19   126.88   120.07   119.40   2.07   
128.93   122.15   119.28   118.86   2.03   
126.79   123.75   120.66   118.64   1.84   
125.58   129.03   119.35   119.34   2.00   
127.90   127.20   120.47   119.77   1.99   
128.00   128.32   121.71   121.63   2.03   
128.19   126.60   119.82   119.81   2.02   
129.75   125.70   119.34   119.64   2.05   
124.23   125.60   119.81   119.82   1.97   
126.10   127.90   123.14   121.02   2.00   
126.88   127.17   119.28   119.95   2.00   
119.50   125.20   122.08   122.08   1.91   
127.68   124.71   119.94   119.35   2.07   
125.39   125.48   120.07   123.20   1.95   
129.13   125.88   120.12   119.88   2.09   
125.20   125.11   121.27   127.33   1.95   
124.60   127.29   122.08   120.60   1.99   
127.39   124.53   119.94   119.94   1.94   
125.48   122.71   120.77   119.77   1.98   
124.81   127.10   122.19   120.07   1.96   
124.53   126.38   119.69   119.82   1.98   
124.78   125.70   121.77   120.48   1.94   
128.19   133.13   119.81   120.01   2.07   
128.00   125.02   120.73   117.82   2.01   
128.32   125.39   120.60   121.46   2.09   
127.90   125.79   119.40   120.86   2.03   
129.03   127.58   125.78   121.03   1.99   
123.45   126.88   117.53   121.46   1.98   
124.23   128.32   120.79   125.25   1.96   
125.20   125.77   119.35   118.27   1.97   
126.19   124.90   121.21   121.90   1.98   
125.18   125.20   122.33   119.40   2.01   
128.19   125.88   119.35   119.45   1.89   
126.98   128.93   120.54   118.64   1.99   
127.58   125.11   118.92   115.94   2.05   
126.88   129.03   115.44   119.58   2.00   
125.30   124.60   120.18   117.53   1.94   
128.41   129.98   121.82   119.28   2.01   
126.19   127.29   120.71   118.69   2.01   
127.08   127.61   121.27   119.58   2.04   
128.12   123.36   120.96   120.31   2.06   
128.32   125.98   119.69   118.05   2.05   
128.51   126.67   119.17   116.28   2.04   
127.10   126.88   116.56   106.71   2.04   
124.32   131.15   117.58   116.23   2.13   
125.30   128.32   120.12   128.54   1.96   
126.60   127.39   120.35   121.28   2.02   
126.07   125.88   120.01   118.57   1.98   
125.67   125.41   122.19   119.82   1.96   
124.92   128.09   120.90   118.34   1.99   
124.90   126.79   118.22   120.84   2.06   
126.88   129.03   120.12   119.81   2.03   
