N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
107.82   138.51   133.42   123.02   1.91   
145.32   137.69   132.89   123.77   2.16   
120.85   135.00   134.24   138.08   1.75   
138.88   132.23   137.86   133.33   2.00   
139.26   135.68   135.90   134.68   2.02   
131.35   133.44   136.90   135.90   1.97   
139.96   130.51   137.07   138.25   2.00   
143.61   138.54   136.75   133.63   2.22   
127.29   142.09   135.14   139.69   1.80   
145.32   138.28   137.71   135.74   2.15   
140.48   135.46   132.75   134.76   2.05   
142.72   137.80   136.60   134.90   2.03   
142.24   139.26   134.59   137.86   2.10   
135.46   135.82   135.61   136.75   2.16   
143.12   121.03   140.69   136.05   2.02   
139.26   135.68   136.14   129.30   2.09   
120.14   131.56   118.41   117.12   1.66   
141.10   124.02   140.85   136.20   2.15   
137.57   138.88   132.23   119.28   1.93   
140.60   114.29   136.59   118.05   2.48   
126.38   141.46   134.76   138.73   1.80   
134.78   140.60   132.89   135.59   1.91   
137.35   132.68   139.13   136.44   2.01   
126.60   139.87   139.21   133.10   1.84   
139.72   137.57   135.52   135.52   2.02   
142.09   138.65   136.05   129.11   2.39   
118.88   134.89   138.10   137.54   1.90   
141.70   125.02   131.79   115.39   2.24   
138.77   131.25   136.83   116.51   2.07   
119.58   139.00   137.78   124.94   1.78   
135.35   136.76   138.24   133.70   1.92   
140.45   124.90   137.86   114.66   2.01   
140.72   136.65   134.97   135.83   2.03   
139.26   113.40   135.06   133.77   2.05   
140.72   119.86   139.21   138.01   2.28   
143.36   114.21   139.38   135.81   2.02   
139.00   135.71   136.75   137.31   2.01   
136.29   140.60   137.44   133.49   1.94   
134.68   138.17   138.18   132.52   2.01   
141.10   122.89   137.61   111.01   1.96   
141.37   138.17   134.22   135.37   2.10   
127.70   131.79   132.23   128.89   1.86   
140.75   131.90   137.93   135.43   2.01   
133.21   114.05   135.98   112.36   2.31   
115.61   115.11   117.47   137.84   1.68   
132.89   134.81   134.00   121.46   1.83   
138.54   132.44   118.29   133.93   2.17   
135.96   136.51   137.07   135.21   1.93   
140.84   138.65   135.66   136.36   2.02   
138.17   136.98   138.10   136.83   1.95   
134.57   136.40   133.84   136.85   2.37   
134.35   136.98   135.35   136.75   1.93   
142.12   128.51   133.56   136.53   2.20   
132.44   138.88   136.44   133.35   1.89   
114.38   136.73   137.54   132.45   1.60   
134.78   132.34   136.44   132.45   1.84   
136.87   136.51   131.95   135.59   1.96   
135.35   133.55   138.03   135.74   1.96   
144.01   138.40   132.75   133.70   2.01   
139.03   132.55   137.39   134.29   1.97   
123.25   128.63   119.69   117.42   2.11   
143.76   128.93   137.54   136.27   2.15   
140.22   127.70   136.12   136.29   2.06   
132.34   131.56   133.93   127.73   1.93   
135.11   130.84   138.96   118.34   2.17   
141.85   134.46   132.59   136.83   2.04   
133.34   138.63   136.14   134.83   1.90   
135.25   126.98   136.98   131.95   1.96   
141.85   134.11   123.91   127.52   2.50   
140.96   137.72   115.21   133.47   1.99   
113.38   137.24   135.43   134.68   1.60   
139.64   123.84   138.08   135.06   1.96   
141.58   137.69   116.79   136.99   2.00   
135.14   138.28   132.36   135.68   1.98   
125.79   136.65   134.59   133.05   1.84   
138.28   136.07   138.73   135.05   1.93   
138.17   138.17   136.36   135.59   2.04   
140.72   133.66   135.37   131.72   2.08   
127.20   133.55   137.69   136.53   1.80   
144.54   134.57   134.83   132.31   2.34   
141.73   135.03   134.90   135.83   2.13   
141.70   134.24   134.59   132.45   1.97   
114.85   134.81   138.88   135.76   1.61   
128.00   137.91   137.71   134.45   1.94   
143.00   136.29   134.45   136.75   2.13   
127.39   128.22   126.78   132.30   1.81   
131.48   139.00   132.89   131.36   1.87   
140.87   132.99   137.54   137.84   2.09   
140.34   140.84   134.47   135.88   2.06   
140.48   138.40   134.83   135.14   2.15   
120.12   114.21   138.41   132.75   1.69   
138.88   133.90   133.84   133.86   2.12   
142.48   133.21   118.29   138.81   1.94   
125.27   142.00   130.29   130.43   1.96   
141.22   132.44   135.21   136.83   2.07   
138.88   138.65   124.28   112.52   1.94   
136.29   135.60   134.90   128.56   1.99   
134.46   119.67   135.83   135.66   2.04   
143.24   140.10   135.83   137.05   2.07   
131.82   136.15   137.39   111.53   1.81   
