N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
35.93   46.72   51.69   50.55   1.47   
44.16   49.52   63.64   51.64   1.79   
49.44   47.77   62.24   53.91   2.12   
50.08   47.28   62.16   53.46   2.15   
49.77   46.34   64.07   52.74   2.06   
49.89   48.87   63.80   54.00   2.05   
47.16   48.43   63.78   49.92   1.91   
48.76   49.69   66.39   54.03   1.97   
48.60   48.59   64.92   51.03   1.99   
48.87   48.15   62.55   52.92   2.03   
50.12   49.72   65.48   53.90   2.07   
48.52   49.73   65.45   50.18   2.01   
49.23   48.38   66.69   54.20   1.97   
36.48   49.11   57.14   51.85   1.53   
49.45   46.96   66.87   51.18   1.96   
50.60   47.39   66.76   50.65   2.15   
49.71   48.78   66.04   50.51   2.08   
49.78   46.82   63.73   51.61   2.11   
48.66   47.86   65.54   53.81   1.95   
48.92   49.91   65.55   52.85   2.06   
47.82   48.68   65.27   51.19   1.94   
50.30   49.36   65.88   53.62   2.08   
47.93   50.24   62.78   52.42   1.90   
50.30   49.50   63.29   51.38   2.09   
50.28   49.46   58.47   53.37   2.03   
40.32   39.66   63.08   48.87   1.65   
47.79   46.91   64.00   49.05   1.99   
45.53   49.29   64.43   51.17   1.90   
47.56   49.91   67.19   49.28   2.10   
50.08   49.58   67.00   48.07   2.19   
47.22   44.75   58.37   46.80   1.90   
46.55   50.08   58.15   53.50   1.96   
49.31   49.05   59.25   53.11   2.01   
50.71   49.28   67.19   52.65   2.15   
49.86   49.64   64.95   53.72   2.12   
50.27   49.09   65.81   54.38   2.12   
50.38   49.74   65.29   54.51   2.11   
48.43   47.07   57.50   52.16   2.12   
48.27   49.63   51.22   46.09   2.12   
49.75   47.04   65.83   51.18   2.00   
49.41   50.23   66.12   54.02   1.98   
50.68   50.19   65.25   54.36   2.04   
50.03   50.30   65.65   54.15   2.06   
50.35   50.36   66.85   54.48   2.07   
50.58   49.72   66.23   54.32   2.12   
50.77   50.33   67.59   54.35   2.09   
50.69   49.67   67.34   53.04   2.08   
50.03   50.33   67.36   53.12   2.05   
47.10   49.81   62.97   50.95   1.90   
44.46   49.43   59.68   53.29   1.85   
46.95   48.55   64.12   53.24   2.09   
50.20   49.81   64.40   53.74   2.12   
50.57   49.89   65.47   54.43   2.12   
47.03   48.31   64.86   54.07   1.92   
45.70   50.16   57.87   52.96   1.96   
48.92   49.67   59.41   52.40   2.20   
47.70   43.93   45.71   43.24   1.99   
45.33   42.91   53.95   49.14   2.03   
44.46   43.76   66.89   50.17   1.98   
50.20   47.53   61.24   49.96   2.08   
48.97   47.30   64.19   51.44   2.06   
46.01   49.21   61.21   52.01   1.97   
47.03   48.63   59.49   52.79   2.04   
49.34   49.12   60.76   53.48   2.14   
48.35   46.80   64.34   51.60   2.00   
47.83   49.16   61.68   51.86   2.07   
47.00   48.59   56.21   53.07   2.10   
49.83   49.81   59.66   53.41   2.21   
50.42   45.96   64.69   50.47   2.07   
49.78   47.18   62.63   51.59   2.07   
47.32   49.87   62.08   52.12   1.97   
47.67   49.54   59.32   52.71   2.08   
50.22   49.32   62.66   53.51   2.19   
49.00   46.91   66.19   51.62   2.04   
49.57   47.21   60.85   50.57   2.06   
47.31   49.67   60.62   52.39   2.00   
47.85   49.63   61.37   53.54   2.08   
50.27   46.67   66.08   52.73   2.18   
49.92   47.07   65.94   51.40   2.08   
49.19   47.90   63.44   51.86   2.06   
49.92   47.39   51.48   52.29   2.37   
50.77   43.91   67.32   46.87   2.11   
48.23   46.31   64.33   48.43   2.02   
50.06   50.28   63.81   53.01   2.08   
48.81   49.78   66.19   53.85   2.04   
49.71   49.92   66.17   52.10   2.08   
49.63   49.15   66.30   53.48   2.09   
48.93   48.74   66.17   53.81   2.06   
50.11   50.25   65.25   53.92   2.11   
49.91   49.94   65.86   53.48   2.07   
50.27   49.67   57.25   49.64   2.27   
50.05   42.86   66.55   47.48   2.08   
45.77   47.76   56.72   51.50   2.00   
47.53   48.93   52.71   52.08   2.12   
50.51   46.65   63.80   48.69   2.15   
48.45   46.59   65.40   49.94   1.96   
45.70   49.28   57.19   51.14   1.99   
48.38   49.46   57.08   47.45   2.24   
45.42   46.15   59.48   52.75   1.92   
49.35   46.73   63.61   50.62   2.04   
