N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
25.05   46.35   45.12   50.22   1.06   
48.39   47.86   64.27   51.07   2.05   
48.05   48.81   62.96   52.28   2.04   
49.17   48.34   64.12   52.58   2.09   
49.11   48.40   63.90   52.32   2.07   
49.02   48.80   63.53   51.78   2.07   
49.01   48.72   64.79   52.40   2.07   
49.14   48.78   65.18   52.48   2.09   
49.14   48.22   65.59   52.39   2.08   
49.35   48.62   64.59   52.53   2.11   
47.46   45.62   62.48   51.75   2.00   
46.06   46.00   57.61   49.71   1.93   
47.25   44.31   59.29   51.01   2.04   
48.90   44.64   63.56   50.42   2.08   
47.65   46.77   63.14   52.14   2.09   
45.86   45.25   55.39   47.54   2.05   
45.58   46.06   61.51   49.22   2.07   
47.30   46.31   63.27   48.90   2.00   
46.03   47.87   57.97   51.10   2.00   
48.05   47.44   60.90   50.09   2.08   
49.09   46.32   62.03   49.38   2.11   
48.22   48.53   63.91   52.45   2.11   
46.89   48.43   61.10   48.07   2.03   
48.94   47.49   64.74   48.49   2.10   
46.65   46.80   64.19   51.13   2.04   
47.79   47.27   61.47   51.12   2.04   
48.47   48.23   63.63   51.39   2.06   
47.96   46.43   62.07   48.17   2.11   
44.93   45.20   61.54   48.79   1.86   
46.58   47.35   61.07   50.07   1.96   
46.45   48.11   56.42   51.14   1.96   
48.48   46.12   65.18   49.84   1.98   
47.42   48.03   61.23   51.76   2.06   
48.28   47.89   61.13   51.86   1.97   
48.88   47.20   63.51   51.65   2.07   
47.99   48.11   63.90   51.90   2.07   
48.82   47.83   65.63   51.43   2.07   
48.84   48.48   54.81   48.74   2.15   
47.35   45.86   59.10   51.27   2.08   
48.98   46.82   61.17   51.21   2.11   
48.50   46.67   64.34   50.44   2.10   
48.08   46.35   59.70   51.69   2.09   
48.76   47.76   63.76   51.58   2.06   
49.02   48.80   63.54   52.45   2.10   
49.08   44.01   53.99   46.01   2.07   
48.35   47.82   62.94   52.73   2.05   
49.34   48.91   59.51   42.92   2.13   
38.11   43.21   56.38   49.64   1.68   
41.68   43.32   52.70   47.51   1.85   
47.75   45.33   60.27   48.72   2.12   
47.61   46.85   56.40   50.40   2.00   
48.50   47.66   65.13   52.17   2.05   
49.34   48.81   65.27   50.17   2.09   
49.20   48.49   64.97   52.78   2.08   
49.25   48.63   65.23   52.55   2.08   
48.99   48.79   65.63   52.48   2.07   
49.22   48.87   64.64   52.78   2.08   
48.95   48.91   64.45   53.05   2.08   
49.40   48.87   65.40   52.60   2.09   
49.26   48.56   65.43   52.47   2.08   
48.99   48.05   65.50   52.27   2.09   
48.47   47.93   65.29   52.27   2.06   
48.93   46.96   64.46   52.46   2.09   
48.63   48.31   59.95   50.89   2.18   
46.37   47.27   64.09   51.72   1.99   
48.59   48.37   64.00   52.21   2.07   
48.28   49.01   63.97   52.77   2.11   
49.38   47.49   63.24   52.70   2.22   
47.34   45.52   50.44   46.34   2.18   
46.04   44.92   57.83   48.56   2.26   
43.48   44.23   49.51   38.52   1.98   
37.82   34.15   43.85   48.00   1.64   
45.83   44.53   58.19   48.56   2.09   
33.00   37.37   38.94   39.94   1.53   
46.14   46.42   42.14   38.79   2.27   
46.61   42.85   61.00   51.70   1.92   
48.24   48.23   62.57   52.45   2.08   
48.53   48.41   62.44   52.01   2.07   
48.57   47.45   64.55   52.05   2.09   
48.66   47.93   55.48   49.24   2.08   
47.32   48.31   63.31   52.48   2.06   
48.83   47.96   63.38   51.74   2.13   
48.57   48.38   64.92   51.55   2.07   
48.02   48.97   64.53   51.87   2.08   
48.03   48.08   63.81   52.57   2.08   
49.24   47.78   64.31   52.48   2.11   
49.20   47.93   65.63   52.42   2.11   
48.86   47.86   63.97   51.57   2.21   
46.24   45.76   51.83   44.46   2.08   
45.29   45.96   50.17   47.32   1.93   
46.09   44.99   53.33   45.93   2.00   
44.76   45.43   55.29   48.13   2.01   
46.65   47.14   58.25   46.47   2.01   
44.99   46.77   57.55   51.15   2.01   
46.02   45.99   52.56   47.82   2.09   
46.57   44.34   56.98   47.60   2.03   
45.65   46.42   57.28   51.56   1.94   
49.20   47.87   63.75   51.62   2.03   
49.14   47.78   65.25   51.85   2.07   
48.14   48.23   64.33   51.98   2.06   
