N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
25.96   48.62   41.29   51.53   1.11   
48.09   47.18   57.79   49.94   2.05   
47.66   48.47   62.08   51.81   2.07   
48.87   48.82   64.10   51.94   2.06   
35.48   46.23   52.86   49.15   1.56   
48.41   46.40   60.88   52.03   2.01   
48.23   48.18   62.60   51.03   1.98   
47.93   48.49   63.09   50.19   1.97   
48.75   48.78   63.33   51.77   1.98   
49.01   47.39   64.95   52.06   2.01   
49.10   46.92   49.90   27.89   2.14   
47.90   45.12   53.44   47.83   1.97   
46.51   46.35   53.92   48.28   2.08   
47.51   44.92   57.79   47.58   2.04   
46.42   44.91   60.09   50.32   1.89   
48.16   48.56   65.18   52.28   1.95   
49.02   48.81   65.16   52.11   1.99   
48.57   47.75   63.68   51.40   2.01   
49.14   48.06   63.29   51.17   1.99   
49.08   48.02   65.04   52.40   2.00   
48.55   48.02   64.92   51.93   1.98   
48.55   48.48   65.08   52.31   1.98   
48.75   48.80   63.61   52.30   2.02   
48.72   48.50   64.20   52.44   2.03   
49.01   47.72   65.11   51.88   1.99   
49.08   48.82   64.86   52.06   1.99   
47.99   48.63   63.98   52.45   1.95   
49.20   47.86   61.67   52.33   2.00   
48.62   48.02   64.05   51.74   2.01   
47.88   47.89   63.71   52.15   1.96   
48.99   48.17   64.66   51.77   2.03   
48.41   47.93   64.90   51.46   1.98   
47.62   48.75   63.74   52.44   1.97   
48.94   48.71   64.85   52.14   2.01   
48.97   47.77   65.02   52.33   2.01   
49.06   48.40   65.16   52.21   2.00   
49.05   48.62   60.65   52.21   2.01   
48.19   48.71   64.85   51.80   1.96   
49.10   48.22   62.93   52.04   2.02   
48.86   48.72   64.54   51.50   1.99   
48.62   48.53   63.64   52.02   2.00   
49.05   47.61   65.00   51.50   2.02   
47.42   48.78   64.17   52.64   1.94   
47.82   48.81   64.43   52.53   1.94   
48.95   48.97   64.05   51.55   2.00   
48.65   47.39   64.69   51.67   1.97   
48.30   48.32   63.53   52.03   1.98   
49.05   48.49   64.48   52.36   2.01   
48.99   48.80   63.92   52.01   2.02   
47.66   48.13   63.12   52.10   1.98   
48.53   47.90   63.63   50.77   1.97   
49.28   48.35   62.57   52.32   2.00   
48.69   47.99   60.74   50.96   2.00   
47.89   47.92   63.51   39.18   2.84   
35.06   32.26   50.15   38.69   1.58   
39.77   44.30   49.33   48.00   1.71   
45.20   45.94   53.67   41.94   2.17   
42.61   43.96   49.22   40.47   2.69   
37.59   43.55   55.15   51.60   1.74   
38.56   36.94   42.28   41.99   1.65   
48.66   48.29   59.99   52.15   1.99   
49.02   46.91   59.75   46.52   2.09   
45.20   39.65   52.36   46.22   2.01   
43.15   43.22   52.01   46.11   1.77   
48.63   48.21   64.48   52.29   2.11   
48.16   47.98   63.34   51.81   2.08   
49.12   47.86   62.89   51.20   2.11   
48.53   47.80   64.38   50.73   2.06   
47.39   47.56   63.66   52.12   2.05   
48.72   48.62   63.73   51.93   2.12   
48.62   48.41   65.13   51.45   2.06   
48.87   48.80   64.78   52.27   2.10   
48.41   48.81   65.15   52.33   2.06   
48.82   48.71   64.00   52.45   2.09   
48.99   48.34   64.38   51.76   2.11   
49.17   48.02   62.68   51.87   2.12   
48.87   47.17   64.72   52.36   2.06   
48.41   47.90   64.95   52.33   2.05   
48.80   48.38   64.19   51.96   2.10   
48.74   47.86   64.62   51.62   2.07   
48.40   47.62   64.74   51.48   2.05   
48.08   48.22   63.93   52.15   2.04   
48.63   48.62   64.46   51.74   2.06   
48.47   47.82   64.27   52.55   2.06   
44.49   45.73   56.46   47.95   2.04   
48.25   45.29   54.36   49.57   1.97   
45.28   45.07   48.93   47.26   1.99   
46.88   43.48   58.59   48.36   2.04   
47.16   46.11   62.05   48.88   1.97   
46.69   46.16   60.23   45.64   1.99   
45.05   47.74   51.67   47.35   2.09   
47.27   45.49   60.48   50.46   1.97   
47.32   45.92   58.90   48.10   2.06   
46.94   45.90   54.79   49.99   2.03   
47.32   47.45   59.84   50.45   2.03   
46.89   46.46   62.73   49.55   1.94   
46.04   47.85   64.00   51.20   2.03   
47.36   47.30   55.36   51.45   1.96   
45.92   47.34   62.81   50.71   1.93   
43.30   45.39   58.84   46.40   1.91   
