N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
104.43   112.28   105.08   101.65   1.86   
109.98   109.35   103.58   104.99   1.95   
115.86   112.83   105.68   103.63   2.03   
111.89   113.07   103.04   102.18   2.07   
114.44   110.43   103.63   102.17   1.96   
113.38   114.46   105.26   104.21   2.02   
114.77   109.14   104.76   100.46   1.97   
113.24   113.38   104.86   104.48   2.00   
115.35   110.96   102.26   100.00   2.05   
110.50   114.03   105.03   104.43   1.96   
117.55   112.05   104.89   101.66   2.03   
111.57   111.89   101.61   104.12   1.96   
115.27   109.58   106.11   103.49   1.99   
113.00   112.58   103.10   102.08   2.04   
113.96   108.77   105.03   103.45   1.95   
112.84   114.52   105.09   104.62   2.02   
110.67   107.51   104.95   101.74   1.95   
112.52   114.13   104.53   103.49   2.01   
116.27   108.49   103.98   101.70   2.04   
111.96   110.41   103.99   103.40   1.99   
115.01   112.52   106.57   103.50   2.02   
111.35   111.98   103.31   101.18   1.97   
115.84   111.81   104.30   102.92   1.99   
112.20   114.44   101.27   103.04   2.02   
113.80   108.56   105.31   103.71   1.96   
113.32   114.36   104.03   104.48   1.99   
113.65   111.42   104.53   101.87   2.01   
110.96   110.27   104.26   103.45   1.94   
114.11   113.72   107.33   103.28   2.01   
111.89   109.96   103.32   102.04   1.98   
116.45   111.20   105.91   103.32   1.98   
109.51   112.90   102.53   102.86   1.98   
110.12   111.50   105.12   103.46   1.93   
113.63   115.29   104.85   104.44   2.00   
115.37   109.82   104.02   101.10   2.03   
109.96   114.36   104.80   104.30   1.94   
115.37   112.43   105.49   100.63   2.04   
111.35   109.35   104.63   103.67   1.94   
114.03   108.12   104.39   103.58   1.95   
113.63   114.62   104.62   103.63   2.01   
115.76   112.28   104.80   103.00   1.99   
113.40   114.36   104.12   103.85   2.01   
115.11   112.28   105.35   103.85   1.99   
113.15   112.77   107.52   103.49   1.93   
113.47   113.00   104.85   104.66   2.00   
116.79   111.50   106.15   103.53   2.00   
110.72   114.70   104.08   103.94   1.97   
114.70   112.35   107.78   103.13   1.96   
112.11   115.70   105.16   104.57   1.99   
116.87   112.20   106.71   103.67   2.09   
112.92   114.85   104.90   103.94   1.99   
115.84   112.45   105.63   102.88   1.96   
113.32   114.60   104.99   104.57   1.99   
116.19   112.92   106.43   102.17   1.98   
112.50   115.03   105.22   104.43   1.98   
116.96   111.11   105.31   102.44   2.02   
113.23   114.62   104.90   104.57   2.01   
114.54   113.47   106.43   103.45   1.96   
114.13   114.19   105.41   104.93   2.00   
115.76   112.67   105.78   103.85   2.01   
113.72   113.80   104.03   104.08   2.00   
116.37   109.07   106.52   103.36   1.99   
113.00   113.78   105.41   104.43   1.98   
115.27   109.82   106.06   103.09   1.98   
112.67   114.44   105.08   104.63   1.99   
112.67   112.20   105.22   103.67   1.94   
112.52   113.65   104.89   104.08   2.04   
106.25   101.91   102.70   103.85   1.81   
113.30   114.95   105.16   104.57   2.01   
112.90   113.17   106.24   101.87   2.44   
99.69   96.14   91.02   97.56   1.78   
116.53   112.84   106.48   103.45   2.00   
112.75   114.46   104.30   103.31   1.97   
115.63   111.57   106.48   103.76   1.98   
112.92   114.21   103.35   103.63   1.98   
115.19   112.05   106.05   103.71   1.98   
113.47   111.64   104.22   102.82   1.99   
116.03   111.81   106.11   103.63   1.99   
113.30   114.70   104.86   104.02   2.01   
115.78   112.03   105.22   103.58   1.98   
111.13   114.52   105.03   104.53   1.95   
114.13   112.52   107.57   103.40   2.03   
114.46   113.63   105.49   104.57   2.01   
115.53   112.67   105.92   102.92   2.04   
112.35   114.46   104.98   104.26   1.97   
115.84   111.74   106.43   102.34   1.97   
113.72   114.85   105.18   104.30   2.00   
115.84   112.20   106.48   102.70   1.98   
112.84   115.35   104.49   103.94   1.99   
115.11   113.07   105.22   103.80   1.96   
114.05   114.36   105.40   104.76   2.02   
117.22   112.60   104.93   103.40   2.01   
115.35   113.32   107.81   103.28   1.98   
113.55   113.71   103.50   103.58   1.99   
114.29   111.57   105.49   103.40   1.98   
113.15   110.43   103.85   103.35   1.98   
116.35   111.03   106.11   103.67   2.01   
111.59   113.40   107.24   102.08   1.97   
111.20   110.65   102.60   102.39   2.02   
113.78   111.59   104.93   103.58   1.95   
