N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
91.85   106.45   94.86   112.84   1.53   
118.17   110.81   108.65   105.54   2.00   
112.90   116.13   113.68   113.00   1.87   
120.48   124.81   113.90   115.44   1.96   
120.66   120.22   115.49   116.56   1.97   
124.02   119.05   116.00   113.69   2.03   
120.48   134.35   115.77   114.34   2.01   
122.80   120.12   115.32   115.72   2.08   
121.57   121.86   114.40   114.07   1.99   
118.61   124.71   113.96   116.05   1.94   
122.89   120.40   114.73   114.29   2.05   
124.99   119.14   116.51   113.58   2.07   
123.36   121.49   112.62   114.89   2.04   
125.20   119.58   115.21   114.83   2.08   
125.51   122.89   115.93   113.81   2.06   
122.60   119.77   115.37   114.46   2.03   
121.31   120.74   121.34   115.06   2.00   
122.89   119.86   114.78   115.27   2.05   
122.42   118.61   114.34   114.83   1.95   
119.14   120.66   116.05   114.78   1.96   
121.29   121.60   116.21   115.72   2.01   
126.57   118.42   115.11   115.28   2.12   
123.07   119.75   114.08   115.65   1.98   
123.75   120.57   112.94   112.89   2.03   
118.97   121.11   113.64   120.71   1.91   
120.68   119.84   116.56   115.06   1.95   
121.40   121.40   114.18   114.44   1.95   
121.84   121.40   115.51   114.07   1.97   
124.41   121.40   114.07   113.74   2.04   
122.89   120.85   115.49   115.21   2.04   
120.94   120.57   115.16   115.84   2.01   
122.15   121.11   116.56   115.49   1.95   
122.33   120.57   116.00   114.29   2.00   
123.09   122.51   113.69   112.30   2.02   
120.29   122.71   115.77   112.84   2.01   
122.42   120.48   114.94   115.49   2.04   
123.07   111.50   94.79   115.33   1.99   
121.40   118.80   114.07   115.16   2.03   
124.51   122.44   114.94   112.41   2.04   
119.58   121.03   114.95   116.44   1.99   
122.13   123.66   117.87   114.83   2.00   
126.10   121.95   114.51   115.16   2.11   
125.20   122.51   115.39   113.41   2.05   
120.12   122.60   113.69   115.27   2.02   
124.21   122.06   114.49   113.16   2.00   
123.18   119.84   112.99   114.13   2.09   
120.74   126.60   113.96   115.60   2.00   
122.89   118.61   114.72   114.34   2.05   
122.13   120.03   116.39   113.00   2.02   
121.40   117.65   114.89   113.26   1.97   
118.44   122.04   114.34   114.18   1.98   
124.90   122.42   115.33   112.99   2.05   
121.95   121.77   114.61   114.83   2.00   
122.69   122.33   114.73   113.80   2.02   
119.33   123.93   113.21   114.12   2.02   
122.42   121.31   115.77   113.09   2.01   
122.13   123.09   115.44   113.68   2.02   
120.74   121.95   113.91   116.56   2.03   
125.20   118.59   116.45   113.31   2.07   
121.57   119.41   117.47   113.96   2.04   
125.09   118.97   116.11   113.47   2.03   
122.04   122.71   115.61   113.36   2.01   
123.00   119.03   116.40   113.42   2.04   
124.90   120.31   114.72   112.74   2.08   
121.49   121.20   114.18   112.67   2.04   
122.71   119.92   115.39   113.69   2.05   
122.98   119.75   114.61   114.40   2.06   
122.89   119.84   115.00   112.99   2.02   
125.30   120.40   114.66   114.40   2.06   
122.80   120.66   114.35   119.51   2.06   
123.27   119.94   115.11   114.17   2.02   
122.06   120.29   115.33   113.37   2.03   
122.98   120.12   115.94   113.53   2.06   
126.57   119.77   114.72   113.69   2.12   
122.98   119.75   113.69   113.58   2.06   
121.95   120.57   114.61   114.23   2.10   
121.95   121.20   116.33   114.89   2.01   
125.79   120.48   115.11   115.16   1.96   
123.57   120.20   116.33   114.29   2.05   
123.25   119.50   115.16   112.62   2.04   
122.51   121.22   114.72   114.68   2.01   
125.48   122.53   114.12   114.23   2.08   
119.86   124.02   114.18   113.95   2.02   
122.98   119.94   114.56   113.74   2.09   
120.37   119.86   114.39   113.54   2.02   
122.13   119.69   114.66   114.51   2.04   
126.48   120.48   114.78   113.10   2.11   
122.89   120.85   114.13   113.90   2.04   
122.89   119.14   116.00   113.64   2.04   
122.13   120.22   114.61   114.56   2.02   
123.36   117.30   114.07   114.72   2.06   
125.67   119.77   114.83   114.51   2.63   
125.20   114.21   94.82   114.46   2.09   
122.42   122.89   116.96   113.31   2.01   
120.20   123.09   114.61   112.79   1.99   
120.76   123.66   112.46   114.99   2.03   
125.70   117.04   115.72   114.29   2.09   
124.32   119.41   116.79   113.21   2.01   
121.95   121.68   116.33   115.06   2.05   
125.09   118.25   115.11   113.05   2.08   
