N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
77.56   79.13   77.20   97.52   1.64   
93.14   92.96   121.09   99.87   1.96   
93.57   92.91   120.24   100.42   1.98   
93.68   93.90   119.82   100.04   1.99   
94.00   94.12   118.11   100.79   2.00   
94.11   92.07   116.16   100.21   2.06   
95.07   92.81   116.90   101.61   2.02   
95.30   93.83   119.58   101.61   2.07   
92.60   92.96   121.15   99.76   1.92   
95.01   93.73   119.11   99.37   2.00   
93.95   93.08   121.09   100.33   1.99   
95.41   91.84   117.71   100.71   1.98   
95.07   93.52   119.04   97.49   1.98   
95.18   92.59   121.03   99.75   1.98   
94.84   92.92   120.66   101.65   1.98   
91.90   92.92   121.15   101.35   1.92   
94.89   92.12   121.02   99.47   1.97   
96.09   92.17   121.02   100.46   2.00   
94.84   93.96   117.19   101.73   1.98   
91.74   93.25   120.12   100.25   1.90   
95.12   93.08   120.43   99.95   1.97   
94.96   94.06   119.77   100.67   2.01   
92.91   93.03   120.30   99.96   1.93   
93.35   92.91   118.58   101.78   2.01   
93.85   92.97   121.09   100.03   1.95   
93.08   93.35   121.09   98.89   2.03   
94.06   92.91   119.17   100.59   1.98   
93.79   94.56   116.67   100.71   1.98   
93.35   92.64   120.84   99.55   1.96   
94.84   93.68   120.12   102.52   2.02   
95.69   94.33   120.79   101.10   2.10   
94.00   93.03   120.48   100.45   1.96   
93.35   93.13   120.92   98.81   2.06   
93.79   91.96   119.40   102.00   2.05   
92.97   92.32   119.58   100.54   2.05   
94.16   93.19   119.82   100.20   2.05   
93.57   94.23   119.99   100.46   1.98   
94.28   91.07   121.08   100.80   2.00   
93.03   93.18   121.15   99.51   1.95   
94.00   93.19   120.96   98.60   1.95   
95.12   94.17   118.75   100.12   2.01   
95.35   93.47   120.71   101.02   2.02   
93.61   93.25   121.28   101.48   1.96   
93.35   93.25   120.90   99.50   1.94   
95.18   93.79   118.51   101.14   2.04   
93.68   93.35   121.28   100.16   1.95   
93.18   93.35   119.34   99.14   1.97   
95.07   93.52   120.43   102.43   2.02   
95.53   93.73   117.94   101.73   2.00   
93.18   93.08   116.11   100.25   1.94   
93.30   93.25   120.18   101.78   1.95   
93.40   93.68   119.99   100.71   2.06   
95.18   92.06   121.22   100.37   1.98   
94.68   93.85   116.67   99.38   1.97   
93.52   93.30   119.69   100.63   2.03   
93.03   92.12   117.47   101.95   1.96   
94.12   93.34   121.28   99.91   1.98   
95.12   95.23   118.76   100.54   2.02   
95.42   92.59   121.15   99.91   2.03   
94.00   92.27   117.58   102.13   2.05   
93.78   90.14   119.71   98.84   1.97   
93.69   93.13   121.27   100.67   2.00   
94.96   92.59   116.39   97.56   2.13   
93.68   91.43   103.94   93.90   2.05   
89.99   91.43   102.12   82.39   2.00   
89.24   90.60   93.13   96.97   1.86   
94.79   93.62   118.75   100.93   2.03   
87.01   92.22   112.10   101.10   1.81   
91.48   92.92   120.90   100.38   1.90   
91.48   93.25   121.08   100.38   1.90   
94.79   94.17   118.22   100.29   2.05   
94.00   93.19   118.40   100.46   1.98   
93.51   93.14   121.46   98.92   1.96   
93.78   92.91   119.17   100.79   1.99   
95.52   94.96   116.05   101.31   2.04   
95.41   94.79   117.65   101.39   2.04   
91.48   92.91   121.22   100.12   1.91   
94.91   93.57   120.77   102.31   1.99   
93.95   92.07   119.16   100.42   1.95   
95.07   95.46   117.53   99.38   2.01   
95.24   91.58   120.97   100.00   1.98   
94.79   94.23   118.00   101.91   2.01   
93.35   94.23   117.49   101.65   1.97   
95.07   92.97   120.60   100.55   2.02   
93.85   92.91   121.46   100.58   1.97   
94.96   94.33   120.12   99.59   1.97   
94.91   94.28   121.03   98.55   2.00   
93.73   92.76   120.07   101.82   1.95   
93.40   92.81   118.00   101.35   1.99   
95.12   92.49   120.79   100.16   1.98   
94.79   94.17   119.10   101.70   2.06   
93.35   92.59   119.41   100.58   2.03   
93.85   92.76   119.10   100.25   1.95   
95.18   95.18   118.47   99.33   2.05   
92.59   92.07   119.34   101.91   1.94   
93.23   91.96   117.60   101.22   1.94   
95.07   94.17   119.71   101.43   1.98   
94.11   90.14   119.77   101.05   1.97   
94.96   94.11   120.07   101.22   2.00   
93.95   92.96   121.22   100.46   1.99   
