N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
79.32   82.22   77.62   99.05   1.67   
96.96   92.92   120.60   102.52   2.05   
95.12   93.68   121.03   100.21   2.04   
95.35   93.45   119.04   102.18   2.03   
95.12   95.53   119.64   102.04   2.03   
96.27   94.12   120.54   102.60   2.07   
95.24   93.35   119.82   102.64   2.02   
95.35   95.41   121.34   103.53   2.00   
93.03   95.58   122.64   101.01   1.95   
95.69   94.06   120.61   101.39   1.99   
93.74   95.69   120.41   102.61   1.99   
95.46   95.35   119.35   103.71   2.04   
96.03   93.73   120.18   101.53   2.04   
96.27   92.44   120.90   102.22   2.06   
94.91   95.01   120.54   103.31   2.03   
94.17   95.18   120.25   102.74   2.02   
94.85   95.00   120.24   102.39   2.06   
95.01   92.49   119.69   102.00   2.06   
95.01   94.40   119.28   100.54   2.02   
95.19   94.23   119.58   102.92   2.05   
95.46   95.24   122.25   103.05   2.00   
94.79   95.12   122.39   102.44   2.01   
95.47   95.69   123.33   102.21   1.98   
95.00   93.35   120.92   103.18   2.01   
94.17   93.68   121.09   102.08   2.02   
95.18   93.03   119.88   101.18   2.02   
96.21   94.28   119.95   101.87   2.04   
95.46   94.51   118.29   102.17   2.02   
95.30   93.51   119.06   102.52   2.02   
96.16   94.00   122.76   102.13   2.04   
93.83   94.29   122.02   102.56   2.09   
94.00   95.58   121.32   102.74   1.96   
93.47   95.28   119.23   101.06   2.08   
95.30   96.27   119.82   102.21   2.02   
96.09   94.07   120.35   102.96   2.00   
95.35   94.56   119.95   103.40   2.11   
96.32   94.96   120.60   103.18   2.12   
95.30   91.84   119.41   103.35   2.13   
94.11   95.41   122.39   103.28   2.01   
94.79   94.12   123.32   102.83   1.99   
97.20   94.45   121.34   102.60   2.14   
96.27   94.51   120.18   101.22   2.00   
94.28   95.69   122.70   103.27   1.97   
95.35   95.47   120.48   102.08   2.03   
94.96   95.52   122.58   102.64   2.02   
93.18   93.25   123.14   102.08   1.98   
94.23   95.41   121.52   102.61   2.10   
95.46   94.63   120.54   103.27   2.12   
95.35   95.52   121.82   99.63   2.11   
96.21   94.29   120.54   103.18   2.14   
95.30   94.61   116.68   102.17   2.11   
95.35   95.35   120.66   102.79   2.12   
95.30   92.96   120.54   101.23   2.15   
94.33   95.14   120.54   102.56   2.10   
95.52   93.57   119.34   103.23   2.10   
95.18   94.40   120.66   101.18   2.10   
95.12   95.30   120.48   100.93   2.10   
96.21   94.17   118.75   102.35   2.13   
95.41   95.52   122.64   102.44   2.11   
95.01   92.91   120.18   101.02   2.11   
96.50   96.39   120.24   102.56   2.05   
95.41   95.46   122.51   102.61   2.03   
95.30   94.45   120.54   101.39   2.01   
95.19   94.44   120.01   102.56   2.10   
96.09   96.50   120.67   102.34   2.04   
95.18   95.41   121.15   102.48   2.02   
95.28   94.23   123.27   102.08   1.98   
94.63   95.57   122.76   101.78   2.01   
93.45   94.07   120.60   103.22   1.98   
96.16   95.00   120.97   103.58   2.03   
95.46   95.30   122.27   103.31   2.06   
95.12   95.80   122.90   102.17   1.98   
94.56   94.68   120.67   102.56   2.02   
94.79   94.61   116.90   102.53   2.01   
95.19   93.51   120.48   102.44   2.01   
95.12   92.86   120.48   102.48   2.06   
94.84   95.64   119.95   102.96   2.10   
96.27   93.19   121.88   101.92   2.04   
95.35   94.51   120.12   101.35   2.04   
95.41   94.51   120.37   103.27   2.00   
94.57   95.00   116.97   102.12   2.00   
94.89   95.41   120.55   102.17   2.10   
96.14   93.41   120.77   102.57   2.13   
96.27   96.62   122.70   101.61   2.13   
93.57   95.46   121.15   103.45   1.96   
95.46   95.35   120.67   102.56   2.05   
95.69   94.12   119.94   103.22   2.01   
94.95   92.97   120.79   101.35   2.09   
96.27   95.12   122.45   103.28   2.14   
95.30   95.52   120.25   103.27   1.99   
96.05   95.07   117.24   103.27   2.11   
93.95   95.53   122.63   102.39   1.99   
95.00   94.40   120.24   103.32   2.02   
95.28   94.51   120.07   102.48   2.04   
95.98   93.96   121.15   100.62   1.99   
92.22   93.61   118.18   103.58   1.95   
96.14   93.30   119.77   103.04   2.08   
96.32   93.85   120.54   103.22   2.06   
96.27   94.23   122.02   102.48   2.04   
95.12   92.17   120.54   102.65   2.12   
