N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
119.58   115.03   120.35   120.43   1.94   
131.90   126.48   118.64   119.88   2.11   
127.20   126.69   120.77   121.84   2.01   
126.79   130.71   120.96   121.46   2.00   
128.32   128.09   120.73   121.77   2.03   
124.81   126.57   123.59   120.79   1.96   
125.67   122.98   121.46   121.59   1.99   
127.70   126.88   124.68   120.12   2.03   
128.12   128.51   121.88   120.24   2.02   
128.51   125.98   121.46   121.21   2.03   
128.12   127.78   122.84   120.35   1.99   
127.10   126.88   121.02   121.53   1.97   
126.88   128.29   120.31   118.64   2.03   
127.58   125.98   120.48   120.73   1.99   
127.58   127.70   119.94   122.08   2.00   
127.68   127.80   122.39   120.67   2.00   
127.39   128.61   121.57   121.84   2.02   
128.00   130.21   121.15   121.32   2.04   
124.32   133.34   117.87   120.84   1.95   
128.83   126.88   122.70   120.24   2.05   
128.63   128.51   128.96   122.39   2.04   
128.12   127.39   120.84   121.71   2.01   
128.61   128.19   121.53   123.14   2.04   
127.08   125.98   121.09   119.58   2.00   
127.10   127.29   121.38   130.66   1.98   
128.93   128.71   122.02   121.34   2.04   
126.88   119.75   112.26   120.11   2.03   
128.32   126.88   122.33   120.60   2.02   
127.49   127.58   112.89   119.11   2.02   
133.34   124.60   119.88   121.09   2.14   
127.58   126.98   119.52   120.24   2.12   
123.54   123.66   119.45   118.23   1.96   
123.27   125.88   117.19   118.16   1.96   
126.76   125.79   121.90   118.51   1.99   
125.39   132.89   119.17   120.41   2.00   
127.39   125.58   130.44   119.94   2.06   
129.35   127.20   118.16   121.21   2.07   
129.15   126.29   120.84   122.57   2.06   
129.13   125.58   121.22   118.57   2.03   
126.48   121.86   120.41   124.35   1.99   
124.90   127.39   119.94   120.67   1.98   
128.51   127.49   121.77   119.52   1.96   
128.93   128.93   121.57   119.77   2.06   
125.79   128.39   120.79   120.31   1.99   
126.57   125.39   120.24   119.52   1.98   
126.57   126.98   120.48   119.11   1.98   
127.39   128.32   121.21   119.47   2.02   
124.78   127.51   118.16   118.05   2.00   
128.12   126.67   121.28   121.15   2.01   
125.51   126.67   119.95   119.40   2.00   
124.71   129.33   128.28   120.35   1.94   
127.27   127.29   121.96   118.99   2.02   
129.23   125.70   122.39   123.08   2.01   
125.98   128.32   121.27   120.73   1.97   
127.08   128.00   123.14   121.28   1.96   
128.81   127.20   120.54   118.69   2.05   
127.70   127.58   121.71   122.51   1.93   
127.39   127.51   123.14   120.18   2.01   
129.65   126.29   121.52   120.96   2.01   
128.09   130.28   121.65   121.09   2.03   
124.99   128.00   122.02   120.24   2.01   
127.08   131.35   120.07   119.99   1.99   
125.58   128.41   121.40   119.69   1.97   
128.00   128.83   110.34   121.53   2.00   
129.35   126.07   121.71   118.87   2.05   
128.09   125.70   120.48   121.88   2.01   
127.27   125.11   120.79   119.23   2.02   
129.06   128.00   122.94   128.76   2.03   
127.29   127.49   122.58   120.18   1.99   
125.48   127.20   121.38   119.95   1.99   
128.63   127.08   121.34   121.69   2.01   
130.18   127.29   120.73   118.46   2.08   
126.38   122.80   122.57   119.58   1.97   
125.79   126.48   119.52   121.32   2.05   
125.79   130.59   120.55   121.38   1.98   
127.70   125.30   121.57   120.07   2.00   
127.90   125.88   119.77   120.79   2.04   
128.73   126.67   119.23   120.48   2.03   
126.88   125.58   128.54   118.47   1.98   
126.29   128.29   119.95   121.02   1.99   
128.12   123.07   120.90   120.84   2.00   
124.41   128.29   119.77   121.52   2.00   
127.08   126.19   120.96   123.14   2.03   
126.98   129.33   119.35   120.60   2.04   
128.93   129.03   121.71   120.71   1.96   
126.60   126.07   118.69   120.18   2.03   
128.41   124.02   119.52   121.27   2.05   
137.46   125.98   121.52   118.11   2.23   
124.44   123.63   119.11   121.82   1.96   
124.51   132.68   120.30   121.57   1.98   
126.26   124.41   124.75   108.25   1.98   
127.90   121.11   123.08   126.13   2.00   
128.51   126.10   120.71   113.47   2.06   
125.98   122.15   127.86   118.87   2.00   
126.79   127.29   120.07   120.71   2.03   
126.60   125.67   121.65   122.31   2.04   
128.29   127.20   119.58   120.37   2.08   
128.00   125.18   122.90   123.02   2.03   
127.39   127.68   118.16   119.71   2.10   
127.27   127.51   120.30   120.54   1.93   
