N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
74.76   79.81   75.23   105.86   1.28   
115.86   113.47   105.63   105.31   2.00   
115.68   96.85   106.05   97.13   2.34   
115.37   113.40   105.95   106.53   2.03   
114.85   115.29   101.13   106.11   2.00   
113.88   115.70   106.66   104.03   2.00   
114.70   114.29   97.56   97.56   2.04   
116.37   114.85   106.95   104.35   2.03   
106.03   115.78   106.66   103.95   1.84   
115.37   114.36   106.76   104.85   1.99   
115.03   116.27   106.24   104.17   2.07   
115.84   115.61   106.67   106.48   2.02   
117.20   117.14   106.33   105.26   2.04   
116.71   115.61   106.48   106.29   2.02   
115.78   114.03   106.43   105.35   2.01   
117.06   117.30   105.26   105.40   2.04   
114.70   115.03   105.35   106.20   2.01   
116.53   115.68   106.52   106.24   2.01   
116.29   115.68   105.82   106.62   2.01   
116.71   117.47   107.00   106.01   2.01   
115.76   115.53   105.03   105.68   2.00   
116.79   115.61   106.80   106.48   2.02   
115.70   113.07   107.24   106.67   2.01   
116.61   117.22   107.57   106.24   2.01   
116.53   114.77   106.76   106.39   2.03   
116.11   116.11   106.20   105.96   2.03   
113.96   117.04   106.91   106.29   1.98   
116.03   115.37   106.91   106.18   1.99   
113.15   116.29   106.52   104.89   1.96   
116.61   116.79   107.57   106.15   2.08   
115.53   116.53   105.68   106.10   2.00   
117.65   113.15   107.04   106.15   2.05   
115.94   115.86   106.71   106.90   1.98   
115.78   115.68   106.95   106.15   2.02   
117.30   117.47   106.43   105.36   2.03   
115.61   114.03   106.76   105.22   2.00   
114.36   115.27   107.19   106.43   1.97   
114.85   117.49   107.39   104.75   1.99   
114.29   116.11   106.76   106.71   1.96   
116.35   116.37   106.43   104.16   2.02   
115.03   115.35   107.05   105.86   1.98   
116.45   117.65   105.77   106.39   2.01   
116.27   115.94   106.95   106.76   2.01   
115.61   115.27   106.15   106.52   2.00   
116.87   115.27   105.31   105.08   2.04   
116.45   115.78   106.10   106.11   2.05   
116.11   115.19   106.80   106.34   2.02   
117.49   112.35   107.15   106.29   2.02   
115.35   116.11   106.95   106.53   2.00   
114.52   112.77   106.01   105.21   1.98   
116.87   116.29   106.95   105.82   2.03   
113.07   115.94   106.90   105.92   2.00   
115.94   116.35   106.67   106.58   2.01   
115.11   115.94   107.04   106.01   2.02   
116.53   116.29   104.48   104.99   2.09   
115.11   116.03   106.58   105.31   2.03   
117.04   116.37   107.19   105.96   2.07   
112.52   114.36   104.95   105.12   1.99   
114.21   110.96   106.66   104.13   2.03   
112.05   111.74   105.08   103.22   1.94   
115.78   117.20   105.45   104.62   2.07   
114.93   114.70   103.50   105.26   1.99   
114.27   114.95   105.54   103.54   2.02   
111.11   115.53   104.80   105.82   1.97   
101.99   99.61   104.08   105.59   1.80   
114.70   113.32   100.75   105.59   2.04   
113.24   112.98   104.35   105.32   1.98   
115.76   112.77   105.35   106.20   2.02   
112.37   110.87   103.85   105.18   1.95   
116.03   112.52   104.52   105.78   2.03   
113.40   115.94   106.91   106.66   1.95   
116.37   115.19   106.52   106.20   2.03   
114.85   117.04   106.82   106.33   2.01   
115.53   115.29   105.21   106.48   2.04   
115.78   116.45   106.43   105.08   1.99   
117.04   115.27   107.10   105.82   2.07   
116.03   116.19   106.67   105.82   1.99   
116.29   115.76   105.41   105.18   2.01   
115.11   114.36   106.80   106.62   1.97   
115.53   115.86   106.61   105.36   2.00   
115.37   115.76   106.76   106.95   2.00   
117.14   117.12   107.19   105.13   2.03   
115.61   114.11   106.20   105.18   2.02   
114.85   115.68   106.43   106.48   1.97   
115.11   116.03   107.01   106.77   2.00   
116.45   114.93   105.96   106.57   2.02   
117.12   115.45   106.43   106.29   2.03   
116.79   116.53   105.16   105.64   2.04   
116.11   116.79   106.61   106.01   2.00   
117.20   116.21   105.73   106.05   2.02   
115.61   115.45   107.04   106.48   2.01   
117.38   114.70   107.39   106.20   2.05   
116.11   116.13   105.54   104.76   2.01   
116.55   113.23   106.52   106.30   2.02   
116.79   116.79   107.33   106.43   2.05   
114.77   117.20   106.62   106.11   1.99   
116.45   116.69   106.43   105.03   2.03   
111.03   114.21   105.82   105.64   1.96   
115.03   115.84   106.95   106.39   2.05   
116.77   116.98   106.90   105.77   2.03   
