N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
83.28   121.31   93.97   111.32   1.38   
121.77   121.77   112.41   112.51   2.06   
117.82   118.17   111.84   111.94   1.97   
120.20   118.61   114.56   113.80   1.98   
120.57   121.03   115.27   114.51   2.00   
120.37   121.49   115.78   114.56   1.98   
122.24   120.85   115.27   113.96   2.04   
120.94   120.12   114.95   113.31   2.02   
121.22   121.03   114.66   114.08   1.84   
126.07   119.41   115.94   113.80   2.06   
119.14   122.33   114.66   115.06   1.96   
121.68   117.12   116.12   114.07   1.99   
120.76   122.51   114.89   113.91   2.02   
118.86   122.89   113.91   114.12   1.93   
120.59   121.86   116.55   113.86   2.00   
121.95   120.94   115.21   115.06   2.02   
120.94   123.07   114.83   114.23   1.97   
121.11   123.93   115.61   112.67   2.02   
122.42   120.12   114.12   115.23   2.03   
120.57   122.60   114.89   114.13   1.96   
120.94   94.45   94.26   114.83   2.02   
122.78   123.09   114.83   115.11   2.03   
122.42   121.20   116.05   113.59   2.01   
121.11   119.67   113.81   115.49   2.04   
121.86   119.50   115.55   113.74   1.99   
121.03   121.14   115.32   114.01   1.98   
120.76   122.89   114.72   114.56   2.02   
121.97   123.93   116.05   113.42   2.02   
119.86   122.51   112.99   114.18   1.98   
121.31   118.61   116.44   112.79   1.98   
120.74   123.27   114.34   114.66   2.00   
121.86   120.66   115.89   112.30   1.99   
120.83   122.15   114.89   114.99   2.00   
94.96   94.23   113.26   93.72   1.60   
122.89   120.37   115.94   113.86   2.01   
121.29   122.62   115.21   113.85   1.99   
121.40   122.33   114.89   114.35   1.99   
120.83   123.36   114.23   114.51   1.99   
119.58   121.95   113.90   114.01   1.96   
121.11   123.07   114.07   115.33   2.01   
122.24   120.74   115.84   113.74   2.00   
121.11   122.62   114.12   114.61   1.99   
121.03   123.07   114.90   114.56   1.98   
120.57   122.33   118.75   113.16   1.98   
120.68   122.98   114.78   114.44   1.98   
121.22   121.38   114.73   113.64   2.00   
124.11   95.82   95.53   114.62   2.09   
124.21   118.53   119.64   114.51   2.04   
120.85   121.75   113.96   112.10   2.09   
115.45   102.82   118.29   113.80   1.88   
121.66   123.18   113.42   114.72   2.18   
121.31   120.94   116.05   112.89   1.97   
121.95   118.53   115.67   113.96   1.99   
120.94   122.80   113.91   112.20   1.98   
119.75   123.36   114.78   115.56   1.98   
123.27   120.57   116.44   113.16   2.02   
121.49   122.69   114.83   114.89   2.02   
123.54   120.66   116.51   113.69   2.05   
122.33   119.92   115.23   112.83   2.00   
120.12   122.33   114.94   124.09   2.02   
123.09   120.29   116.51   113.85   2.04   
119.69   94.61   96.00   112.15   1.95   
122.22   120.94   116.12   113.74   2.00   
120.85   122.80   113.80   118.22   1.93   
118.42   122.53   114.99   115.11   1.96   
122.33   120.83   115.94   114.13   1.99   
120.57   122.80   115.27   115.16   2.03   
122.42   119.50   116.67   113.74   2.03   
120.57   123.57   114.66   112.46   2.03   
119.47   121.95   113.96   114.40   2.01   
123.16   120.12   115.89   113.69   2.02   
119.47   121.40   113.74   112.21   1.94   
122.89   120.20   116.33   112.05   2.02   
119.58   121.77   114.61   114.07   2.01   
121.57   119.58   115.23   113.47   1.98   
122.06   120.48   115.60   114.46   2.00   
120.12   122.51   115.06   114.17   2.04   
121.95   120.40   115.94   114.39   2.02   
129.85   122.24   114.78   113.96   2.18   
120.48   120.14   115.04   113.96   2.01   
121.11   119.77   115.82   114.73   1.98   
120.03   121.03   116.23   114.83   2.01   
123.66   120.03   115.33   114.29   2.05   
122.13   121.14   114.89   115.82   2.07   
121.86   110.49   95.24   94.60   2.62   
91.54   95.00   95.02   112.83   1.49   
123.27   125.48   113.80   115.33   2.05   
121.77   120.29   116.79   113.96   1.98   
123.75   119.05   115.39   113.21   2.06   
120.03   122.13   113.96   114.83   1.99   
122.13   120.85   116.56   114.61   2.03   
120.20   123.84   114.78   114.01   2.00   
125.39   121.11   115.27   114.61   2.06   
122.13   121.95   115.00   113.74   2.03   
121.11   120.66   114.07   113.96   1.99   
121.40   120.46   114.51   114.34   2.02   
121.40   118.59   114.73   112.00   2.04   
119.41   121.11   113.32   113.95   1.96   
118.17   117.73   114.12   112.41   1.98   
118.59   118.27   111.94   113.69   1.98   
