MPI startup(): Warning: I_MPI_PMI_LIBRARY will be ignored since the hydra process manager was found
[0] 0, 0
Iteration 0/100
==== Results ====
Height            4000
Width             6000
MPI ranks         1
OMP threads       32
Iterations        100
Elapsed time (s)  4.503111
    Collision     2.436666
    Exchange      0.094896
    Streaming     1.878622
