MPI startup(): Warning: I_MPI_PMI_LIBRARY will be ignored since the hydra process manager was found
[0] 0, 0
Iteration 0/100
==== Results ====
Height            4000
Width             6000
MPI ranks         1
OMP threads       8
Iterations        100
Elapsed time (s)  10.862726
    Collision     8.113749
    Exchange      0.095788
    Streaming     2.560753
