MPI startup(): Warning: I_MPI_PMI_LIBRARY will be ignored since the hydra process manager was found
[0] 0, 0
Iteration 0/100
==== Results ====
Height            4000
Width             6000
MPI ranks         1
OMP threads       47
Iterations        100
Elapsed time (s)  4.390988
    Collision     2.290786
    Exchange      0.094103
    Streaming     1.913011
